#taxonomy	sample1	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample11	sample12	sample13	sample14	sample15	sample16
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	1.78912724117447	2.35628364284639	3.14032959190817	1.92828578146712	2.56193941114785	1.93886886788753	1.36944575855719	1.38861801045661	1.46133731791425	1.95408849972336	1.65899173640964	1.83051233276766	2.0481165199464	2.2196259642892
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	1.95688357305751	2.50496684049151	3.16228751469015	1.95219130232067	2.57076949059612	1.96046797969099	1.38463592405117	1.24720635640678	1.2890660969738	1.91693252283527	1.72624396341881	1.79294923119202	2.07845723699907	2.2387653044999
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	1.21223986673039	1.76467288150586	2.53048679722844	1.37630208520762	1.98780633866371	1.15910721449081	0.522147898169989	0.706399900428852	0.758037765890286	1.25178094976475	0.78526061895428	1.1868134276217	1.35021873662785	1.52163615925347
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	0.0889349654719069	-1.60262294848061	-0.912421073015089	-0.890515783927792	0.0880582313715592	0.218718931037598	-0.0800275041842299	-0.0777190583368196	0.603887086063027	0.763200934946081	0.469407669535803	0.64026972125363	1.26060657793816	0.132100304209406
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	0.351299229939398	-0.121018407556394	0.697016839419011	-0.407089134349916	0.844921226317612	0.456390582914717	-0.612832034668996	-0.0541885609266255	-0.012887115712344	-0.2584503125859	0.315256989708545	0.401858697808632	0.598231056044973	0.929958438858382
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	1.23633741830945	0.898813003258601	1.29095736989551	0.217065174723078	1.63225562193726	1.30093740993003	0.726060087556311	0.502099436916123	0.97709133195297	0.147014795522264	1.08844687794203	1.08534396745684	1.27611076447413	1.71788402574562
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-0.960887159026771	-1.2661507118594	-0.506955964906925	-1.50570142301803	-0.0530203668883464	0.0886658027894001	-0.650572362651843	-0.126509222506252	-0.471194705194888	-1.35706260125401	-0.3778901908514	-0.253548154768467	-0.259219175806248	-0.383063721155183
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	0.370347424910093	0.0837760050896191	0.308081033262057	0.366100753883566	0.593606798036706	1.01600637085014	0.498050346590928	0.650519442034396	0.352572657782121	0.227057503195801	-0.3778901908514	0.234804613145466	0.251606447959743	0.363005860859105
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	5.96217888119246	5.88354183359105	5.68115604378535	5.78390909843314	6.06287175859469	6.32574181877985	6.17300667737515	6.42474966802375	5.87407439113793	6.07793284276221	5.75333629863174	6.02761032852446	5.86676585794479	5.73871372957628
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	2.62461394063333	2.73597412826594	2.44911105225463	2.48050098058437	2.86229033935507	2.76089690608666	2.22038130938722	2.66312096558838	2.16119593306218	2.13691651385911	1.94449752943882	2.08896964856095	2.10118548807662	1.938897650802
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	7.9499298801064	7.88345342492895	7.8286531754689	8.00707415674678	8.18209923750211	8.63338228499045	8.69123477206664	8.58811578850829	8.16849597276496	8.02672324583953	7.69928785469727	8.34217549033031	7.96426109568797	8.25502264027706
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-1.99050657620793	-2.94717125945892	-2.70418054224314	-0.763764078288648	-2.85638074779488	-2.3962408469986	-1.82922735899349	-1.61816409928397	-2.4406353516604	-2.45567488992212	-2.66641243369652	-1.60347487171748	-2.38745088165552	-2.82541075652439
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	3.22876758299965	3.30856026664399	2.89300608614724	3.1138646432538	3.40032852664595	3.82368641290119	3.7217923611103	3.98518397805046	3.26813466450684	3.43941641252827	3.04745765104304	3.48676347297774	3.03485246467351	3.30581573295875
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	0.604748130748937	0.848382149631709	0.431313673686006	0.515846140242908	0.961331578162023	1.16858595844536	1.26181509436483	1.19524661747607	0.672879957549979	0.413643458776213	0.172156146067872	0.881431778070518	0.666550300022451	0.83815088960526
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	3.03993134518451	2.96380640919105	2.82127239688864	2.88813025710562	3.09165424138576	3.26903177289573	3.21096673734431	3.79645372296023	2.9552623432265	3.525107808839	3.3613654705876	3.09570594873285	3.14830734090755	2.61158100471141
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	-3.37227217593767	-2.92873613031276	-3.64572689748582	-4.14071703736847	-3.48673457047787	-3.39854336142967	-4.03101793746215	-3.57033641528626	-3.78417035534739	-4.09292728744505	-2.86468608765923	-3.33418260096056	-3.85104037093588	-4.00260327833887
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	-2.50133219997392	-2.91252986699939	-3.55165348305787	-1.10023631490986	-3.30849174235775	-3.1262235439502	-3.79101997392665	-3.98599415414002	-3.82328307415166	-4.41493306512758	-2.69284766367763	-3.38227949260718	-3.61296336001799	-3.83173366465292
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	1.41733534817289	1.49746934039762	1.01748873469378	1.05924793444351	1.51306710467214	1.87112287935514	1.71534860551401	1.65688199705129	1.16123272546391	0.840161976082209	0.826082613474536	1.33341690181358	0.712641407222718	1.44078406262437
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	1.60954166419939	1.29879864560214	1.3152009815055	2.28641128573756	1.50671787699348	1.95618531789899	2.04975579235646	1.81582310520118	1.62267710131398	1.20145586587724	1.16255485009575	1.60967027844173	1.48375012925237	1.5183946653293
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	-2.90679730808208	-2.89137957104153	-3.10964565035131	-0.946085635082603	-2.85638074779488	-2.80170595510676	-2.52237453955343	-2.02362920739213	-1.92980972789441	-2.45567488992212	-1.47650247951951	-1.9399471083387	-2.61059443296973	-2.82541075652439
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	0.64855075340733	0.525608757368658	0.591656323761185	0.598432731252182	0.819919924112195	1.26732079913105	1.24462269382445	0.819340311609448	0.836509381331781	0.324695972759717	0.41056716951287	0.893266235717521	0.730499024622724	0.900282670712266
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	6.08917340913125	5.99326696923793	5.94911573216543	6.13840419382471	6.3161539094454	6.8267524711009	6.89617847034854	6.57836458571657	6.33393533194277	5.85673638876998	5.96293931389595	6.51345394998976	6.01320849350477	6.49723098753894
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	-0.0735839640258679	0.120143649260494	-0.43549700092478	-0.0355255779174329	-0.217323418179623	0.54819813216784	0.435136521180359	0.541320150069404	-0.0427400788620252	-0.204383091315624	-0.252727047897394	0.188284597510573	-0.0650631613652908	-0.151262107097858
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	-2.90679730808208	-2.51891368035476	-1.85688268185594	-2.3042091192358	-1.94009001592073	-1.5489429866114	-1.71144432333711	-1.61816409928397	-1.92980972789441	-1.82706623049975	-2.76086845838124	-1.9399471083387	-1.51198214430162	-2.26579496858896
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	6.47837833491419	6.43446779181248	6.48200373985528	6.49600529975003	6.75558403290353	6.73527274443161	6.42981019922929	6.54184608264215	6.32581088558784	6.07188933591834	6.11878424123694	6.03891221989495	6.21367896463328	6.09153123600391
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	0.312078516786117	0.343287200574704	0.0258485655778411	0.294356849024724	0.457805256877644	0.694801606359716	0.134382367161225	1.05980864658096	0.111410600965233	0.448490190106381	0.469407669535803	0.0615328918714289	0.146245932301916	0.230946138846039
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	-3.28748105454128	-2.92559949084894	-3.10964565035131	-1.72884497433224	-3.30099170261738	-3.10569861167733	-3.21552172011338	-3.12224149606024	-3.53924764032851	-3.43650414293385	-2.8024905100258	-3.24143093715498	-3.30374161352967	-3.93211118171636
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	0.574442781253608	0.679759437195917	0.386861911115172	2.855484545784	0.92780888612338	1.09011434300386	0.887121644923416	1.02089323033129	0.49499299782389	0.434696867974045	0.209896474050719	0.593749705618737	0.177498475806021	0.363005860859105
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-1.52050294696219	-2.87403350807547	-3.10964565035131	-2.3042091192358	-1.94009001592073	-1.88541522323261	-2.81005661200522	-2.02362920739213	-2.28648467183314	-2.45567488992212	-1.47650247951951	-2.45077273210469	-2.0509786450343	-2.60226720521018
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-2.21365012752214	-2.51891368035476	-3.46140388321368	-2.89199578413792	-2.85638074779488	-3.1442887754022	-1.71144432333711	-1.17633134700493	-2.15295327920862	-1.76252770936217	-2.73938488201916	-2.16309065965291	-2.20512932486156	-2.82541075652439
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	-2.21365012752214	-2.51891368035476	-2.70418054224314	-1.45691125884859	-1.94009001592073	-3.10201180964166	-1.96275875161801	-2.71677638795208	-2.28648467183314	-2.92567851916785	-1.9873281032855	-3.08412828018888	-3.30374161352967	-3.11309282897617
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	6.07513568290479	6.0432528767042	6.18199817268891	6.25382739980648	6.42948444926755	6.67003668030072	6.88054707815432	7.40894763796076	6.46254560099175	7.16087198193009	6.76039462907821	6.49876548800389	6.59917077363056	6.12437621038827
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	-3.21823344943595	-2.93108910307461	-3.10964565035131	-2.3042091192358	-3.36130477971437	-3.10727780866542	-2.81005661200522	-3.49316568657926	-3.13378253222034	-4.11260324094493	-2.83395438398789	-3.20498658578655	-2.61059443296973	-2.13226357596444
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	1.60954166419939	1.73669902946346	1.56784519721641	1.58078521380443	1.73873910233971	1.76783705323818	1.19727657322726	1.53646945685588	1.23566532024668	1.01006101287761	1.10371435007282	0.904962275480712	1.06570623893735	0.986791913621548
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	5.33411523360682	4.88414741073533	4.9816756231791	5.47850550812444	5.23202753019157	5.71097708083159	6.0226769799912	5.78340627463075	5.41400452428053	4.87816478437092	5.18509647383934	5.66683801436154	5.48363137520221	5.53781507159442
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	-2.90679730808208	-1.60262294848061	-3.10964565035131	-1.32337986622407	-2.45091563968672	-1.70309366643865	-1.51077362787495	-1.51280358362614	-2.84610045976856	-1.59067745243551	-1.9873281032855	-2.45077273210469	-2.89827650542151	-1.64675576018274
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	2.99583602531928	3.18819658439411	2.67109786544102	2.94339957732018	3.2661120617195	3.73426074212659	3.48705270792872	3.42597760670213	2.93772472256118	2.68963697416602	2.61784208270259	3.25633753264419	2.57818704651	3.15284189661136
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	-0.267739978466825	-0.167538423191287	0.566655021555768	0.634364740478245	0.493523339479723	0.923987472129888	0.706451616167935	0.579060478052251	0.244941993589756	0.174413769710379	0.315256989708545	0.188284597510573	0.409830453174637	0.24264217860923
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	2.76135798893097	2.46811174810236	2.32407635320293	2.28753804642015	2.5462966340774	2.84726828305444	2.52908274906308	2.53898136417716	2.51987555525329	2.51760461763037	2.51617842892609	2.60121774767348	2.80661646351872	2.11086012228301
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	-0.341847950620547	-1.13261931923487	-0.807060557357263	-0.374299311526925	-0.458485474996511	0.00165442579977025	0.116682790061824	0.154903236931934	-0.677046759399037	-0.204383091315624	0.0921134383943351	-0.45834256741448	-0.0650631613652908	-0.548143471514631
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	1.01517602819923	0.962326408980927	0.751084060689287	0.855152578099996	1.16000227295751	1.42512779016141	1.49850287078679	1.39409747622123	1.03546333817488	0.783003562242261	0.698249241964651	1.03558245789778	0.628084019194655	1.190972264228
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	2.38399179204516	2.08625650563333	2.17355807838668	2.09024003543664	2.3585550098141	2.5454015756107	2.32770068953038	2.24139533660844	2.22594346245634	2.18026695473273	2.38633028171786	2.27661508660765	2.44724246261082	1.83330019639173
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	-0.960887159026771	-1.82576649979482	-1.31788618112325	-1.10023631490986	-1.75776845912677	-0.855795806051451	-0.689793075805124	-0.870949697453748	-1.34202306299229	-1.27701989358047	-1.9873281032855	-1.9399471083387	-1.10651703619345	-1.4391163954045
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	1.54171906786063	1.72241307221598	1.35049876358653	1.47237591529724	1.76859206548939	1.93449249328773	1.5074315015311	1.79408311856477	1.23566532024668	1.08165466606462	0.903043654610664	1.42734872164778	0.908385984348813	1.34512294405526
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	-0.827355766402248	-0.814165588116339	-1.31788618112325	-0.975073171955855	-1.06462127856683	-1.19226804267266	-0.2977509880291	-0.0777190583368196	-1.59333749127319	-0.623093426173809	-0.3778901908514	-1.35216044343658	-1.43193943662808	-1.50365491654207
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	-1.99050657620793	-2.89293443815764	-2.70418054224314	-0.0127973268398768	-3.19915185369281	-3.11905135330018	-1.34371954321179	-1.86947852756487	-3.13378253222034	-2.7433569623739	-1.9873281032855	-3.17171241969385	-2.20512932486156	-3.11309282897617
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	0.137725129641339	0.425525298811676	-0.583917006043053	-0.311778954545591	0.300619673355232	0.475438777885412	-0.0168486025626982	0.515344663666143	-0.340574522777824	-0.204383091315624	0.551645767772775	0.0341339176833144	-0.56290158960447	-0.279879484919952
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	-0.3041076226377	-0.0340070305667642	-0.276432306295092	-0.197368603367847	-0.11554072386968	0.0315073889494514	-0.864146462949902	-0.289028152004027	-0.494725202605082	-0.871554785472309	-1.00649885027377	-0.984435663311259	-0.861394578160467	-0.574118957917892
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	-3.38590917487994	-2.78630921523581	-3.10964565035131	-1.86237636695676	-3.2510466500321	-3.14188251879785	-2.52237453955343	-2.71677638795208	-2.62295690845435	-3.43650414293385	-3.13922888404676	-3.07947854012618	-3.30374161352967	-3.51855793708433
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	-0.165957284156883	-0.26762188174827	-0.506955964906925	-0.32704642667638	0.00582013313458709	-0.127557305680236	-0.102006410903005	0.60345193117641	-0.403753424399356	0.347685490984415	0.172156146067872	-0.330509195904595	-0.30800933997568	-0.319884819533651
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	-3.29845855467386	-2.92745470523197	-3.54862611342972	0.152526653585507	-3.29333541814812	-3.26873658920541	-3.53530523070543	-3.47826098462867	-3.92864475046375	-4.17349301980299	-2.84909724152543	-3.3110976219266	-3.62402953848265	-3.9144312779031
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	-1.11503783885403	-1.82576649979482	-0.858353851744813	-0.494100511339546	-0.776939206115045	-0.7868029345645	-0.353320839183911	-0.0777190583368196	-0.543515366774515	-0.424242567428644	-0.14150141278717	-0.71617167671658	-0.952366356366194	-0.953608579622796
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	1.29040463957972	1.27657550881743	1.03348907604022	1.28546368479469	1.47435259249145	1.98578578767528	2.0021277433672	1.69399966000779	1.45118494645023	1.15185892473786	1.1335673132225	1.70288840727383	1.39673875226275	1.671617270844
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	0.964403702825807	0.719764771809616	0.822179982373017	0.914666705632403	1.04559192177976	1.63504557925636	1.60878399579138	1.40496714845814	0.987961004189874	0.635367563436196	1.00840417026849	1.22973847233873	0.694459088139527	1.23503225402203
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	0.312078516786117	0.616580535574385	0.527940509375077	0.475300045848558	0.561345935818485	0.80921195753746	0.59114076965694	0.488676416583982	0.331953370579386	0.0996125566276802	0.469407669535803	0.528152423132924	-0.235688678396054	-0.0070124982533115
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	-3.24329204141143	-3.01250404369579	-3.8071797964064	-3.40282140790391	-3.51842675957649	-3.24875775172532	-3.5085194664928	-3.376939991011	-3.13378253222034	-3.43650414293385	-3.10316368709622	-3.36073902486077	-3.6072100962457	-3.77155613939578
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	1.08218673848219	1.02204564368255	0.841598068230119	0.8166862972722	1.20406226275154	1.66420216354782	1.55939124046181	1.44210669540759	0.855201514343933	0.797602361663414	0.95711087588094	1.25463602396046	0.618231722751643	1.05615304141905
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	-3.27421381498296	-2.94515302258469	-3.56943492420732	-2.89199578413792	-3.25986076543761	-2.80170595510676	-3.21552172011338	-2.71677638795208	-2.62295690845435	-3.14882207048207	-2.8056443019955	-2.45077273210469	-3.30374161352967	-3.92914550992731
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	-0.0445964271526155	0.28444670055177	0.0890274671993728	0.1990466692204	0.382297704369499	0.475438777885412	1.06806484174725	1.31451003830289	0.486104050406644	0.957945011738593	0.551645767772775	0.528152423132924	0.588078684580955	0.170321517029604
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	1.43049343275041	1.38305898921988	1.11718809491687	1.24476949396814	1.55641754554575	1.88964192712238	1.72612070249592	1.74529295439534	1.47138765376775	1.24562708419037	1.48877058654977	1.51951918144744	1.10297763373458	1.36424398550204
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	4.454895732459	4.56740610654361	4.22305051323965	4.39542804790837	4.68477170734143	5.17934380455919	5.0178486091768	4.92702590590523	4.4765750860925	4.17797243663535	4.02230374777793	4.81232326780305	4.13581769560365	4.70667738701734
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	3.1604702024414	3.05513968762665	2.71487844200102	3.17364816114432	3.15855615549824	3.41888421499297	3.13274276312149	3.44794094085665	2.92611917644087	3.13950106576241	2.93508295739592	3.06399919760676	2.91585402640356	2.65000622283645
