#taxonomy	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample10	sample11	sample12	sample13	sample14	sample15	sample16
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	0.662940373977041	0.940879976207907	0.16129829695994	0.298888542394964	-0.0172038557201081	0.0788500289171253	-0.398174046580315	-0.177534983411367	1.01513113366494	-0.511915230837296	0.154751856989205	0.46223930419621	-0.15274212137396	0.123446657195756	0.775804724856733
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	0.601064970258953	0.892870757021547	0.0957010144741266	0.167312184606245	0.165117701073847	0.143388550054696	-0.685856119032096	0.162332842210984	0.94768985286941	-0.581873819444206	-1.02390313935244	0.302306742295734	-0.421006107968639	-0.00171648575824945	0.759931375700443
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	0.62731319633389	0.836676198677905	0.177046653928079	0.339162441532904	0.410240159106832	0.0788500289171253	-0.685856119032096	0.0921285835377355	1.2295410050104	-0.338643509563259	-0.800759588038232	0.403970396072234	-0.133324035516858	0.234672292305981	0.799152088853724
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	-4.86254191183651	-4.19584863067723	-3.82104301074872	-4.18429089403356	-3.27689607378191	-2.36252649967249	-1.85934765927702	-3.71330886670851	-3.38188736356344	-4.65777882697554	-2.46297320072658	-4.79443420034293	-3.81656209619943	-3.32648131220237	-4.20463061249946
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-1.86278827033121	-0.9493195658334	-2.19007696020354	-0.659366388578223	-1.80896332494816	-0.683290023129772	-1.09132122714026	-0.82416214833642	-0.210820577379768	-1.87154134487502	-2.1802299142327	-1.095119459193	-0.752363243923082	-2.42208461440868	-2.12247221254654
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	-0.665085079018874	-0.256172385273455	-0.547849224946447	0.285095220262629	-0.645812515142482	0.506294043744065	0.412756169636014	0.689965584293356	0.797407649820072	-0.845688410489344	-1.31158521180422	-0.0794562535056422	0.163927487951073	-0.51254210952424	-1.29579363936208
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-0.43068437318003	-0.309282210587403	-0.649631919256389	-0.184908408983107	-1.33895969570243	-1.01976225975098	-1.4560332794386	-0.51400722003258	-0.174452933208894	-1.0547802083479	-0.464287351417019	-0.106855227693757	0.346249044745028	-0.407181593866414	-0.736177851426654
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	0.37525830152526	0.205173181229166	0.335651684104718	0.562305992847114	-0.0172038557201081	-1.24290581106519	0.51811668529384	0.776143280534408	0.0486906181053161	-0.191007510757194	0.154751856989205	-0.394537300145538	0.219497339105884	-1.24342961806703	0.799152088853724
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	5.16219433437358	5.29625244027713	5.0427765926158	5.45007958720336	5.70888355945659	5.31458252027354	5.06459787493325	5.31846159558494	5.07257113895159	5.0699031825463	4.95244776994549	4.59165349872484	5.44821837026597	5.25090592152766	5.33727805295394
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	2.07879353733848	1.72838991821614	1.59789339655463	2.00736566319326	1.74638473654125	1.90339932096817	2.42022421169076	2.16472859340085	1.28913310221264	0.84698015609448	1.68414706174977	0.861395243111109	1.0972157961938	1.94419366329706	2.46830923598945
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	5.68905523892168	6.33353640724099	6.1213213182331	6.29334518406262	5.92349357433422	5.41446318020886	4.99089768323619	5.81357235704877	6.05278930303087	6.21693965950266	5.70979632725277	5.8112916331929	6.28595026220416	5.83750297213825	5.51874925789788
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-0.646392946006722	-0.578945777536506	-1.14862308537538	0.111072466283369	0.740481845977409	0.315238806981356	-1.09132122714026	-0.449468698895009	-0.673444099327882	-0.0119592793082089	0.585534773081659	-0.33696744832406	-0.0415164862637357	0.0417686261814893	-0.007939351055439
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	1.55902839853368	2.18015959436599	2.23676369026014	2.16752448973851	2.71716365369948	1.66125926896331	1.9291036590041	3.27547143263747	3.04442289165931	2.76011701658165	2.66497631476149	2.45723906344805	2.71337265887664	1.95367240725161	1.48457722331976
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	-1.49988277664185	-0.679029236093489	-1.27378622832938	-0.900528445395111	-1.22117666004604	-2.22985059886616	-1.66722444625136	-1.51730932889637	-1.42721590170426	-1.00931783427115	-1.71705031991239	-1.23936906803755	-1.25135441004207	-1.4104837027302	-1.58347571181386
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	1.56106713522352	2.8882771143848	3.10238999266632	2.90461774385724	0.692472626791048	1.34109174136704	-0.175030495266105	0.503636006101862	1.96561323028738	2.5293845163754	2.73146605603033	2.59450598525766	2.62595535535414	1.5243398177368	1.27872516911561
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	1.28351686170215	0.374732486409269	0.437004178365005	0.519288607763423	2.60746473644305	2.12439001892128	1.30657404565811	1.69426719349022	1.42781648974659	1.84842869630894	1.08631006099415	1.11200618912593	3.19060456535449	1.74458060939305	0.676549766761392
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	4.73307762249888	4.29806741687362	3.93058669204211	4.83926446678412	5.39086437478705	5.22556901131405	4.39139886240556	4.34399476097155	4.11110213322441	5.05244983667926	4.86843144184835	4.81684949422888	4.96290068490526	5.2047292269179	4.96319013177967
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	5.44721862568958	6.19388938989515	5.7890335984897	6.50289267173152	7.04738421728882	6.89170837602958	5.81942956082168	5.96039774735186	6.04144005367617	5.93631109713907	6.05148298101365	5.91726472460142	6.39511172563509	6.70956421998572	6.73794587508402
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	3.75056791223529	4.41455950511819	4.09778159995825	3.88088425131055	4.30206045721746	3.61690659329648	2.85992249144117	3.17403855333278	4.37339075758748	4.38430971208122	3.32637479700686	3.8903255860747	4.68291712055117	4.30744072568276	3.97077502887138
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	2.1647930757312	3.13636693364559	3.25017390223317	3.35605091505421	2.33417140144337	1.89258840486396	1.21126386585379	2.35767240485143	2.44917992608073	2.75188228142242	2.17476997819824	2.15837407875652	2.85080269191682	1.3215197393945	0.622965520627285
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-1.23417961090884	-1.05851885779839	-1.41688707197006	-0.878055589543052	0.107959287233898	-0.549758630505249	-1.79108916572174	-0.870682163971312	-0.867600113768839	-0.738442880135746	-0.464287351417019	-0.868995279740653	-0.4469815943719	-0.717336522170253	-0.513034300112445
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	3.37564638661544	3.0045731609196	2.83270646782837	3.39210795198544	2.63368793154215	3.21434424484627	3.38031756622331	3.65626904715653	2.55012656984453	2.16130101758928	2.89807019692887	2.1709816956111	1.55022184907096	3.15481101034167	4.05250365949098
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	2.03285125584641	1.65209216416549	1.57499163226794	1.96943444086985	1.62502387953698	1.78964043561151	1.64951879678494	2.4037635120517	1.17547378374012	1.21710589775734	1.5410462181091	1.11364687858339	0.94587016729415	1.70907392093614	2.48126838063195
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	0.557579858319214	0.807348583583385	0.322228663772577	0.60858674541112	1.13547565421828	0.315238806981356	-1.45215085554847	-0.388844077078574	-1.0217507935961	0.681187901251736	-0.107612407478287	-0.275931557737691	0.458727028171718	0.468287143487486	-0.849506536733658
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1.60878990809274	1.9372134157556	1.70174333790709	1.99739051813644	2.71064897267828	2.29078075364304	1.47362813032128	2.01172142427568	2.04630214153752	1.81338292939598	1.88026194067606	1.48010982888829	2.19956640697252	2.096982872526	2.02292752047584
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-2.33279189957695	-2.37070524676456	-2.03592628037628	-1.46584225444517	-1.80896332494816	-0.549758630505249	-1.51428880963829	-2.30576668926063	-1.30943286604788	-1.31947276257499	-2.0962491636081	-1.86582487409882	-1.51961839663675	-2.01661950630051	-1.98894081992202
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	-0.146740622838856	0.919826567010075	0.900965493154778	0.753361229609823	-0.585187893326047	-0.431975594848865	-1.38855924968833	-1.43029795190674	0.156904202745549	0.44670986486342	0.362391221767449	0.549512701362892	0.540405059185985	-0.342643072728843	-0.602646458802132
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	2.94736149634342	2.10011688669245	1.93974199021222	3.398610529473	5.43669174264637	4.55921256431187	3.01955263703305	3.08512985858049	2.55945064671965	2.96223115047103	2.7488577987422	3.70902391718149	4.72768026409915	4.27402327839768	3.50412062341853
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-0.253350357897114	0.137731900433633	-0.110635418523702	0.598485649424616	1.39378311799015	0.548853658162861	0.780480949761331	0.318901902902524	0.343490158325961	0.277769876765297	0.480174257423832	-0.0371218896790815	0.70292398868376	0.396313643862397	0.659005457110482
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-3.99642740296729	-3.96215875851555	-3.28868924887165	-3.29842371819348	-2.03210687626237	-2.35848673068659	-1.56593781773344	-3.22205742113479	-2.81351026282415	-3.71736803537336	-2.06999768256762	-3.50805260935591	-2.29280828487023	-2.42208461440868	-3.75361956117428
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	-0.921804925866688	-0.509952906049555	-1.27378622832938	-0.253901280470058	-0.0172038557201081	-0.326615079191039	-1.37737370440409	-1.08199125763852	-1.0217507935961	-0.511915230837296	-0.618438031244277	-0.47953051297893	-0.133324035516858	0.0202624209605258	-0.571874800135378
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	2.83199407434656	3.66580095100786	3.00287989068667	3.6786243872846	2.90416400254502	2.32662688541618	2.20451563886407	3.32401037208507	3.22674444845326	3.28478791903027	3.04938801367183	3.11068637416131	2.7729463084471	2.9045772251485	2.33021257293335
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	3.99120857561644	4.29897411745256	3.82404561079703	4.80974804891181	5.83192878281008	5.17952913455931	4.13173365490723	4.37358120873219	4.54245027794231	4.50339380895884	4.31843111261237	4.04418467820489	4.89396665598503	4.69613416273029	4.60238991774268
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-0.0606660140676132	0.0778337588525644	-0.0698134240034469	0.593396579917145	1.00043937041433	0.804787032300061	0.51811668529384	-0.0650569999846768	0.182222010729839	0.37140548179929	-0.330755958792496	0.164019726441643	0.458727028171718	0.657529143126014	0.632098004190558
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	2.12619577623306	1.22071887119866	1.03544340738333	1.57294950856927	1.5303586529959	1.34109174136704	-1.49358225663568	1.35779495686901	1.37614447920227	2.8937765404127	2.11159107657671	1.72483695186967	3.05983942622285	2.5717435613712	1.522604618909
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	-1.92732679146879	-1.48340205176366	-1.90239488775176	-1.79434632141721	-0.473962258215823	-1.01976225975098	-1.49838421813975	-1.61261950870069	-1.56074729432878	-1.2896197994253	-1.71705031991239	-1.68889416593974	-0.618831851298559	-1.10032877442636	-1.58347571181386
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	-0.216536384774398	0.795372392536669	0.361968992422091	0.45108035773689	0.493621768045883	-0.683290023129772	-0.398174046580315	0.689965584293356	0.231012174899271	0.271616011190919	0.585534773081659	0.241451466574459	0.284880098368736	0.350504107831103	-0.571874800135378
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	-0.665085079018874	-1.02077852981555	-0.580639047769437	-0.541583352921839	-0.240347407034318	-0.549758630505249	-0.685856119032096	-1.27614727207948	-0.616285685487933	-0.0284885812594195	-1.02390313935244	-0.655421179442594	-0.39568829998435	-0.441083145542095	-0.772545495597529
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	-2.33279189957695	-2.37070524676456	-2.19007696020354	-1.91212935707359	-1.80896332494816	-2.44868083591109	-1.57592352151276	-1.71798002435852	-2.81351026282415	-1.9256085661453	-2.1606117859197	-2.30407980502998	-1.68667248129992	-1.10032877442636	-2.96977007293375
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	-0.240927837898557	0.194244110696976	-0.244166811148225	-0.0997506006428001	-0.422668963828272	-0.431975594848865	-0.175030495266105	-0.0233843035841089	-0.328603613036152	-0.361633027787958	-0.618438031244277	-0.275931557737691	-0.788730888093957	-0.0241893416103081	-0.33071274331849
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	0.458373208235766	1.23246068907535	0.727693771880741	0.81245014597983	0.830094004667096	0.204013171871131	0.161441741355108	0.888816443038521	0.254542672309465	0.689351211890897	0.362391221767449	0.742820755098414	0.55016123413135	0.845581374628954	0.536787824386233
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	-0.331311899366826	-0.509952906049555	-0.762960604563392	0.0066298029157717	1.32653089098099	0.461842281173231	0.161441741355108	0.539142694558772	0.44458627519733	0.436293104005164	-0.618438031244277	-0.112426272743212	1.11392927716754	1.03580811093002	-0.0253310937673082
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	-1.08002893108158	-0.142228125924237	-0.723739891410111	-0.0118892448514659	-0.710351036280053	-0.326615079191039	-1.09132122714026	-0.304286689050511	-0.798607242281888	-0.294191746992425	-0.464287351417019	-0.581313207288872	-0.865691929230085	-0.311871414062089	-1.98894081992202
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	0.327467637688911	0.930408676340612	0.66255446970978	0.906268901197485	0.801106467793843	0.204013171871131	0.51811668529384	0.679915248439855	1.03663733888591	0.887802150614736	-0.464287351417019	0.407298186164909	1.10838909679192	0.864449858933337	0.526737488532732
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	-1.74500523467483	-2.52485592659182	-1.78461185209537	-1.21898217651365	-0.933494587594263	-2.09972053293405	-1.62364939073044	-2.30576668926063	-1.30943286604788	-1.72493787068315	-1.71705031991239	-2.04171554056248	-1.3119790318585	-0.863939996362129	-1.67048708880349
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	1.32820235104745	2.352882694038	2.25061158711893	2.38685528489816	0.532842481199164	1.34109174136704	0.161441741355108	1.71600718012663	2.08432953712676	2.33707131089601	1.48162279763829	1.93364334003747	2.51802013809105	1.78633240407327	0.791430042759814
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	-1.80216364851478	-1.27209295809645	-1.78461185209537	-1.38888121330904	-1.11581614438822	-1.24290581106519	-1.50066895992256	-2.52891024057484	-1.42721590170426	-1.44868449405499	-1.71705031991239	-1.89861469692181	-0.865691929230085	-1.24342961806703	-2.68208800048197
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	0.0651033732214201	0.374732486409269	-0.131688827721534	-0.218809960658788	-0.160304699360781	-0.231304899386714	-1.09132122714026	-0.481217397209589	0.385162854726529	0.462134335189052	-0.800759588038232	-0.146520484086188	0.597563473025934	0.796791210459522	-0.0610491763693875
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	-2.07042763510946	-2.11939081848366	-2.37239851699749	-2.38213298631933	-1.80896332494816	-2.30439789335537	-1.45611560881719	-2.30576668926063	-0.415614990025782	-0.944779313133574	-2.2344916042675	-2.35537309941753	-1.78198266110424	-2.01661950630051	-2.2766228923738
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	0.160413553025745	1.04467676988955	0.145297955613499	0.879802328009321	0.0473346654174632	-0.549758630505249	-0.175030495266105	0.402283511841575	0.405365562044048	0.477324500683027	-0.464287351417019	0.26853242517713	-0.0955837075340114	-0.119499521414633	-1.76579726860781
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	1.64688975432501	2.92975268428259	3.00842007106229	2.83984314697199	1.42578584907633	1.72750865450451	0.854588921915053	2.26894428924275	2.18370201093996	2.59979665137393	1.86646861854372	2.2783333938355	2.82618303386365	1.79742309076743	1.10210163343629
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	-1.05185805411489	-0.0399492768038191	-0.485328867965113	-0.408051960297317	-0.933494587594263	-1.24290581106519	-1.09132122714026	-0.619367735690406	-0.734068721144316	-0.433953689367584	-0.618438031244277	-0.735463887116131	-0.752363243923082	-0.407181593866414	-1.4293250319866
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	0.420868812777312	0.45406922864579	0.387611423035429	0.726927972541668	0.624650030452287	0.315238806981356	-1.43444580578428	0.145238408851684	0.698035176006868	0.729197120438097	-0.212972923136113	-0.0687034617293804	0.346249044745028	1.00380537984385	0.165724142995401
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	2.14794820803296	2.15418410796273	2.16663186648605	2.39950834278454	2.18002072161611	1.89258840486396	0.294973133979631	1.28880208538206	2.33107300378184	2.25559304017007	1.77945724155409	1.65958643355001	1.98847678000212	2.66705374117552	1.86651183401773
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	-0.743556694460369	-0.0539355187785589	-0.803782599083647	0.0426697393989684	-0.585187893326047	-1.01976225975098	-1.42146315331301	-0.388844077078574	-0.616285685487933	-0.62632558201504	-0.618438031244277	-0.756517296313963	-0.865691929230085	-0.763856537805146	-1.98894081992202
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	-2.55593545089116	-2.01403030282583	-2.37239851699749	-1.91212935707359	-0.710351036280053	-1.93605299162514	-1.44088874136198	-2.52891024057484	-2.12036308226421	-1.15241867791182	-1.71705031991239	-2.00397521257964	-1.59966110431029	-1.61115439819235	-1.36033216049965
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	-0.0710288011031599	-0.111922776428908	-0.455475904815431	0.0066298029157717	-0.585187893326047	-0.83744070295703	-0.175030495266105	0.259182668200902	-0.616285685487933	-0.755537313495046	-1.71705031991239	-0.811175708851827	-0.826471216076804	-0.717336522170253	0.362434437241455
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	2.16590604190062	1.59146754234906	1.50710129672509	2.00363663463339	1.68146519044194	1.48167369198823	1.7990505307559	2.01172142427568	0.712850261792009	0.952340671752307	1.48162279763829	1.00828636292556	0.530552762742974	1.57611608726052	2.59219278823783
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	0.506286563931664	0.632144494558294	0.0957010144741266	1.00901405948933	1.47194789083949	1.13199994350848	1.21126386585379	0.709768211589536	0.254542672309465	0.748540083281228	0.84789903754915	0.580720907816733	0.798234168488085	0.816593837755702	1.25462761753655
