#taxonomy	sample2	sample3	sample4	sample5	sample6
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	2.36606727153741	2.86698192838595	2.09105347867313	2.29915844723986	2.77544964925319
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	2.63381512908837	3.11393612839388	2.69540516044994	2.53355915307871	2.99364949371205
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	4.16220311536526	5.07502461904826	4.07812170022195	4.5044738947602	5.09218078880414
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-1.27151888818898	-0.540257767732169	-0.993474293663994	-0.659532554633781	-0.485390374714042
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	-2.82625311296849	-2.93815304053054	-3.3588452535834	-3.46458470997853	-2.85189173276533
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	-0.0187559196936085	1.10489822730401	0.572160996111714	0.408308075367575	1.03443537903037
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-0.578371707629031	-1.14639357130248	-1.32994653028521	-2.141137095558	-0.821862611335254
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-2.78962651423227	-2.93815304053054	-3.3310079497607	-3.45074322003332	-2.84355434478654
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	-0.866053780080812	0.0322614250391613	-0.799318279223036	-0.754842734438106	0.0110465115998495
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	4.07954904374459	4.67665232418053	3.91918059207206	4.06301654496034	4.6131685785286
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	1.21338776159902	1.56719681017534	1.04959960384497	0.760284498524753	1.16601173681909
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-1.67698399629714	-2.24500585997059	-2.24623726215936	-1.95881553876404	-2.02583541566119
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	-2.76994020282577	-2.02186230865638	-2.24623726215936	-2.65196271932399	-2.83271965306467
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	0.962073333318118	1.91777586380473	0.992441190005019	1.27330551285418	2.07404932693653
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	3.31004143215998	3.83034017111809	3.17097363432909	3.28028246812402	3.81383677968766
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	0.155597467451169	0.543087048805152	-0.0771835617898387	-0.112988848265711	0.276749677332855
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	-2.65068007746188	-1.32871512809644	-2.24623726215936	-2.141137095558	-2.43130052376935
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	1.99931667560994	2.51288541303516	1.8522653102114	1.88777966134165	2.61534520784993
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	3.47630759820064	4.04887541934611	3.30283882273586	3.40404034892157	4.10539107382195
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	-2.37013117685709	-1.14639357130248	-2.02309371084515	-3.05742782743215	-2.02583541566119
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	1.56169445586724	2.20643022607545	1.5149628535342	1.67437500948931	2.09590812074902
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	-2.77110471283985	-1.32871512809644	-2.02309371084515	-2.36428064687221	-1.17853755527399
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	2.13521867384879	2.7471259625611	1.93581288048184	2.03016850780023	2.51745936660881
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	4.33611972591432	4.76146289194758	4.03087604161423	4.05081631229939	4.7559786399631
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	2.45818256044521	3.0482989647539	2.36392046533977	2.67104725981442	3.36171308461479
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	0.979772910417519	1.53348575283303	0.798285175564061	1.02010961647357	1.39734087271974
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	-2.6908948782475	-3.16936475449619	-3.2602794394898	-3.05742782743215	-2.02583541566119
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	0.232558508587298	1.13087371370727	0.0050545364471334	0.343769554230004	0.969896857892801
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	4.41092644907909	4.85625816519606	4.10377547326903	4.17711003762368	4.94770760385895
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	2.90286838170666	3.4818418876166	2.78583331265696	2.7325323434651	3.3961734232294
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	1.65522051387806	2.33740733889488	1.58240413432973	1.57730116079748	2.00545101059377
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	1.22718108373136	1.63655793797284	1.04029721118265	1.10923739636958	1.49067281251196
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	0.402457545382695	1.13938440337518	0.299294009445073	0.580158332294234	1.13823217271202
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	-1.27151888818898	-0.992242891475226	-1.23463635048088	-1.11151767837684	-1.73815334320941
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	0.828541940693595	1.33154440916942	0.833376495375331	0.631451626681785	1.50052510895497
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	-2.7790560144804	-3.35829646138471	-3.38248182795506	-2.65196271932399	-2.43130052376935
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	-0.29068963517725	0.129899894603077	-0.742159865383088	-0.349377626329941	-0.234075946433135
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	0.848744648011115	1.83675992004465	0.572160996111714	1.04521553760464	1.89283213248562
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	4.86584812988977	5.21418901566279	4.61547407832137	4.65523959544075	4.93830019675705
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	6.77976893130768	7.21023955510131	6.48896632845934	6.56469101470879	7.13639955764014
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	6.14074208581433	6.87472576313483	6.09469596384152	6.41554600354465	7.25459056388168
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	4.50096011775346	5.03103173599199	4.29407097590213	4.46416082539021	5.05783203492972
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__Mediterranea massiliensis	0.0722158585121183	0.763148933581954	0.259288674831374	-0.0870133618624502	1.10965880026796
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	-2.69714041440734	-3.28663558210931	-3.38008216668653	-3.24585801424645	-3.15689863387872
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	-2.77021312599448	-2.53268793242238	-3.30777698100463	-3.42438001631261	-2.02583541566119
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas virosa	-2.37013117685709	-1.43407564375427	-2.24623726215936	-2.65196271932399	-2.80147776528205
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter laneus	0.0722158585121183	0.750726413583397	0.318712095302175	0.483531496605163	0.341288198470426
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter splanchnicus	-0.983836815737196	0.152889412827776	-0.636799349725261	-0.806136028825656	-0.485390374714042
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA;NA	-1.96466606874892	-0.923250019988275	-2.02309371084515	-1.95881553876404	-1.33268823510125
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;NA	-2.64595216558382	-3.19232029109877	-3.28134256167395	-3.50688806004706	-2.839402557174
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella clara	-1.11736820836172	-0.335463355086156	-0.859942901039471	-1.18562565053056	-0.559498346867763
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella xylaniphila	-0.866053780080812	-0.923250019988275	-1.32994653028521	-1.18562565053056	-0.41639750322709
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;NA	0.155597467451169	0.319943497490942	-0.166795720479526	0.0780663884969984	0.0536061260186454
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	-2.82604976794345	-3.24096085757443	-1.55309008159942	-3.05742782743215	-2.78777210239734
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	-2.8109925986369	-2.24500585997059	-3.29532317000964	-3.48156955538815	-2.87600712217775
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella ihumii	-3.02499016700148	-3.29676174582061	-2.93938444271931	-3.60177186589621	-3.27200988854632
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. KHD1	-0.498328999955495	0.319943497490942	-0.924481422177042	-0.383279178005623	0.171389161675029
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	-3.07267239948114	-3.1484519577893	-3.45284940175291	-3.37517726437553	-3.07264878711692
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	1.55184215942423	2.26310261317437	1.49143235612401	1.74659321730111	2.41681584082913
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;NA;NA	-2.81826599990628	-3.32240311532672	-1.32994653028521	-1.67113346631226	-2.89060717289325
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;NA	-1.96466606874892	-0.686861241924045	-0.993474293663994	-1.55335043065588	-1.04500616264946
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	0.828541940693595	1.37933507300577	0.494602761765839	0.884153980237539	1.58508249698303
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes ihumii	-2.66294285152463	-3.26551638238426	-2.24623726215936	-3.37763455066069	-2.88907317189848
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes indistinctus	-2.8806773278777	-3.773466472878	-3.55813361042376	-3.56734211891651	-2.83027187479924
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes obesi	-2.71260993794618	-2.02186230865638	-1.55309008159942	-2.141137095558	-2.02583541566119
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	-0.578371707629031	-0.0203823084462607	-0.37443508525777	-0.254067446525616	0.807377928395026
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	-1.27151888818898	-1.06635086362895	-3.24452876818305	-2.65196271932399	-2.02583541566119
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis	-1.96466606874892	-2.24500585997059	-2.24623726215936	-3.28042726126293	-2.56643719027449
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	-0.983836815737196	0.00628593863590081	-1.43530704594303	-1.04252480688989	-0.0799252666058771
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. AL-1	-2.80439434068535	-3.22256416584925	-2.24623726215936	-3.05742782743215	-2.70502005172801
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. CHKCI003	-2.86484477872838	-3.3272366438865	-3.1595570891648	-3.54528537020169	-2.91891239186437
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. Marseille-P2431	-2.78312041907333	-3.33780948482714	-3.33549323823016	-3.4410652251164	-2.83658982711883
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes timonensis	-2.79199684890013	-3.41959109807874	-3.27316311364929	-3.57368662331923	-2.76930203520732
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;NA	1.98657764983251	2.83328808259948	2.10726128889998	2.29205782569028	2.67161004643607
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	-0.983836815737196	-0.264004391104011	-0.636799349725261	-0.195226946502683	0.133648833692182
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii	-3.27826543616085	-3.235132003361	-3.34182486412748	-3.7220350103823	-2.98204134687144
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides johnsonii	-0.424221027801773	0.338991692461637	-0.198544418794106	0.120626002915794	0.807377928395026
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	0.743384132353288	1.37264608485497	0.684956490257058	0.864545508849163	1.37536196600097
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. 20_3	1.91345538500354	2.53411763314093	1.71932651019681	2.0900666493813	2.88681947007486
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. D13	-1.67698399629714	-0.74092846319432	-2.24623726215936	-1.67113346631226	-2.02583541566119
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. D26	-1.67698399629714	-1.06635086362895	-2.02309371084515	-1.18562565053056	-0.0799252666058771
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. SN4	0.0277640959412845	0.602806283506774	-0.166795720479526	0.0560874817782232	0.341288198470426
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella sp. 6_1_58FAA_CT1	0.46308216719913	1.06004766113866	0.698201717007079	0.42381226190354	1.12404753772006
k__Bacteria;p__Firmicutes;NA;NA;NA;NA;NA	3.29802412015596	2.52990710060459	3.09609698980545	3.51764801316747	2.28719834752574
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium	1.25420975611928	0.495834163954606	0.724177203410339	1.36141278036445	0.207756805845904
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus rogosae	-2.64654451367578	-1.43407564375427	-3.2580928491452	-2.36428064687221	-2.02583541566119
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;NA	0.155597467451169	1.02266012906704	-0.37443508525777	0.760284498524753	0.341288198470426
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	0.268926152758173	-0.74092846319432	-2.53391933461114	-0.806136028825656	-2.83045414494121
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA;NA;NA	5.3922521736071	4.58343561229182	5.95054403218218	5.52826478040878	4.08192958714295
