#taxonomy	sample2	sample5	sample7	sample9	sample10	sample11	sample12	sample14	sample15	sample16	sample17
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	-3.30496278453823	-3.21567462820306	-1.98851576158221	-3.47816103377059	-3.36353173345575	-3.87586552713002	-4.27844125656077	-4.43147197890919	-4.0910286719646	-4.42438526816725	-3.35729895518527
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	-3.46416507673865	-3.23872672490766	-1.91023817009436	-3.46013536157455	-3.39414657660322	-3.89703003027657	-4.33581316706126	-4.5245078596757	-4.10854783700821	-4.03876109985959	-2.9518338470771
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	-3.45180621218861	-3.10766786032573	-2.00378669628715	-3.6191064319945	-3.36215573622752	-3.90698732079571	-4.14033775362836	-4.3926132765364	-4.32416242471986	-4.35931349665117	-3.83512270361063
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	1.75035531694293	1.03577374487704	1.85002388265819	-0.382391300893039	0.202636165060219	1.12459347517514	-0.126394460297318	0.568919877634692	-0.262804682660742	0.336995921800694	0.253618957458959
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-1.00965462308999	-1.42807949571313	-0.418659658660178	-1.63515426938841	-0.0309786861212861	-1.24908753950264	-0.940169628645878	-1.55747864713291	-1.32915610911063	-1.06834663428989	-1.65255086294684
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	0.393169039981114	-0.462998599669541	-0.0131945505520139	-0.67007337334482	0.785782450405836	0.0259811865070272	-0.259925852921841	-0.738037741248677	-0.877170985367573	-0.188613498149533	-0.289246020051648
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-0.884491480135981	-1.89808312495886	0.274487521899767	-1.63515426938841	0.138097643922648	-0.61000758021297	0.11476759651957	-1.12669573104046	-1.54046520277784	-1.06834663428989	-0.959403682386895
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	-0.459608286170715	-0.6171492794968	-0.26450897883292	-1.07553848145298	-0.142204321231511	-0.343378916959021	-0.732530263867634	-0.755132174607977	-0.481858248723427	-0.542253538393112	-1.97100459406537
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	5.13724549230813	5.28684924182991	4.93003391521292	5.43832729003799	5.30706533844284	5.45481068641775	5.46119462363813	5.22375359029314	5.37016828313118	5.33688182374095	5.06239165486973
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	0.325346443642353	0.570016406512755	-0.0131945505520139	0.939364539089281	0.356786844887477	0.887877846315383	0.798946107096755	0.989559783762092	1.36289375064514	0.793544658712247	0.593944763396162
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	6.17739767180949	6.87170367623666	6.18550997603496	6.9458115249249	6.62008306145626	6.71793720227571	6.46359435134642	6.94603681376062	6.97509135596784	6.82092996586186	6.57012482639433
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-3.02455764363225	-2.81437385683302	-2.07381365187411	-3.3834432839635	-3.25483836200874	-2.80723215754919	-3.50511898610742	-2.41767991235603	-2.98738418571416	-3.34561391929965	-2.44100822331111
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	3.71596171597397	4.30768602479612	4.01413930138713	4.91127239697365	4.63963421735878	4.36653457297433	4.03762455926114	4.33342155658073	4.12453567798438	4.37783797632094	3.78473761952154
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	-1.52048024685598	-0.734932315153183	-1.80559954797465	-0.131076872612133	-0.336360335672468	-0.242282800087652	-0.341051397734209	0.278175015652366	0.158920946319203	0.104373626531941	-0.466927197289101
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	3.25396378053359	3.81630952880935	2.96006486714992	3.46089390255598	2.77238169478525	3.48941665120921	2.56021540956702	2.88833502446191	2.74838133479509	2.81189458708197	2.79862014688825
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	-0.162356762702784	0.363679973514927	-1.51727194732829	-0.159247749578829	-1.10361548838614	-1.14900408094566	-0.9928133621313	-0.124227302925253	-0.0696134536298838	-0.232098610089272	-0.412859976018825
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	-1.2327981744042	-1.02261438760496	-1.51727194732829	-1.00654560996603	-0.895976123607891	-1.05803230273993	-1.23643544478905	-0.396734577357799	0.308452680290166	-1.06834663428989	-0.584710232945484
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	-1.77179467513688	-0.372026821463815	-1.91169299006521	-0.942007088828461	-1.87680537661962	-1.79563124587071	-2.20583600197715	-1.63752135480645	-1.32915610911063	-1.84153652252337	-1.05471386219122
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	2.6641111932139	2.61716235350124	2.30044037862862	3.09112674234874	2.48416784885643	2.50720459087873	2.17505362290965	2.69211489266551	2.71054787526386	2.55085289918606	2.57759524043432
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	1.65757358349197	1.93489667312883	1.37309981056788	1.03899438003812	0.263260786876654	0.836911402723356	0.960789132547169	1.39703091059712	1.43746244614265	1.22651641261024	1.53305017303649
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	0.393169039981114	1.09764914859513	0.274487521899767	0.785213859262023	-0.41046830782619	0.349768263600924	0.14985891633084	0.635463268411304	0.438505808538364	0.499200336435049	0.659084065567124
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	-2.61909253552409	-2.81437385683302	-0.600981215454133	-2.10515789863414	-3.26639239678399	-3.50037933810913	-4.1731678688635	-2.3306685353664	-2.98738418571416	-2.6524667387397	-2.9518338470771
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	0.586360269011972	1.19295932839945	0.354530229573303	1.42706774543442	1.52993218541815	1.14401156103224	0.889330168565024	1.14026218431043	1.44640438351831	1.18159472521873	1.28709194395611
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	-0.582210608263048	-0.372026821463815	-1.51727194732829	-0.103677898424018	-1.72265469679236	-0.301706220558453	0.386701312003212	-0.106044983842062	-0.403386633281932	0.31794772683	-0.718241625570007
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	3.00492497066325	3.14275801119446	2.00908857728787	2.80602531649045	2.22858902178907	2.72417909116623	3.19067993095108	3.67998570613473	3.73253435578591	3.50979487931028	3.06432331262125
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-0.283717619707051	-0.14022520740649	-0.418659658660178	-0.0257163569543062	-0.0850459073915619	-0.322325507761189	-0.476596889730433	-0.408855937890144	-0.366345361601583	-0.388102858565853	-0.792349597723728
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	0.804083752856843	0.969815777085242	0.0921659651058124	1.15293863938734	0.338768339384799	1.01595963417234	0.200289769957732	0.622504123768799	0.609928074874283	0.530781908485348	0.694485992618039
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	-1.77179467513688	-1.02261438760496	-0.824124766768343	-0.45649927304676	-0.624042408124249	-0.935429980647598	-0.890159208071217	-0.293786608105356	-0.330627278999503	-0.573025197059865	-0.0431129505127396
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-3.62223429098314	-3.15462201118877	-1.99575944958839	-3.0214486305083	-3.40599919768299	-3.90211664085453	-3.91058409421558	-3.42928082403451	-2.17645396949783	-3.63329599175143	-3.49282627176057
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	0.23353889438923	0.711986667783142	-0.0131945505520139	0.948843283043825	0.0450072208566358	0.542671929725416	0.549560319722254	0.631162186511913	0.462603360117425	0.697437348534904	0.737045607036835
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	0.917024164037438	1.52943156502066	0.880623325470082	0.849752380399594	0.490318237512	0.869068514357887	0.00143891121256661	0.24701984787257	0.0922295718205303	0.063882265177204	0.00999687480120879
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	2.08138783026833	2.49636602971357	1.83263213994632	2.81336210655431	1.69272731986175	2.00900899851884	2.31496394424495	3.09721403553628	2.95934446755243	2.79696097622271	2.41569858849241
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	-0.721972550638207	-0.416478584034648	-0.26450897883292	-0.718863537514251	0.762251952995642	-0.638178457179666	-0.429344004879888	-1.05437506946083	-1.2381843309049	-0.671465269873118	-1.27785741350543
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-3.02455764363225	-2.12122667627307	-2.03347314038294	-1.76868566201293	-2.97541766528773	-2.58408860623498	-2.30114618178148	-2.17651785553914	-1.88877189704605	-1.68738584269611	-2.66415177462532
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	-2.61909253552409	-2.81437385683302	-1.11180683922012	-1.92283634184019	-3.38380936185528	-2.24761636961377	-1.65929229560908	-0.845283271602275	-0.972481165171898	-1.51303245555134	-2.66415177462532
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	0.132442777517861	0.755158839648351	-0.0131945505520139	1.55326234799509	0.621894595300719	1.05874690937755	0.643292797384961	1.18087690346462	1.31329680950577	1.1058221667464	0.986506466668419
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	-0.316507442530042	-0.734932315153183	-1.51727194732829	0.114045585420853	-0.778193087951507	-0.38686402889876	-0.10392160444526	0.360574547419432	0.126131123496212	0.013023847943713	-0.0801542221930887
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	-0.539650993844252	-0.249424499371482	-0.26450897883292	0.310755879666907	0.0450072208566358	-0.223234605116958	0.183760468006521	-0.180846196924761	-0.523530945123995	-0.167560088951701	-0.289246020051648
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	0.393169039981114	1.03577374487704	0.497631073213977	1.36680855391622	-0.113216784358258	0.836911402723356	0.719278704362883	1.05372172797938	0.894179612229275	0.576359416981668	0.403901160508297
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	0.132442777517861	0.666866232502673	0.734019851278207	1.36680855391622	-0.672832572293681	0.349768263600924	0.674383384454992	1.17087682013004	0.973428983883415	0.855340377980712	0.869534790082914
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	-2.1082669117581	-0.563082058226524	-1.92882002234276	-0.0257163569543062	-1.36597975285363	-0.638178457179666	-0.652487556194097	0.20830533569188	0.0330407004301996	-0.337459125747098	-0.336874069040903
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	0.572754616956194	1.39031876255795	0.925075088040916	1.85755822110952	0.536127773543294	1.38242258447724	1.2513406474269	1.55603666207746	1.48425460764941	1.15696967791334	0.953500170200249
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	-0.283717619707051	-0.674307693336748	-1.51727194732829	-0.131076872612133	-1.36597975285363	-0.697018957202599	-0.341051397734209	0.45742437340935	0.270712352307319	0.258524306359199	0.226219983270845
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	-1.41511973119815	-1.20493594439892	-1.86981319562787	-0.881382467012026	-0.835351501791456	-1.36031317461286	-1.51268882141721	-1.10200311845009	-0.877170985367573	-1.23540071895306	-1.27785741350543
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	0.471949917834228	0.992288632937301	0.187476144910137	1.26901081064009	0.71346178882621	0.755233371709089	0.572418457798304	0.901452516251825	0.949331432304355	0.828773350595991	0.728677357366319
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	2.25100273579317	3.16830218424188	2.3539290635796	2.83791207596635	2.3253965814589	2.73010210946935	2.0708301170389	2.79081220461826	2.66070938308145	2.51872723147914	2.82064515886533
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	0.639004002497394	1.1075994794483	0.497631073213977	1.50033994654074	1.191247558514	0.875377683551152	0.798946107096755	1.07606902667137	1.30990122050463	1.05805189047772	1.34318141060715
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	-0.385500314016994	-0.511788763838973	-0.824124766768343	-0.131076872612133	0.356786844887477	-0.364885122179985	-0.492857410602213	-0.808241999921926	-0.330627278999503	-0.497801775822278	-0.872392305397265
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	-1.77179467513688	-0.868463707777706	-1.51727194732829	-1.00654560996603	-0.895976123607891	-1.62857716120754	-1.10722371330904	-1.07790556687103	-1.73462121721879	-1.01833621371523	-1.85322155840899
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	-1.63826328251236	-0.942571679931428	-1.90256605505046	-0.579101595139093	-2.97541766528773	-1.24908753950264	-1.42567744442758	-0.190602371870126	-0.125183304784695	-0.573025197059865	-0.83157031087701
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	2.03803738939471	2.98320249710954	2.17160750678565	2.73112400831734	2.17207681152573	2.5362975518204	1.88395274370909	2.66428894601063	2.61196327080516	2.40775205554538	2.6366624721213
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	-1.52048024685598	-0.942571679931428	-1.11180683922012	0.156605199839648	-1.47134026851145	-0.504647064555143	-0.460596548383992	0.314323529768677	0.103658267644153	0.0472152126919923	-0.0431129505127396
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	-0.773265845025757	-0.372026821463815	-1.79675970001411	-0.159247749578829	-0.533070629918522	-0.455856900385711	-0.753583673065466	-0.498087071618086	-0.403386633281932	-0.362460427952516	-0.718241625570007
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	-1.63826328251236	-0.563082058226524	-1.79598518430241	-1.76868566201293	-1.87680537661962	-1.55446918905382	-2.03878191731399	-1.23205624669829	-0.847318022217892	-1.26617237761981	-1.00592369802179
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	-1.92594535496414	-1.71576156816491	-1.51727194732829	-0.579101595139093	-1.72265469679236	-1.89094142567503	-1.51268882141721	-0.883749552430071	-1.2381843309049	-0.881760678709478	-1.00592369802179
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	-0.827333066296033	0.156040608736682	0.0921659651058124	0.135551790641816	-1.18365819605967	-0.242282800087652	-0.914851820661588	0.0896995932840327	0.103658267644153	-0.06846918630747	-0.0431129505127396
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	-1.00965462308999	-0.511788763838973	-1.11180683922012	-0.347299981081768	-1.72265469679236	-0.861322008493876	-0.633439361223403	-0.552895308113081	-0.348326856098904	-0.573025197059865	-0.754609269740881
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	-0.626662370833882	0.230148580890404	-0.600981215454133	0.0695938228500187	-0.267367464185517	0.0549687233802793	-0.0290202962721419	-0.142746350692491	-0.366345361601583	0.0472152126919923	-0.439528223100986
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	1.21676910893849	1.8443370960831	1.37309981056788	1.67447591874826	1.14361950952475	1.74136767695051	1.48076813829965	1.61897133363306	1.40087299871035	1.5257593074631	1.22766852348531
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	6.52582003112964	6.80794370686655	6.04722583031999	5.9763789825097	5.12565383783182	5.75550784882302	5.69806248867029	6.05690939488682	6.14366944277554	5.90233529053345	6.42695450942716
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	2.9915995160661	3.67254883690983	3.22766018103496	3.76583249500597	3.71542461213084	3.50223147188568	3.73241954134514	3.61562429309486	3.33607831762011	3.55436117236353	3.10651022887043
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	4.46569254580624	5.29815390664562	4.60412376937172	4.92286621273894	4.5234520686892	4.91100879441013	4.29695404393847	4.9841616663878	4.87415026955312	4.75028961366146	4.86040945166004
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	4.21250138249249	5.05426303735115	4.00418897053396	5.76714480078544	5.18738368820435	5.06121344060379	4.78659459419706	5.3859778452132	5.51408604523684	5.23413144677356	5.25829055808717
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	0.544975052849118	0.726585467204295	-0.418659658660178	1.60841416807017	0.621894595300719	1.16776564704035	0.941446169704038	1.67514834934811	1.39151255595079	1.42294981359688	1.34318141060715
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__Mediterranea massiliensis	-1.07864749457694	-0.942571679931428	-1.84548342548	-0.218088249601762	-0.778193087951507	-0.638178457179666	-0.209282120103086	-1.48337067497919	-1.00638271684758	-0.688857012584987	-1.10600715657877
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	4.33140289713421	3.75159509070414	3.85800646035588	4.5633244471039	5.44184468750346	4.67206748023365	4.42112253706355	4.19093394653995	3.98522206558759	4.54206395180142	3.90987749340363
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	-0.582210608263048	-1.56161088833765	-1.91613335178168	-1.51737123373202	-0.234577641362526	-0.792329137006924	-0.476596889730433	-1.48337067497919	-1.00638271684758	-0.800082647695211	-1.48549677828367
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas virosa	2.04434655858798	2.22257874558061	1.99427349150273	2.5639256130976	2.04846285555855	2.593190431936	2.56176220028532	2.33198408603506	2.1586557453883	2.5732799349735	1.97300145721582
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter laneus	-3.59000031013397	-2.81437385683302	-1.91592731602994	-3.37528982762749	-3.4096251573506	-3.81797599850147	-4.39407221132163	-2.86966503609908	-3.68053136627411	-4.03876109985959	-3.83742059507559
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter splanchnicus	2.57756117724745	2.77474570950304	2.31136944916081	3.19515747057657	2.38821916738095	2.8660911096223	2.89513845920141	3.11929638079078	3.05998799333212	3.01136142040947	2.47604872382558
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA;NA	-3.02455764363225	-1.71576156816491	-1.86251075720727	-1.22968916128024	-2.97541766528773	-1.79563124587071	-2.20583600197715	-1.12669573104046	-0.461655541405908	-1.51303245555134	-2.25868666651716
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;NA	-3.74050990222707	-3.65302839725843	-1.86596578991523	-3.51687603968647	-3.2925056451776	-4.07806461613947	-4.40835794331738	-4.36665001354635	-3.81265810886843	-4.4485976305541	-3.35729895518527
