#taxonomy	sample1	sample2	sample3	sample4	sample6	sample7
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	8.28247362755855	8.3095123444727	8.53819976749653	8.91883312525326	8.25742065887371	8.79254558096389
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-0.830606664793671	-1.48540584585614	-1.17850127516149	-0.759137526086312	-1.45384044498293	-1.23340494829211
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	2.4009879324823	1.79800850014963	1.64485977245172	2.30391956185393	1.65522051387806	2.11490296944967
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	3.0838134652342	2.79818071600449	2.75658700319766	3.25337701788816	2.90542920256833	3.16328635978601
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	1.30710378501014	1.12955393218005	1.33380434881463	1.77795487687226	1.22718108373136	1.67696747631072
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	-4.09739576662919	-3.35048323970581	-3.24474683687954	-3.78402072073915	-2.94575749339125	-3.54915987166737
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	-0.024130798926722	0.124032066577957	0.414129518956234	0.857417854116653	-0.0675460838630405	0.64536589792557
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	-1.27689376742209	-1.07994073774798	-0.137047400333324	-0.0840088510290447	-1.27151888818898	-0.264004391104011
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	2.98842347378531	3.39991814616294	3.74814836286168	3.77844186626863	2.97935447626535	3.79047557255416
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	-0.648285107999716	-0.186122861725882	0.143254564820834	0.462534855339025	-0.983836815737196	0.0322614250391613
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-0.958440036303555	-2.80972963298772	-1.46618334761327	-0.69014465459936	-2.37013117685709	-1.23340494829211
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	-2.95087020099376	-2.97525657750258	-3.41397076427863	-3.39819485570157	-2.76985772566242	-2.93815304053054
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	2.78139174498431	2.43326170229067	2.51245934515628	2.99372225769103	2.36606727153741	2.86698192838595
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	2.96443298514866	2.96505795037097	3.10047698361295	2.94216444802618	2.63381512908837	3.11393612839388
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	7.13765743202227	5.03913493395265	4.98849096931904	5.0381136069742	4.16220311536526	5.07502461904826
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-0.220841093172776	-0.141671099155049	-0.26221054328733	-0.480424123617291	-1.27151888818898	-0.540257767732169
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	-3.7938109212309	-3.00903561582555	-3.37144291081459	-2.70504767514162	-2.82625311296849	-2.93815304053054
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	0.695449638701379	0.711818731480076	1.02793995727966	1.20196278846298	-0.0187559196936085	1.10489822730401
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-2.10357234060656	-1.89087095396431	-1.36082283195544	-0.872466211393315	-0.578371707629031	-1.14639357130248
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-2.44004457722777	-3.0246760666268	-2.05397001251539	-3.7251503262306	-2.78962651423227	-2.93815304053054
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	-0.465963551205761	-0.792258665296198	-0.48535409460154	0.303107118410923	-0.866053780080812	0.0322614250391613
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	4.63152878698376	4.15945195015003	4.31900842187825	4.76389358694545	4.07954904374459	4.67665232418053
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	0.483117003491385	0.985514561957117	0.890468966651055	1.34237996729272	1.21338776159902	1.56719681017534
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-2.95087020099376	-2.58401813452425	-1.71749777589417	-1.69344676346314	-1.67698399629714	-2.24500585997059
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	-1.48453313220033	-2.58401813452425	-1.46618334761327	-2.01190049458168	-2.76994020282577	-2.02186230865638
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	1.09218106684079	1.47642487602217	1.92384073345076	2.07197276777313	0.962073333318118	1.91777586380473
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	3.6754059496612	3.37956120909419	3.46588962397989	3.97077554649322	3.31004143215998	3.83034017111809
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	0.124904780233766	-0.186122861725882	-0.166900363483006	0.720842319110902	0.155597467451169	0.543087048805152
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	-2.95087020099376	-2.90362641479927	-2.56479563628138	-2.01190049458168	-2.65068007746188	-1.32871512809644
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	2.43515274597338	2.00094934414632	2.26351810102092	2.61552030034123	1.99931667560994	2.51288541303516
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	4.04459065840748	3.56016749960139	3.669615089437	4.12986805766355	3.47630759820064	4.04887541934611
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	-2.95087020099376	-2.17855302641609	-1.46618334761327	-1.45228470664626	-2.37013117685709	-1.14639357130248
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	2.31526826719004	1.61318381313756	1.92008838383221	2.29889863080383	1.56169445586724	2.20643022607545
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	-1.41042516004661	-1.89087095396431	-1.17850127516149	-1.14690305709508	-2.77110471283985	-1.32871512809644
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	2.46966479827852	2.23626343108078	2.43016184509565	2.42485103978145	2.13521867384879	2.7471259625611
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	3.91328144050624	4.17871137240763	4.29446943354033	5.02972986795649	4.33611972591432	4.76146289194758
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	2.22903893450397	2.78661989360341	2.98298258989824	2.94128222476649	2.45818256044521	3.0482989647539
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	0.30722633702772	1.01329412606419	1.29943670531042	1.40171940707903	0.979772910417519	1.53348575283303
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	-3.84154107752021	-2.58401813452425	-2.97026074438954	-2.29958256703346	-2.6908948782475	-3.16936475449619
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	1.01942171255836	0.46050430319917	0.585087317099873	1.06194955823626	0.232558508587298	1.13087371370727
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	4.00249558924043	4.24685610012193	4.38538035858471	5.09039307870433	4.41092644907909	4.85625816519606
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	3.30487984075961	2.90491959163243	3.06162571721736	3.51554249495811	2.90286838170666	3.4818418876166
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	1.96178468474229	1.6926479844918	1.92008838383221	2.24015981363218	1.65522051387806	2.33740733889488
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	1.6306901193552	1.40496591204002	1.32019869675885	1.78639374551812	1.22718108373136	1.63655793797284
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	1.14347436122834	0.46050430319917	0.813928889528721	1.15040497879813	0.402457545382695	1.13938440337518
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	-1.48453313220033	-2.17855302641609	-1.36082283195544	-0.564981511645354	-1.27151888818898	-0.992242891475226
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	0.461377016854979	0.594035695823693	0.961564888334785	1.44599223075702	0.828541940693595	1.33154440916942
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	-3.35633530910193	-3.00660582080297	-2.97026074438954	-2.01190049458168	-2.7790560144804	-3.35829646138471
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	-0.199334887951813	-0.443951971027982	-0.197672022149759	-0.402462582147579	-0.29068963517725	0.129899894603077
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	0.5754903236224	1.02689977811997	1.64485977245172	1.59901741806254	0.848744648011115	1.83675992004465
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	4.97199497747693	4.8030721011325	4.80606453025534	5.2611053523395	4.86584812988977	5.21418901566279
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	6.36622970755395	6.60668059719664	6.76516312309933	7.47859683203515	6.77976893130768	7.21023955510131
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	6.26885928827911	6.53162686861261	6.8823018669613	6.90324633099219	6.14074208581433	6.87472576313483
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	5.0301795586722	4.53844521695099	4.70365980788911	5.18037561538957	4.50096011775346	5.03103173599199
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__Mediterranea massiliensis	0.677905329050469	0.306353623371912	0.825228444782654	1.29315302652757	0.0722158585121183	0.763148933581954
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	-2.66318812854198	-3.18504771252161	-3.58092013468053	-2.99272974759341	-2.69714041440734	-3.28663558210931
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	-3.63856922752304	-2.91891386615971	-2.2771135638296	-2.1454318872062	-2.77021312599448	-2.53268793242238
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas virosa	-2.66318812854198	-2.17855302641609	-2.56479563628138	-1.78875694326747	-2.37013117685709	-1.43407564375427
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter laneus	-0.494134428172458	0.833708549089113	1.00003116916258	0.768470368100157	0.0722158585121183	0.750726413583397
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter splanchnicus	-0.242819999891552	-0.974580222090153	-0.667675651395495	-0.330141920567953	-0.983836815737196	0.152889412827776
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA;NA	-2.44004457722777	-2.17855302641609	-1.58396638326965	-0.69014465459936	-1.96466606874892	-0.923250019988275
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;NA	-3.83146551345002	-2.98644668996963	-3.19375499535636	-3.7217808120616	-2.64595216558382	-3.19232029109877
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella clara	-0.871428659313926	-1.07994073774798	-0.773036167053321	-0.724046206275042	-1.11736820836172	-0.335463355086156
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella xylaniphila	-0.753645623657542	-0.443951971027982	-0.718968945783045	-0.594834474795035	-0.866053780080812	-0.923250019988275
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;NA	0.461377016854979	0.411714139029738	0.613258194066569	0.419517470255334	0.155597467451169	0.319943497490942
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	-3.79529846576626	-2.17855302641609	-1.58396638326965	-2.29958256703346	-2.82604976794345	-3.24096085757443
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	-1.15911073176571	-2.94288616362785	-0.890819202709705	-2.99272974759341	-2.8109925986369	-2.24500585997059
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella ihumii	-3.73578170412057	-3.13425736077343	-2.97026074438954	-3.39819485570157	-3.02499016700148	-3.29676174582061
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. KHD1	-0.288282373968309	-0.712215957622662	-0.197672022149759	0.905870237502599	-0.498328999955495	0.319943497490942
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	-3.61427731852191	-3.18356674796585	-3.29730725598975	-2.99272974759341	-3.07267239948114	-3.1484519577893
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	0.927251252758703	1.90461823520789	2.28201268365709	2.24548369488493	1.55184215942423	2.26310261317437
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;NA;NA	-3.61882258036434	-2.90968822999781	-2.97026074438954	-3.39819485570157	-2.81826599990628	-3.32240311532672
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;NA	-1.48453313220033	-2.17855302641609	-0.955357723847276	-0.625606133461789	-1.96466606874892	-0.686861241924045
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	2.12012824282958	1.05356802520213	1.2041265255061	1.3158297351986	0.828541940693595	1.37933507300577
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes ihumii	-2.95087020099376	-3.14192971935105	-2.97026074438954	-2.99272974759341	-2.66294285152463	-3.26551638238426
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes indistinctus	-3.79501687144305	-2.89035902820444	-3.35728214203301	-4.20050270124665	-2.8806773278777	-3.773466472878
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes obesi	-1.97004094798204	-2.58401813452425	-2.2771135638296	-1.8941174589253	-2.71260993794618	-2.02186230865638
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	-1.10504351049543	-0.141671099155049	0.0254715291644504	0.11335058312945	-0.578371707629031	-0.0203823084462607
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	-1.15911073176571	-1.6677274026501	-1.87164845572143	-1.2581286922053	-1.27151888818898	-1.06635086362895
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis	-1.97004094798204	-1.89087095396431	-2.05397001251539	-2.1454318872062	-1.96466606874892	-2.24500585997059
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	-0.753645623657542	-1.48540584585614	-0.618885487226063	-0.15951640353719	-0.983836815737196	0.00628593863590081
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. AL-1	-3.35633530910193	-3.0772471972241	-3.14240316403005	-2.99272974759341	-2.80439434068535	-3.22256416584925
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. CHKCI003	-3.8622756120998	-3.02250862595401	-3.40543932438203	-3.75416894893391	-2.86484477872838	-3.3272366438865
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. Marseille-P2431	-3.73459248655316	-2.97680837051086	-3.37490684802893	-3.78167364922315	-2.78312041907333	-3.33780948482714
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes timonensis	-3.72043514737752	-2.91860797076744	-3.4367694441313	-3.76665112705109	-2.79199684890013	-3.41959109807874
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;NA	1.61694419845056	2.36828158255904	2.69616594372289	2.68173833939402	1.98657764983251	2.83328808259948
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	-1.10504351049543	0.0901305149022756	0.050164141754822	-0.17931903083337	-0.983836815737196	-0.264004391104011
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii	-3.68104038500734	-3.26362533294016	-3.61859283790593	-3.58052596346715	-3.27826543616085	-3.235132003361
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides johnsonii	0.344966665010567	-0.0190687770627163	0.186739676760573	0.44125745689174	-0.424221027801773	0.338991692461637
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	0.884991443468821	1.07954351160539	1.54059876212731	1.49964494424934	0.743384132353288	1.37264608485497
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. 20_3	1.27839367912771	2.13893508712022	2.36967829684932	2.42780525167888	1.91345538500354	2.53411763314093
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. D13	-1.15911073176571	-1.89087095396431	-1.87164845572143	-1.78875694326747	-1.67698399629714	-0.74092846319432
