#taxonomy	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	1.79559076257083	1.97130174180277	1.56937748132671	1.13622942155915	1.92991782808461	1.85887968091503	2.38389843048671	2.24284771927507	2.0236293377691	1.7313345661855	1.71705772601011	2.17739117558476	2.39108376329901	1.78144936844167	1.94386570079997
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	0.656156479382461	1.04601207406004	0.527179281938687	-0.167826841323769	0.520456407683185	-0.414717875205765	0.92001191429368	0.92651194676209	0.066790118181601	1.00496173799724	-0.0594342710871603	1.28237784215789	1.16998570944761	1.002359758081	0.267736413867199
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-0.863669274361952	-0.466576012384139	-1.2773192130668	-2.6026606007729	-0.764055259126764	-1.26201573559297	-0.561592626630536	-1.07496805344803	-1.11186487816005	-0.734153997745394	-1.61003168349833	-0.642229726193552	-0.586055677178367	-0.2747353110739	-0.701664143320904
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	1.43891581863209	1.70613399918849	1.38884004632625	1.15041405655111	1.34125837237867	1.22289091419503	1.52779924590247	1.26683775269929	0.93582796520521	1.48838838757512	1.18025661584085	1.5197734161793	1.83079750936462	1.13709235205116	1.26988843634775
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	0.134859555749175	0.957458676718599	0.461796522675835	0.183571045514119	0.955249130885869	0.897468513760404	1.45064016535585	1.05326365240123	1.39366105883069	2.29931860379144	1.45469346154262	1.99095559594448	2.15308511099387	1.82462154030688	1.95668638922903
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	-2.55458626752712	-2.33837818928573	-2.74365628186022	-2.87941999692053	-2.58860455117781	-2.07713740232155	-1.76556543095647	-2.33043950717361	-1.80501205871999	-2.91363037812351	-2.16964747143375	-1.91989024631065	-3.2330079803393	-2.54341885239226	-2.00094712745117
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	3.53955956796253	3.40595957766218	4.55253097267384	4.00087628821688	4.6552657577777	3.72614670265123	3.28770354888931	3.00595348844193	2.87711916840423	3.38925135873983	3.08000472313301	3.08996042632519	2.99746326127774	2.90379733182808	3.10701651060565
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-0.612354846081046	-0.404444231277133	-1.2773192130668	-2.41911863993026	-1.42545374137213	-1.26201573559297	-0.541789999334356	-0.892646496654079	-1.11186487816005	-0.35466437604049	-1.07103518276564	-0.422370250080532	-0.586055677178367	-0.2747353110739	-1.02011787443944
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	1.75476876805057	1.82569971095105	1.1881693508641	1.07738892153622	1.34125837237867	1.53119227384955	1.72282849573584	1.7100431887903	1.05718882220948	2.56452782039117	1.76217816129058	2.4889787688901	2.58097268315787	2.57191006837411	2.28493564666981
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	2.02670248353421	2.43653477128946	1.9415566118014	1.60623305080488	2.1307867789003	2.08202323222924	2.32766740241294	2.16762429803748	1.9904771304522	2.32851775848371	2.11393909042688	2.37939396129318	2.74990118261539	2.64953799849795	2.43383007260825
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	0.522625086757939	0.51904941289108	0.252075991693766	0.145830717531272	0.515982127288263	-0.163403446924859	0.446365293769443	-0.199499316094134	0.67989459106801	0.485086278711331	0.800766994135951	0.277334331025572	0.912156600145509	0.979668346878928	1.29488973855316
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-1.20014151098317	-1.21236692642951	-1.7628270288485	-1.50282790805611	-1.12998952847829	-2.04865451278884	-1.58324387416252	-2.32356271885205	-1.11186487816005	-1.50734388597888	-3.16036222768763	-1.35190620870471	-1.58458450728949	-1.90743008567227	-1.71326505499938
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	1.60926118437933	1.70174481876973	1.07038631520772	0.998608043683102	1.37601090436951	1.37704159402229	1.72282849573584	1.39313147802359	1.41386376614821	2.06218881050249	1.94122639273956	2.32944497898844	2.08990620937234	2.47238823010639	2.38523751737138
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	0.28146302994105	0.922918351466422	1.07771235529979	0.551295825639437	0.48408876351231	0.817425806086867	1.24011717345069	1.47447711747754	1.70653338011103	1.79464684559983	1.18025661584085	1.44334053742766	1.71652941581568	1.1942507658911	1.23117392416706
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	0.716781101198896	1.42282192640783	1.00976169339128	0.353470082309517	1.48723653947973	0.935208841743251	1.76470899298083	1.34094572485301	1.190720214834	1.09534579946551	0.9658467444954	1.34272097206536	1.29781908095749	0.986204317858714	1.10513320327169
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-0.612354846081046	-0.479479417220047	-0.376532667728608	-1.32050635126215	-0.436842347918348	-1.26201573559297	-0.430564364224131	-0.286510693083764	-0.888721326845835	-0.526514632967149	-0.188646002567167	-0.462644149218472	-0.163198826358333	-0.346194275056045	-0.266346072063059
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	-1.42328506229737	-1.32677727760725	-1.20321124091308	-1.72597145937032	-1.12998952847829	-1.66748084370113	-1.10631980207221	-0.738495816826821	-1.80501205871999	-1.21966181352709	-1.76418236332559	-1.2267430657507	-0.586055677178367	-1.69612099200506	-1.15364926706396
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	0.624407781067881	1.03464831540973	0.792460417701301	0.255030009496264	1.10774691777483	1.22289091419503	1.24669614454873	1.26683775269929	1.08535969917617	0.671188558345191	1.19764835855272	1.0669793399855	1.40397927678588	1.29244279207032	1.55440093403825
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	0.928090194866103	1.24282325103002	0.936854922583195	0.648934295203353	1.10526244444717	0.935208841743251	1.44796278758513	1.22761703954601	1.190720214834	1.34528754393444	0.9979350590469	1.33367113654544	1.31369243011378	1.11442849247394	1.16312046092204
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	-1.01781995418921	-0.392468040230417	-0.546431704524005	-1.50282790805611	-0.484470396907602	-0.751190111826978	-0.225120390009323	-0.381820872888089	-0.552249090224622	-0.254580917483508	-0.916884502938382	-0.199226698766322	0.158384797769129	-0.697592161893933	-0.103827142565284
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	-0.612354846081046	-0.519219745869561	-0.897829591361894	-1.32050635126215	-1.01998863326396	-1.80366134112472	-0.31473254869901	-0.738495816826821	-0.706399770051881	-1.50734388597888	-1.35871725521742	-0.924462193877768	-0.965545298883271	-0.979443314034921	-1.15364926706396
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	-1.42328506229737	-1.15972319294408	-2.05050910130028	-2.0136535318221	-1.08452715440154	-2.07375171014661	-1.07241825039653	-1.58579367721402	-1.11186487816005	-0.35466437604049	-0.783353110313859	-1.38580776038039	-0.697281312288591	-1.244135868262	-2.40641223555933
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	-0.411684150618895	-0.574789597024372	-0.584172032506852	-0.627359170702209	-0.70153490214543	-0.751190111826978	-0.623468030348623	-0.381820872888089	-0.0132525894919353	-0.121049524858985	-0.297845294532158	-0.358654435694424	-0.198290146169604	-0.492148187679124	-0.326970693879494
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	-1.20014151098317	-1.23976590061762	-2.23283065809423	-1.50282790805611	-1.20231019005792	-1.26201573559297	-1.10631980207221	-2.37282018928668	-2.20720331826563	-1.10187877787071	-1.35871725521742	-1.35190620870471	-1.58458450728949	-1.60514921379933	-1.30779994689122
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	-1.01781995418921	-0.546618720057675	-0.95189681263217	-0.91504124315399	-1.10700001025359	-1.26201573559297	-0.918267570569268	-0.892646496654079	-1.11186487816005	-0.660046025591672	-1.4765002908738	-0.34638434310261	-0.272398118323325	-0.521135724552377	-0.326970693879494
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	1.21577226731788	1.31875256651363	0.902663557834915	0.625403797793158	1.11762354127074	0.858247800607123	1.13218643423732	1.12225652388819	1.190720214834	0.977562763809125	1.2643397330514	1.28715112091055	1.76281016837968	1.83721792799256	1.91772042069565
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	0.951620692276297	1.29701257987722	0.576572037268263	0.353470082309517	1.08007219561861	1.1358795372054	1.21674382226538	0.979155680247512	0.497573034274055	1.09534579946551	0.886709423936676	1.08753806700654	1.31369243011378	1.34385598334669	1.38907695361287
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	-0.0369907011774842	0.318378717428929	0.183083120206815	-0.404215619388	0.132690876674421	0.529743733635087	0.66218280499158	-0.604964424202298	0.209890961822274	0.689880691357344	0.181727785729728	0.202723467234397	0.580379207828504	0.172011456007569	0.455788645370139
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	-0.50699433042322	-0.0111004837013132	-0.376532667728608	-1.1663556714349	0.0432842889588365	0.583810954905362	0.489228998201226	-0.119456608420598	-0.100263966481565	0.166632547592796	-0.0594342710871603	0.216709709209137	0.512556611489743	-0.135473243740392	0.301637965542881
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	-2.11643224285732	-1.26793677758432	-1.89635842147302	-1.50282790805611	-1.39468208270538	-1.26201573559297	-0.712415516365119	-1.29811160476224	-1.80501205871999	-1.91280899408704	-0.847891631451431	-1.45726672436253	-1.04558800655681	-1.40843891955328	-1.15364926706396
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	-1.20014151098317	-1.10971277236942	-1.64504399319212	-2.60427401097831	-1.39468208270538	-1.66748084370113	-1.47788335850469	-1.58579367721402	-2.5085859479921	-1.91280899408704	-2.16964747143375	-1.98051486812708	-1.92105674391071	-2.79473328067317	-2.40641223555933
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	-2.11643224285732	-0.931464540963104	-0.846536296974344	-1.03282427881037	-1.08452715440154	-1.66748084370113	-0.712415516365119	-0.604964424202298	-0.19557414628589	-0.208060901848615	-0.783353110313859	-0.396394763677271	-0.439452202986492	-0.208043936575227	-0.20918765822311
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	0.801338489226959	1.28596274369063	0.986045166773967	0.38424174097627	1.17491844593189	1.04056935740108	1.62894296255489	1.09978366803613	1.49082480728434	1.4800201379046	1.1714459861587	1.11336446656643	1.51936135090473	1.07943950062388	1.13454708847798
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	-0.73013788173743	-0.178893939932358	-0.286920509038921	-1.03282427881037	-0.39137997384159	-0.974333663141188	0.489228998201226	0.64779854429307	-0.706399770051881	1.0316299850794	0.250720657216679	0.702217524990838	1.07467552964328	0.490465187126103	0.426801108496887
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	1.26795802048845	1.58689004289244	1.1481640162504	0.648934295203353	1.2657893414137	0.971576485914126	1.31939797632546	1.12225652388819	1.11275867336429	1.49668719038981	0.909966286100943	1.26791975898266	1.40397927678588	0.883374076458855	1.10513320327169
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	1.17940462314701	1.56359448028891	1.2266356316919	0.716375575998885	1.27001767752322	0.858247800607123	1.33752536091802	0.841954558734027	0.869136590706538	1.54508373125166	0.987352949716363	1.29190172366915	1.72177877170182	0.969783587646386	1.45431747548127
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	-1.42328506229737	-1.45598900908726	-1.89635842147302	-1.32050635126215	-1.22762799804221	-1.66748084370113	-1.17777876605435	-2.22162605098781	-1.11186487816005	-1.10187877787071	-1.94650392011954	-1.42089908019166	-0.965545298883271	-1.60514921379933	-2.40641223555933
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	-1.01781995418921	-2.05069611683395	-1.64504399319212	-1.50282790805611	-1.42545374137213	-2.06778257291942	-1.98870898227068	-2.34091563994109	-2.25761200886565	-2.20049106653882	-2.16964747143375	-2.1140462607516	-2.83734747578486	-2.54341885239226	-1.49012150368517
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	-1.42328506229737	-1.60440901420553	-1.44437329772996	-2.75355334676446	-1.39468208270538	-0.974333663141188	-1.07241825039653	-1.58579367721402	-2.14779014024343	-1.50734388597888	-1.61003168349833	-1.45726672436253	-0.965545298883271	-1.33944604806633	-1.02011787443944
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	-0.50699433042322	-0.911261833645585	-1.64504399319212	-1.72597145937032	-1.01998863326396	-1.66748084370113	-0.810053985929035	-1.29811160476224	-1.39954695061183	-1.21966181352709	-1.76418236332559	-1.08954194423722	-0.234657790340478	-0.956453795810222	-0.796974323125229
