#taxonomy	sample1	sample2	sample3	sample4	sample6	sample7	sample8	sample9	sample10	sample12	sample13	sample14	sample15
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	1.68272583936487	2.06516251684042	2.47359705341852	1.73329637195732	2.16615355795454	2.19620093324441	2.22851485030463	1.28019853548629	1.62192808831298	1.15359185591168	1.68306325848185	1.75679265986846	1.6970204899546
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	1.66066134918077	2.08024815425846	2.18786240125114	1.64890035233367	2.08476895417242	2.15205702875344	2.15785669949862	1.26445017851815	1.65519518929592	1.19441385043194	1.68306325848185	1.71354811391604	1.63248196881703
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	0.946293213137934	1.33949214457492	1.73253651716268	0.98226429732206	1.49348490873813	1.38548237963867	1.42090689628028	0.617823013593094	0.883367699093329	0.426543123676055	0.80499373942789	0.957847422624236	0.888041493869535
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	0.458436797048359	1.22212224670586	2.1642392554877	0.544300021820942	2.30341362261737	1.32056283353936	1.31055883911142	1.29570272202225	1.10473977075916	0.0796721798339435	1.54395045601913	1.68434895922377	1.04968284542595
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-0.580836051833442	-0.338348494743586	0.0727735208410643	-0.869393313487064	0.0797915734301264	-0.62942064090359	-0.258057078802428	-0.106095825633605	-0.130448052914704	-0.638167613316373	-0.0216848337565777	-0.354651612897551	-1.36325030473696
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	0.0873098265210857	0.624623140868134	1.11612313083412	0.0903825303268304	1.23247108336851	0.430351814448256	1.02841694703525	0.522512833788769	1.06495152070074	0.600206617726895	1.14592032639848	0.595215414510208	0.0230440563829302
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-3.18352573727783	-3.27397684422787	-2.66806650308414	-4.4281108596517	-3.56312514623378	-3.77930359428484	-3.07146779556246	-2.65955483345974	-4.19544353246861	-3.48888063495791	-2.35811264524179	-3.55739805583587	-3.00549443972485
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	-0.0849360782841274	-0.971391751233826	-0.653163482541872	-1.05171487028102	-0.576987962958944	-0.601249763936893	-1.12555764650715	-0.79924300619355	-0.459629856273237	-0.589377449146941	-1.96759498281189	-0.797388115802948	-0.957785196628796
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	5.19010496549454	4.60726832037923	4.47119724354384	4.57382574333933	4.54994778683347	4.55995838863874	4.50855145306319	4.80747775561952	4.46232857607003	4.47110565067688	3.82694185511277	4.28793966915471	4.45584301643023
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	-0.532633950015565	-0.748248199919616	-0.963318410845711	-0.851044174818867	-0.773698257204998	-1.09372624903469	-0.736092879745428	-0.932774398818073	-1.31829147531076	-0.994842557255106	-2.28070991424026	-1.19654405471785	-0.85242468097097
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	7.2133767487645	6.74213974415574	6.52979634738093	6.74201854319043	6.62034045642119	6.66178782304988	6.51429076316959	6.46906717992576	6.60248915489942	6.55035840981477	5.9400566118992	6.44296209166173	6.3152302894505
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	1.93546558145605	0.952856901040308	1.12742268608806	0.909943635742434	0.852981461663608	0.953966594330568	0.988975214983955	1.63217495864346	0.900912008744239	0.600206617726895	0.229629594524328	0.604605154860047	1.14905531923915
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	0.0219270672582339	-0.312146122349562	-0.416774704477641	-0.451658112787085	-0.731138642786202	-0.345316389799693	-0.55916217158635	-0.106095825633605	-0.64534700206833	-0.800686542814148	-0.868982694143781	-0.797388115802948	-0.446959572862805
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	-0.86441134233257	-1.53937578883977	-1.56945421441603	-1.63950153518314	-1.96328232407883	-1.38140832148647	-1.97285550689435	-1.4923901867535	-1.35911346983101	-1.55445834519053	-2.31821855601102	-1.38264633435171	-2.46186259340507
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	-0.657797092969571	-1.1739160153453	-1.16398910630786	-1.27485842159523	-1.34424311567261	-1.54571137277774	-1.33686674017436	-1.26924663543929	-1.35911346983101	-0.861311164630583	-0.0957928059102996	-1.29563495736208	-1.36325030473696
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	-0.949933515770732	-1.15371330802778	-1.56945421441603	-1.52617284987613	-1.82975093145431	-1.4439286784678	-1.60513072676904	-1.4923901867535	-1.70395395612274	-3.10562572185627	-2.58297227379545	-1.98878213792202	-1.76871541284512
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	-0.302456372043975	-0.611389017202419	-0.528000339587866	-1.12070774176797	-0.613355607129819	-0.946090250228623	-0.992026253882629	-1.4923901867535	-0.752977666260695	-1.55445834519053	0.597354374649646	-1.23501033554564	-0.757114501166645
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	-2.89584366482605	-2.98629477177609	-3.10711360471137	-3.75976507138323	-3.2160452925742	-3.26847797051885	-3.81593397878429	-2.58164678035206	-3.43855501151085	-2.94075270631042	-2.37143330809631	-3.37507649904191	-2.90443080608402
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	6.41065879670356	5.77364850059327	5.42631194188882	5.84083652429218	5.32564537044242	5.57571415572612	5.36364728481817	5.50314700561217	5.51102647335643	5.30239829835807	4.71137586496595	5.46663683404405	5.29283333931643
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	4.66813544061144	3.97890360274254	3.83771755704409	3.19678037176834	4.2976639552655	3.72398603639024	3.58910735427722	4.12347140653023	3.62192135448895	3.31595656813041	2.90377824395086	2.98305457613245	1.90123603138329
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-1.67944834050155	-2.50078695599439	-1.97491932252419	-2.21932003043608	-2.11743300390609	-1.98754412505678	-3.72023999227597	-2.78961981189148	-2.59125715112364	-3.08858107915833	-2.54023846331403	-3.08739442659013	-2.86080088072246
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	-1.83979099057673	-2.12129733428949	-1.97491932252419	-2.2934280025898	-3.44038098620924	-2.48002061015458	-2.09063854255074	-2.57863053879477	-1.76457857793918	-1.68798973781505	-2.32099123896036	-2.52777863865471	-2.75619204694519
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	1.08383798907592	0.513993512530296	0.39998643204948	0.345629327025458	0.353487403907167	0.358526079877	0.272571172259742	0.78487709825626	0.314862963740661	0.443637557035355	-0.463517586035617	-0.00778066905543998	0.371350750651146
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	-0.256786335210787	-0.988198869550207	-0.876307033856082	-1.33201683543518	-1.71196789579793	-1.32256782146354	-1.03458586830142	-0.31373519041185	-1.04065973871248	-0.7435281289742	-2.35275117018976	-1.40563585257641	-1.36325030473696
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	4.37620744522619	4.07611106207496	3.9776744501948	4.01886507594258	4.04482861414389	3.8640195811412	4.60978501663328	3.6478103116974	3.9616582338791	3.61602564984762	2.68636536734563	3.83080611025354	3.30957852972495
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-0.410937015038045	-1.04038462272078	-1.56945421441603	-0.851044174818867	-1.13660375089437	-0.965892877524803	-1.53102275461532	-2.18553736731344	-0.981819238689543	-1.68798973781505	-1.96759498281189	-0.91834072622061	-1.76871541284512
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	-2.57738993370751	-2.50078695599439	-3.09553577282266	-3.47208299893145	-2.52289811201426	-2.93200573389764	-3.95476542121574	-2.57466424993287	-2.45772575849912	-2.53528759820225	-2.32035272837826	-2.60188661080843	-2.83691541573801
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	-0.380165356371291	-0.646895705659329	-0.876307033856082	-0.966557061940711	-0.913460199580157	-0.48346672828051	-0.532493924504189	-0.31373519041185	-1.24133043417463	-0.30169537669516	-1.05130425093774	-0.904156091228654	-0.321796429908799
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-0.949933515770732	-0.646895705659329	-1.56945421441603	-0.527644019765007	-1.27013514351889	-0.888931836388674	-0.83787557405537	-1.78007225920528	-1.59272832101252	-1.23600461407199	-0.868982694143781	-0.784809333596087	-2.70717806382881
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-1.4787776450394	-1.84686048858773	-2.66806650308414	-2.02516401599512	-3.2160452925742	-1.78687342959463	-2.09063854255074	-2.55549502570454	-2.23458220718491	-1.84214041764231	-2.35958678494586	-2.12231353054655	-2.05639748529691
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	-0.115472802144209	-0.26171526872267	-0.963318410845711	-0.476350725377456	-0.731138642786202	-0.767042018779638	-1.22564110506413	-0.932774398818073	-0.585923581597529	-0.7435281289742	-0.714832014316523	-0.962143348879003	-1.2090996249097
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	4.51192903920548	3.90736158282655	3.75599181952026	3.91252738424553	3.5125833205105	3.54166447959629	3.50500177348576	4.07690806052291	4.33574037408089	3.88904103120201	3.28990038921589	3.73384935044403	3.57122362839373
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	-0.986301159941607	-1.05840312822346	-1.41530353458877	-1.81385492232792	-1.34424311567261	-1.4439286784678	-0.992026253882629	-0.681459970537167	-1.54143502662497	-1.14899323708236	-2.21232026735774	-2.07579351491165	-0.264638016068851
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-4.49404845526137	-3.11982616440061	-3.11534415206173	-3.47208299893145	-3.84446659870882	-3.49162152183306	-3.73179386288662	-2.78256377553668	-3.84402011961901	-3.31251108178721	-2.4060543248607	-3.78054160715008	-2.71493639923011
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	-0.544468407662568	-1.23709491696683	-1.56945421441603	-1.36186979858486	-1.6066073801401	-1.61981934493147	-2.09063854255074	-1.26924663543929	-1.44612484682064	-1.14899323708236	-1.96759498281189	-1.73284876378482	-2.05639748529691
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	-1.60798937651941	-1.6000004106562	-2.66806650308414	-2.21932003043608	-3.6008962262848	-1.98754412505678	-1.7721848114322	-1.26924663543929	-2.45772575849912	-2.53528759820225	-2.37729190499125	-2.2764642103738	-2.05639748529691
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	-0.0849360782841274	-0.599828194801343	-0.588624961404301	-0.463928205378899	-0.818150019775832	-1.14024626466958	-1.07903763087226	-0.576099454879341	-0.00456780702570065	-0.542857433512049	-1.27444780225195	-0.700927849615385	-0.957785196628796
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	-0.35031239322161	-0.922601587064394	-1.56945421441603	-1.00822975834128	-1.51129720033578	-1.2143542368233	-1.07903763087226	-1.4923901867535	-1.16987147019248	-2.02446197443626	-1.05130425093774	-1.08929852436425	-1.07556823228518
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	-1.04345957378156	-1.7698994474516	-1.41530353458877	-1.14480529334703	-1.27013514351889	-1.18903642883901	-1.27970832633441	-1.08692507864533	-1.27907076215747	-1.55445834519053	-1.56212987470373	-1.47795651415603	-0.957785196628796
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	-0.0626303207698291	-0.511859421855386	-0.316691245920659	-0.527644019765007	-0.864670035410725	-0.800378439047229	-0.83787557405537	-0.576099454879341	-0.511815609443807	-0.542857433512049	-0.868982694143781	-0.736019169426655	-1.54557186153092
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	-0.932233938671331	-0.954862449282615	-2.66806650308414	-1.30302929856192	-1.6066073801401	-1.83339344522953	-1.68517343444257	-2.58663276142026	-0.64534700206833	-1.14899323708236	-1.56212987470373	-1.38264633435171	-1.76871541284512
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	0.362252873195437	0.0990496604675876	0.0727735208410643	-0.0625868144545969	-0.102529983363828	0.0779111746483119	0.0640264203666851	0.676663513616027	-0.303060795581697	-0.0229819742261397	0.111846558867945	-0.0428719888667101	0.212286056021459
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	-0.204600582040216	-0.938601928410835	-0.722156354028823	-0.851044174818867	-1.71196789579793	-1.4439286784678	-1.07903763087226	-0.681459970537167	-0.605341667454631	-1.23600461407199	-0.868982694143781	-0.760116721005716	-2.05639748529691
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	3.15771501207773	2.67969929681845	2.46183221183894	2.61184677584863	2.58908967634229	2.67694263808773	2.56093801625151	2.41462027685111	2.46316716009627	2.58470023282137	1.8931347282287	2.29595318914248	2.32562914937698
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	2.23479442166491	1.43103867672994	1.16057489340496	1.46955942367786	1.19675300076643	1.4764541578444	1.25486993325083	1.66461023439662	1.21857491340796	1.19441385043194	0.558133661496364	1.13578300747494	1.63248196881703
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	3.19772610521909	2.84851596528651	2.75467844183895	2.80878089526781	2.97631719690067	2.87183752332149	2.70721598726685	2.57663656748432	2.68976871831433	2.79581959116877	2.67197662989353	2.56113957383559	2.47261133972562
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	1.38774289703458	0.58323792470528	0.352358383060226	0.65907553641337	0.295500146256818	0.627415652979414	0.742574801505478	1.21566001434871	0.562699127645242	0.524983196489308	-0.358157070377791	0.284202485295731	0.558562292739292
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	2.67440741720563	1.88316090885739	1.58754620673409	1.88332333460072	1.63207107202428	1.72873430324527	1.68499183797185	2.13859528894154	1.64077681387164	1.67930609217142	1.07692745491153	1.55338418686533	1.84893653198044
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	-4.43558421752576	-4.59985330297412	-3.61528554729122	-4.39653443386432	-3.93040744422328	-4.46719672301536	-4.11740976553009	-3.05398520550847	-4.23267379657564	-3.70726382568003	-2.71669611409079	-4.63149597697834	-3.06471031515875
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	-1.3376990467795	-1.51038825196651	-2.66806650308414	-1.76733490669302	-1.96328232407883	-1.98754412505678	-1.7721848114322	-1.26924663543929	-1.16987147019248	-0.994842557255106	-1.56212987470373	-1.70110006547024	-2.05639748529691
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	3.74125052603861	3.38232113912545	3.18986665139932	3.36390771382138	3.46668967508086	3.4027951927099	3.29041022159476	3.01295966395238	3.2194560343599	3.34244818357738	3.1230830189579	3.11968540541127	3.08331485107449
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	0.585396424509647	0.20726324510782	-0.1031171456226	0.0319717681704159	0.0420512454472794	-0.223955532795426	-0.0592062200572629	-0.932774398818073	-0.155140665505075	-0.199912682385218	0.0473080377303736	-0.291638645068818	-0.85242468097097
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	0.751562541081316	0.266982479809443	-0.1031171456226	-0.130989541338997	0.201681391039163	0.24604809645031	0.0494276209455325	-0.31373519041185	-0.118326692382359	0.237301124037527	-0.0957928059102996	0.101022190793359	-1.07556823228518
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	-1.83979099057673	-2.86851173611971	-2.86064365590037	-2.15032715894913	-2.11743300390609	-2.68069130561673	-3.07146779556246	-2.61439951360681	-2.23458220718491	-3.3264572274156	-2.48757065782032	-3.22092581921466	-3.03050237027305
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	-0.532633950015565	-1.00529330290951	-1.41530353458877	-0.966557061940711	-1.71196789579793	-1.16434381624864	-0.951204259362373	-0.932774398818073	-1.20496279000375	-1.43667530953414	-1.27444780225195	-1.14148427753482	-1.76871541284512
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	-0.442685713352625	-0.709027486766335	-1.41530353458877	-0.764032797829237	-0.964753493967707	-0.81747287240653	-1.03458586830142	-1.26924663543929	-1.1359699185168	-1.68798973781505	-2.2952808933177	-1.31668836655991	-1.07556823228518
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	-2.33622787689062	-2.98629477177609	-3.10476165143643	-2.91246721099602	-3.2160452925742	-3.08615641372489	-3.07146779556246	-2.63201874713313	-3.84402011961901	-2.24760552575047	-2.51315816716937	-3.22092581921466	-2.85472690274177
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	-4.58530167136681	-4.63951265421524	-3.09832115816033	-4.67750448914634	-3.60066060612512	-4.62964850545673	-3.96147575466639	-2.59125461791723	-4.18027088196297	-3.39256219232429	-2.34251665473862	-4.81991626227237	-2.90050726601447
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	-2.33622787689062	-2.66784104065756	-3.03414478353219	-2.37347071026334	-2.81058018446604	-2.31296652549141	-3.87195920463405	-2.18553736731344	-2.33994272284274	-3.33647262624814	-1.96759498281189	-2.45878576716776	-2.85081361231962
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	4.93854863808439	4.60158576941413	4.36896111160214	4.18496347122867	4.60999872094476	4.4545536222563	4.34970973303293	4.76766917457261	4.37422780706673	3.89335603250342	3.13835049108869	4.04370438370888	4.41491788127764
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	0.758056070391864	0.0582276659473325	0.135293877822398	0.152257934044918	0.00283053229399811	0.012433245268805	-0.363417594460254	-0.170634346771176	0.172362901133378	0.0796721798339435	-0.714832014316523	-0.116979961020432	-0.264638016068851
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	5.93517437914317	5.60280038892923	5.41803603258496	5.55469504681465	5.6494781222452	5.61024237380704	5.45137606736259	5.0597610032914	5.4279796327439	5.50687602171991	5.14717446555457	5.29940530089251	5.15244955304693
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	2.5519707128679	1.89745367241431	1.59461337395718	1.93171987546257	1.69292634774555	1.815407785317	1.8843592620388	2.08416008238652	1.76545167556595	1.61312418529012	1.14592032639848	1.61648923233399	1.80783485629489
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	1.58857032002625	1.03905691895906	0.781921042747451	1.0578247025561	1.09475383281131	0.924202492424114	0.764393848900118	1.09160736567874	0.98429361768329	0.760549267802074	0.383780274351587	0.781199020910677	0.48257638576137
