#taxonomy	sample1	sample2	sample3	sample6	sample7	sample9	sample10	sample11	sample12	sample13	sample14	sample15
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	-1.21248128674903	-1.43751023711693	-1.63428240645623	-0.561538125299664	-0.976392278822432	0.380396048334362	-0.246491458716189	0.552935642771478	-0.117238912800266	-0.708861641054965	-0.378404654719115	0.20583160006802
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	-1.07271934437387	-1.37297171597936	-1.82533764321894	-0.711820328349002	-1.53600806675785	0.420942142728712	-0.692778561344609	0.407428059100239	-0.203566996288763	-1.06340665873587	-0.556652886125434	0.015787997180155
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	-1.46737353637782	-1.94833586088292	-2.28486997259738	-1.37829926182679	-1.31286451544364	-0.153686437595896	-1.38592574190455	0.208095156479748	-0.650879214332428	-1.19998219374162	-0.902929122843267	-0.553564966033126
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	-0.247400390705442	-0.695572892387549	-1.10621497625573	-0.279686973158676	-0.842860886197909	-0.0319895026183764	-0.469635010030399	0.38303660597608	-0.307107675229604	-1.10689177067561	-0.474735763657547	0.973086752781687
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-2.26230341124771	-2.35380096899108	-2.97801715315732	-1.43236648309706	-2.2291552473178	-1.33824115606473	-2.36675499491628	-1.17819920464014	-2.01185576746803	-3.30411634801183	-1.82787791746054	-0.567358288165462
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	-1.18778867415866	-1.43751023711693	-2.28486997259738	-0.538548607074965	-1.47538344494142	-0.485463829912901	-0.980460633796389	0.162974721199279	-0.344148946909953	-2.08034091638971	-0.474735763657547	0.521951607840334
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-2.19331053976076	-2.19965028916382	-2.69033508070554	-0.955442411006752	-2.36268663994232	-1.22904186409974	-2.36675499491628	-1.3723552190811	-2.52268139123402	-2.71632968310971	-2.19078341114991	-0.685141323821845
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	-0.96953510813864	-0.849723572214807	-0.898575611477487	-1.18724402506408	-3.20998450032953	-1.60060542053222	-2.0790729224645	-0.833358718348413	-0.96453677318747	-0.90622107521346	-1.07155183527906	-1.26050546872541
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	5.51605760939257	5.42500357361952	5.35565376088844	5.36631770083071	5.32091433814282	4.90741828218951	5.20643362605829	5.24284901033775	5.48557328359778	5.76815664500526	5.15308741513916	5.03803519794099
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	0.616092155601742	0.785309887408257	0.953808479567003	0.647075058582774	0.741259218251901	0.165836240711544	0.825092157564001	0.670718678427861	0.239436031138466	0.506980738826355	0.201413840533828	0.976058523170845
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	7.27085517957301	6.811986498936	6.88698075226495	6.73504856162527	6.90496530874695	6.4139948320445	6.76975941641925	6.66981605824865	6.90003139776955	7.28463237206012	6.52853396435647	6.51973957784591
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-2.59877564786892	-3.04694814955103	-3.38348226126549	-3.22412595232512	-3.20998450032953	-2.51689615240638	-2.36675499491628	-3.31826536813641	-3.06167789196671	-2.71632968310971	-3.01746198433437	-3.23458649474742
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	-0.337012549395129	-0.120208747483987	0.193068007874529	-0.711820328349002	-0.10390416960667	-0.767696297597118	-0.520928304417949	-0.71557568269203	-0.676854700735689	-0.544106407978909	-1.15670964361937	-1.13045234047721
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	-0.358065958592961	-0.54824817763069	-0.452288508849068	-1.68368091137797	-0.319612742433361	-1.37746186921801	-0.75731708248218	-0.875918332767209	-0.848704957662348	-0.62309481929754	-1.11322453167963	-0.855040360617243
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	5.44047851211555	5.44864680342381	5.55100579001249	5.58464172625825	5.96465960698838	4.7075840915115	5.01058715981525	5.24102899929846	5.10230373882402	5.51667163431624	4.31537427125056	4.26914405304239
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	-1.95692176169652	-2.44081234598071	-3.16033870995128	-2.53097877176517	-2.92230242787774	-2.51689615240638	-2.97633982094578	-3.31826536813641	-2.52268139123402	-2.51565898764756	-2.76614755605347	-3.74541211851341
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	-0.182861869567871	0.138026123641493	-0.425971200531694	-0.711820328349002	-0.524407155079375	-1.06997716947005	-1.06747201078602	-0.792536723828158	-1.3966701283778	-1.00153125501779	-1.05134912796154	-1.15514495306758
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	-0.424023926384759	0.261158809045117	-0.837950989661052	0.20986125216003	-0.214252226775535	-1.09983013261973	-1.38592574190455	-0.227222914778097	-0.0659456184127155	-0.470903003955614	-1.22570251510632	-0.500218985327833
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	5.91755717353516	5.05118798023758	4.76828350907412	4.48787055472255	5.16610585010871	4.4506598796938	5.13745299379928	4.85036276230447	5.03252610904593	5.2950622781457	4.58036432011896	4.50390162774723
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	3.18842843492635	2.89014820507346	2.76231152115634	2.79608800806885	3.25200437377092	2.35447707435637	2.94316150747511	2.55244297783577	2.93973698599444	3.30846217675627	2.54212014134774	2.48112455077406
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-0.876009050127816	-0.54824817763069	-0.658902758212067	-0.796377716377065	-1.17310257306849	-1.95728036447095	-2.0790729224645	-1.30336234759415	-1.17894664453292	-1.06340665873587	-1.52938492890454	-1.2886763456921
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	-0.790486876689654	-1.31234709416292	-0.726725354550828	-1.83783159120523	-0.87460958451249	-1.95728036447095	-0.520928304417949	-1.44646319123482	-1.42406910256591	-1.30263634780171	-2.01893315422325	-1.84829213362753
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	0.891652867521179	0.459609747768955	0.913803144953304	0.707699680399209	0.943676639048994	0.223943871518824	0.977283972905927	0.477223821035781	0.651894174737601	0.999948745192339	0.402603881632165	0.23114940805231
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	1.16706484738115	1.95363680869173	0.659569006569063	1.43931314178695	1.32619281417161	0.286464228500158	0.248204783119918	1.20352320891263	1.49069410845441	1.14556893513587	0.251563624219299	0.750686972420322
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	2.94013218359705	3.23998061045079	2.86310888300976	2.31974856037403	2.32603656886405	2.0655170464591	2.4345300699981	2.130624856891	2.72434268092647	2.51892954747119	3.00425460594413	2.58964213298465
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-0.306240890728375	-0.778264608232662	-0.226481840115374	-0.451537230085335	-0.11894204697121	-0.907458239972276	-0.133162773409186	-0.322533094582422	-0.564936784531703	-0.134430767334402	-1.40802407190027	-1.01538301069242
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	3.20424866143693	3.28425709645498	3.2961169245789	3.36891858181732	3.88646090189744	2.3003566375365	2.86078218957071	2.86485206319441	2.78599876234956	3.22354912919337	2.13665503323957	2.16448077490076
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	1.44777825051683	1.36988240731755	1.61710269697727	0.897617584085099	1.32975788033611	0.650686378074274	0.852120829951921	1.09453292520422	0.886814793242831	1.31495674314525	0.57396213362885	0.739471901600182
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-1.60552387485864	-2.89279746972377	-3.38348226126549	-2.37682809193791	-3.20998450032953	-2.6504275450309	-2.77222010302444	-2.40197463626226	-2.29953783991981	-1.96911528127949	-2.07300037549352	-3.45773004606163
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	0.12907718052947	-0.778264608232662	-1.63428240645623	-0.63385878687929	-0.265545521163086	-1.33824115606473	-1.26814270624817	-0.400494636052134	-0.163400954563429	0.669942048335768	-0.378404654719115	-0.800973139346967
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	2.61887381561166	3.11390749287192	2.81041279555916	2.73687938729816	2.72490969529006	1.03845190908304	1.30531734088128	1.808670381656	1.92875469481203	2.45541614174886	1.90564231727602	1.83305905406562
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	3.90924805485281	3.79609081471142	4.23378555236286	2.98914792308394	3.62412423848431	2.75610340615737	3.25846515723682	2.68191111957359	2.65816539083968	3.49449348370951	3.15274629821968	3.33489492566688
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	-0.105570195266224	-0.634014999388116	-0.941135225896283	-0.955442411006752	-0.753248727508222	-1.06997716947005	-0.632153939528174	-0.833358718348413	-0.613138886349581	-0.436217445967725	-1.3257859736633	-1.10635478889815
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-3.29192282842886	-3.74009533011097	-4.58672540184925	-4.10207132305357	-3.99527241751471	-4.44683465862777	-3.43383345462314	-2.91280026002825	-4.59026856942252	-3.30411634801183	-3.5770777722698	-4.42810135422588
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	-0.0110116126412114	-0.54824817763069	-0.837950989661052	-0.609166174288919	-0.479955392508541	-0.907458239972276	-0.980460633796389	-0.577425344211212	-0.638140188554998	-0.0460198099903486	-0.974388086825412	-0.654369665155091
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	0.541056969658828	0.454597205945411	0.0342444223478784	-0.179603514601694	0.245280102602905	-0.932776047956566	-0.75731708248218	-0.204750058926039	-0.553240744768512	0.0562590391300696	-0.497464014735103	-0.62451670200541
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	1.49055637252964	0.748541039621168	0.957071125201819	1.00998055227214	1.569138992782	1.02767981210113	1.38666298033523	1.03844345855318	1.06545649307839	1.73023547270174	0.900259042208411	0.93980077514822
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	0.765065947249467	0.178572218035843	1.08815653209808	0.11991301549709	1.07130056454282	-0.00121784395162272	1.04549222293246	-0.00407936346388763	0.0550069920049469	0.180195940360831	-0.119185046931095	-0.378116288526933
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	0.558224773281194	0.686745320352702	0.523528202339114	-0.315405055760755	0.45357714580012	0.199452851510528	0.754140421591717	0.115721836348733	0.800554448958424	1.50644066770121	1.04051493371685	0.649037036159031
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	0.802421733793236	0.403039396280561	0.850624243331772	-0.179603514601694	0.979670241696899	0.0671014000258546	0.446655721843756	0.193280070694607	-0.236903416556355	0.31219241326727	-0.103559729028014	0.000162679277074125
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	0.959425482602901	0.403039396280561	0.817472036014871	0.544796209462356	1.41171498760978	0.579812038487617	1.14975323325687	0.332392873157325	-0.0103757672579047	0.786889312944756	0.349833845652101	0.743224251218732
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	0.7298510409584	0.86507485587712	0.813719686396321	-0.211864376819915	0.511684776607401	0.26347471027546	0.977283972905927	0.358035303770663	0.844614438752455	1.78100779807516	1.19572325510225	0.661307128750846
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	-0.1306761163973	-0.48199879208949	-0.258917115868528	-0.88875103650808	-0.301263603765165	-0.958751534359827	-0.632153939528174	-1.3723552190811	-1.2009255512517	-1.00153125501779	-1.11322453167963	-1.05983477326326
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	2.54580761873708	1.64592761685617	1.55994428313732	1.21065124773429	2.07152574790213	1.21779283773885	2.07196698343415	1.54541551300318	1.84782075758791	1.941854538164	1.32819700616863	1.34218421671898
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	0.704441325433032	0.00547946767950962	-0.144803809101107	0.0717109136792123	0.436335339365614	-0.45320296769468	0.426453014526237	-0.182771152207264	0.190908990243806	0.167850104538532	-0.26289176759727	-0.279676215713681
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	1.65825449663028	0.666623917153281	0.0900357819762939	1.15372531093828	1.24047929589758	0.650686378074274	0.724287458442036	1.02554005371727	1.65682097932839	2.17234720391968	1.11884677698676	0.88282334040568
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	-0.0261634176618137	-0.444258464106643	-0.400328769918357	-0.585068622709858	-0.416776490887009	-0.704517395975586	-0.900417926122853	-0.920370095338043	-0.759092798972661	-0.665059018396572	-0.956038948157216	-0.581344530140202
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	1.33500884934074	0.484302360359327	0.247503214429546	-0.005250127456916	0.93842728316285	0.165836240711544	0.878438138269294	0.332392873157325	0.493670169522707	0.724800408887815	0.0992228996372804	0.0538153927693942
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	2.44335831328671	1.91239385015768	2.94311433910475	1.91753760417754	2.82549693219523	1.58160641996439	2.7208413403161	1.83502622636137	1.62045333515751	1.82696509916029	1.64866890144341	1.27846840233287
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	-1.07271934437387	-2.00549427472287	-1.77404434883139	-2.93644387987334	-1.31286451544364	-1.65189871491977	-2.36675499491628	-2.91280026002825	-2.06314906185558	-1.35820619895652	-2.07300037549352	-2.07143568494174
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	1.40491454608505	0.4187877532487	-0.125385723244005	0.990467738048561	1.12074883995681	0.509607779814368	0.739325335806576	0.670718678427861	1.45700026266794	1.97705485970124	0.933781734247054	0.681428531950267
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	0.450497392613101	0.00547946767950962	0.428720408880448	0.0839810062710268	1.03373746296718	0.122161177208882	0.523616762979885	-0.140211537788468	-0.298057839709686	0.0492903698139763	0.0605083874565899	0.249725793625245
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	-0.0261634176618137	0.051641509442672	0.142878263350674	0.282431944994865	0.335794110143737	-0.305878252937821	0.145550629059835	0.431238707793958	0.128210396028242	0.142691544902377	-0.606663306700095	-0.366687592703311
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	-0.989337735434819	-1.47141178879261	-0.762443437152907	-1.23169578763491	-0.619717334883699	-2.39911311674999	-1.06747201078602	-1.44646319123482	-2.11721628312586	-1.33003532198982	-1.9676398598357	-2.0108110631253
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	-0.494641493598712	-1.01006622228999	-0.877956324274751	-1.37829926182679	-0.547396673304073	-1.0409896325968	-0.692778561344609	-1.44646319123482	-1.82953421067407	-1.22467480633199	-1.56217475172753	-1.26050546872541
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	-0.00352094091205378	0.131105680796919	-0.144803809101107	-0.472590639283168	-0.00453169579346594	-1.65189871491977	-0.574995525688225	-1.30336234759415	-0.9300505971163	-0.240725425984025	-0.820237406998154	-0.89278068860009
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	-1.85683830313954	-1.10103800049571	-1.2732690609189	-1.61468803989102	-2.00601169600359	-2.19844242128784	-1.38592574190455	-2.2196530794683	-1.87209382509287	-1.73550043009799	-1.87232968003137	-2.13597420607931
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	-2.41645409107496	-2.13065741767687	-2.57255204504916	-2.12551366365701	-2.2291552473178	-3.21004333296632	-3.15758517036362	-2.40197463626226	-2.11721628312586	-1.24999261431628	-3.17161266416163	-2.6467998298453
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	-0.597295647658795	-1.05451798486082	-0.338959823542065	-1.61468803989102	-1.66953945938238	-2.29375260109217	-1.85592937115029	-1.81418797136014	-1.9165455876637	-1.27596810071955	-1.20217201769612	-1.23310649453729
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	1.02021767878085	1.05569521548577	0.976426568154775	0.777128186830972	0.856189184925878	0.0576226560713108	0.426453014526237	0.573554929974213	0.5414880438732	0.819787016451814	0.218411416902399	0.212221398166791
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	5.14687629555936	4.62983452032637	5.65324849451876	4.59269401343944	5.23914396017258	4.39733809267347	5.20454699484951	4.54384684352634	4.29277583360175	4.56993813219771	4.36288286318285	3.97490167990916
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	6.22861913742897	5.26821045376124	4.67863532148925	5.77000510418975	5.85982863650968	5.2470813319838	5.50404736728179	5.64027474327576	6.25901480156157	6.78582587489144	5.73514206352756	5.51752070358195
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	4.74413298292321	4.18939119320332	4.24891886533597	3.94214002180852	4.29091344490782	4.16176037822288	4.81585037770226	4.17338010546872	4.26064380936994	4.44511990603594	3.88671547329988	4.09843651963906
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	1.92735133077872	1.49279423111461	1.92106565503319	1.32270865665001	2.24248354604577	1.51068519365604	2.06802220514313	1.27685448199818	1.10165954174235	1.48670318486289	1.25323396769518	1.55123719093393
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__Mediterranea massiliensis	-1.50016335920081	-1.17514597264944	-1.13219046265899	-1.37829926182679	-1.41822503110147	-1.95728036447095	-1.67360781435633	-1.61351727589799	-1.51108047955554	-1.17588464216256	-1.63116762321448	-2.27907504971998
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	4.2578968408839	4.81233629673128	4.53323408443211	3.78738856094787	3.94176216247966	3.48822472114909	3.75427475654635	3.89402910036393	3.63500355978855	3.68944958738342	3.63484789666892	3.68232672201949
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	-0.931068827310843	-1.61983179391088	-1.77404434883139	-2.24329669931339	-2.69915887656354	-1.95728036447095	-2.36675499491628	-1.23882382645658	-1.37000188129563	-1.41704669897945	-2.25532193228748	-2.44612913438315
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas virosa	-2.95545059180765	-2.0661188965393	-2.97801715315732	-3.62959106043328	-3.93051873764123	-4.31632419276073	-3.12121651888897	-3.75951152697079	-3.90897575235391	-3.30411634801183	-3.86475984472158	-3.23458649474742
