#taxonomy	MCT.f.0089	MCT.f.0091	MCT.f.0094	MCT.f.0095	MCT.f.0098	MCT.f.0099	MCT.f.0417
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	5.80940018364616	6.12949067688409	6.46717160556405	6.2570992301056	4.46459356207777	6.39247649681738	5.66553969505783
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-1.58994692998667	-1.64662480021465	-1.86869153735138	-0.962908775262527	-3.06946860483494	-0.848471838622929	-0.981849322119489
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	2.33696468793523	3.87864702871108	3.75676897052935	2.31423595772965	2.21609673434647	2.66058293889564	3.30544388947085
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	1.20326107945585	1.59915847757347	1.24925836892686	-0.238989936035829	-0.415413389633408	0.25014045004518	0.404445039000402
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	3.73994984971469	4.00841296378454	3.69122056688512	1.98808760445007	1.85508338880914	2.30852858252718	2.38279046380887
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	-3.38170639921472	-3.63905496490486	-2.37951716111737	-1.94373802827425	-2.6667051882399	-2.64023130785098	-2.16050431846113
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	-1.99541203809483	-1.18231919208356	-0.993222799997484	-0.600003281573159	-2.26124008013174	-0.443006730514765	-1.34957410224481
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	-2.97624129110656	-1.96507853133319	-1.28090487244926	-1.09644016788705	-3.08645434894136	-1.54161901918287	-1.93736076714693
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	1.85207244619574	2.27444804073341	2.37980370469798	2.18608092214151	0.717685075105871	2.93571779529533	1.41604595067888
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	0.807948342811703	0.989180494014228	1.08621874168235	1.06029304809443	-0.72079503918459	1.83710550662722	-0.14560129791887
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-2.28309411054661	-1.27193135077324	-2.37951716111737	-1.94373802827425	-3.19085851108588	-2.64023130785098	-2.44818639091292
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	-3.97395265938501	-2.94590778434491	-3.43673714319403	-3.04235031694236	-2.26124008013174	-2.94603971944466	-2.85365149902108
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	1.77734889999981	1.6149621427466	3.08854298001776	3.95433117123418	0.944212724404321	4.75210828369192	2.63114543446957
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	-1.99541203809483	-1.79322827440653	-1.68636998055743	-3.45977745922077	-3.08319960690313	-2.64023130785098	-3.24871830748702
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	2.73086897364232	3.39914361010257	3.69736026383874	3.33692440303506	1.90283782010504	3.55723063173624	3.52985513586293
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-2.68855921865478	-2.65822571189313	-1.68636998055743	-1.94373802827425	-3.07087661605301	-3.07379202461372	-3.25843200071112
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	1.80567940662603	2.17607009708672	1.7845607391194	0.196328135222017	-0.315329931076425	0.673954696821541	0.460534505651445
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	1.84940221763986	2.66234226358972	3.20648227788244	5.02417117352763	0.783282357591684	4.04062337093923	3.81394122347725
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-0.939359363845518	-1.30368004908782	-0.533690470619044	-0.644455044143993	-2.96785275505506	0.0678188932512257	-0.602359700414585
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-3.93214416098591	-3.63905496490486	-3.24613325569116	-3.50345057302582	-3.125947391121	-3.0111101029125	-3.23660770086736
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	2.04982981111954	2.36483210220168	1.93797095241894	0.307553770332241	-0.268809915441533	0.537822522496961	0.596336046810507
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	1.31877396657769	1.26621981353357	1.96860792188083	1.47398865533911	0.424337265118413	2.05569324140557	1.63498487071106
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	-1.87762900243845	-1.21130672895681	-0.387086996427168	-0.962908775262527	-3.17112518735838	-1.03079339541688	-1.24421358658698
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-2.97624129110656	-1.8472954956768	-1.39868790810565	-1.43291240450826	-2.6667051882399	-2.8657394595784	-2.16050431846113
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	-1.36680337867246	-1.18231919208356	-1.39868790810565	-0.477400959480827	-1.75041445636575	-0.935483215612559	-0.981849322119489
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	1.45059935935712	1.78148003436743	1.51908282397863	0.671221749761944	-0.364120095245857	0.72706452213549	0.303348922129033
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	0.0995336901209698	0.771721083055008	1.07574744181506	-0.0219254307980009	-1.75041445636575	1.06107066626151	0.835227955092856
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	-1.24164023571845	-0.260330439094762	0.852603890500847	0.156322800608318	-3.05603160250293	-0.0752819503894476	-1.14890340678265
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	-3.63348738443337	-2.09860992395771	-1.53221930073017	-2.6368852088342	-3.11540082376766	-2.98908626460977	-3.31225729081967
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	-1.03033114205124	-0.825644248144823	0.0482310748306774	-1.17054814004077	-1.97355800767996	-0.337646214856939	-0.713585335524809
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	-0.491334641318557	-0.0281370522606348	0.492162463766638	-0.43966063149798	-1.56809289957179	0.380193578293378	-0.250961813576696
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	-1.03033114205124	-0.730334068340498	-0.433607012062061	-0.600003281573159	-3.0315966303242	-0.848471838622929	-1.24421358658698
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	-1.87762900243845	-1.40546274339777	-1.28090487244926	-1.789587348447	-3.08768425080085	-1.25393694673109	-2.16050431846113
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	-1.99541203809483	-1.24115969210649	-0.300075619437538	-0.403292987327105	-3.05149563586557	-1.03079339541688	-1.14890340678265
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	2.08212540581089	2.25626572165022	2.07094663510974	1.62579466820712	0.571973263924477	1.80241994863933	2.27328425077134
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	-0.12360986119324	-0.183790361972428	0.547222240949665	0.927941596609758	-0.526639024743632	0.537822522496961	0.580335705464066
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	0.678736611331697	1.06746771534352	1.0965815287179	0.849469981168263	-0.315329931076425	1.99449768037865	0.0367202588750846
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	-2.28309411054661	-3.12822934113887	-1.39868790810565	-1.94373802827425	-2.26124008013174	-2.23476619974282	-1.75503921035297
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	-1.30226485753489	-1.15414831511686	0.0482310748306774	-1.65605595582247	-3.12233172040818	-0.768429130949393	-2.44818639091292
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	-3.69799293074555	-3.63905496490486	-3.10109388031063	-3.04235031694236	-3.05839309441753	-3.06779277999844	-3.27575920539975
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	-0.779016713770338	-0.132497067584878	0.393071561122407	0.718849798751199	-1.16262779146363	0.0339173415755443	0.0367202588750846
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	0.294594272692354	0.734603420098506	1.56529566713376	0.253486549061966	-1.97355800767996	1.42879544638683	0.743660761567366
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	-1.6769583069763	-0.643322691350868	-1.86869153735138	-2.6368852088342	-2.6667051882399	-1.38746833935562	-1.93736076714693
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	-3.38170639921472	-2.3397719807746	-2.78498226922554	-1.53827292016609	-3.18210814574592	-2.64023130785098	-2.16050431846113
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	-1.30226485753489	-1.18231919208356	-0.482397176231493	0.289854193232841	-2.96118488844668	0.100608716074217	-1.06189202979303
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	-1.6769583069763	-3.35137289245308	-2.96119645658456	-1.25059084771431	-1.97355800767996	-1.38746833935562	-1.06189202979303
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	-3.57537784241632	-2.3397719807746	-2.78498226922554	-3.04235031694236	-3.04683563206369	-3.1515934412338	-3.20604673941852
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	-1.03033114205124	-1.18231919208356	-1.86869153735138	-0.516621672634108	-1.41394221974454	-0.560789766171148	0.064119233063199
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	-0.203652568866776	-0.626793389399658	-0.220032911764002	1.1917561876549	-0.961957096001478	1.14395832606728	1.09759221956035
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	-0.162830574346521	0.29928534884066	0.784550427255831	0.581990616034002	-1.16262779146363	0.192982036205232	-0.551066406027034
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	2.87500287522611	3.37396082473477	4.58556318448403	3.23146964111167	0.105883533999878	3.39525012467377	2.46201450586157
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	4.52225923481744	4.88266131523896	4.83694755750862	4.64105336411146	2.4301078020974	3.60684398070871	3.70879259467264
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	3.90311451335388	4.24702643687089	4.51210873593488	4.37583050578442	2.65386278724295	5.20008167546918	3.40688553128951
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	1.14008217783432	1.46689050899572	2.25197033318809	1.320748307846	-0.961957096001478	1.8869773366674	1.21537525521673
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__Mediterranea massiliensis	-0.519505518285254	-0.563279983677332	-0.533690470619044	0.730410621152275	-1.75041445636575	1.10927276807939	0.345021618529601
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	-1.77226848678062	-2.25276060378497	-0.993222799997484	-1.53827292016609	-2.96875601852658	-2.23476619974282	-1.93736076714693
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	-2.68855921865478	-2.02961705247076	-2.78498226922554	-1.94373802827425	-3.168336051474	-1.94708412729104	-2.85365149902108
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas virosa	1.17741984827196	1.34455165680348	1.68092584942905	1.68945251997909	-1.41394221974454	0.709672779423621	1.40902837802024
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter laneus	-2.68855921865478	-1.47957071555149	-0.0441422453003377	0.764312172827956	-3.0956758721127	-0.0375416224066006	-0.713585335524809
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter splanchnicus	1.40578534356732	2.1519240547815	2.35081616782472	2.36257678466393	0.829802373226577	2.29063901777641	2.49107224034111
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA;NA	-1.36680337867246	-2.3397719807746	-1.68636998055743	-1.17054814004077	-2.26124008013174	-2.23476619974282	-0.411304463651876
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;NA	-0.337183961491299	-0.503560748975709	1.59704436544834	0.407637228889224	0.303709277329798	0.871314130980036	0.324402331326865
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella clara	2.43093048035356	2.30023870987421	4.20849188515914	3.11991130110762	3.10161580755387	4.09969686048765	2.88614141315815
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella xylaniphila	0.0840295035850044	-0.0555360264487492	1.95994985913771	0.946633729621911	0.829802373226577	1.48690307719411	0.496252588253525
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;NA	1.89895603209459	0.218159804028292	0.529203735446987	3.08342656777321	0.859655336376258	2.9146643860975	3.31386499186726
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	-1.77226848678062	-4.04452007301302	-1.86869153735138	0.156322800608318	-2.26124008013174	-1.25393694673109	-0.36874484923308
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	2.42493346088119	0.771721083055008	1.6094668854469	4.44985272567638	1.13995730153042	4.69703107371955	4.59788050386673
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella ihumii	-0.224705978064609	-1.60217303764382	-0.11083361979901	1.72408801664185	-0.364120095245857	1.94982524032706	1.80030885113644
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. KHD1	1.14008217783432	0.239066488847605	0.185432196344163	1.94467511151476	-0.268809915441533	2.27974961797714	2.18330110339255
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	4.91882220698501	3.2623468401051	3.11491508435695	5.70531947315488	3.69718461289804	5.63450808371654	5.92243841341518
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	1.88357111325511	0.252765333205767	0.529203735446987	3.12935028046855	1.03459678587259	3.58630536143648	3.24104630272855
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;NA;NA	-2.97624129110656	-2.94590778434491	-3.27226820327221	-3.04235031694236	-2.6667051882399	-3.10566178077014	-3.20372467031909
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;NA	1.70588993601766	2.20641995465656	1.40467247280089	0.927941596609758	-0.961957096001478	1.61538140196724	2.0329311464052
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	1.86268262530776	3.13935064204943	2.27126353612277	2.43828860639963	-0.72079503918459	2.50143224865168	3.03384045770392
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes ihumii	-2.97624129110656	-2.17271789611143	-0.913180092323947	-1.33760222470394	-1.75041445636575	-1.72394057597683	-1.46735713790119
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes indistinctus	-3.62592950141932	-4.88670021366297	-3.08016912500849	-3.31930536801962	-3.35449522036146	-3.25291781035583	-3.2387162614359
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes obesi	-2.28309411054661	-2.65822571189313	-1.68636998055743	-1.65605595582247	-2.97835442334259	-2.23476619974282	-2.16050431846113
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	0.144654125401439	0.590208915216612	-0.220032911764002	-0.301510293017162	-3.04026937520858	0.0339173415755443	0.496252588253525
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1.60190022249361	1.85263379462372	1.45634448334521	1.70258181142089	-1.0572672758058	1.98474150543329	2.09155598975272
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis	2.09684701763625	2.78958866580081	1.69802028278835	1.33967631773152	-1.75041445636575	2.38693328819648	2.28801205748158
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	4.15678860019874	4.42358791071272	3.56328221400933	3.31114978034645	0.751021495373463	4.17431158940897	4.44985519588158
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. AL-1	-0.983811126416352	-0.845846955462342	-1.17554435679144	-2.6368852088342	-3.14683828183064	-1.38746833935562	-0.907741349965767
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. CHKCI003	-2.28309411054661	-2.25276060378497	-2.09183508866559	-3.23457788690589	-3.05113596970317	-1.94708412729104	-2.16050431846113
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. Marseille-P2431	-2.68855921865478	-1.40546274339777	-2.78498226922554	-1.94373802827425	-3.11691606231871	-2.64023130785098	-1.46735713790119
