#taxonomy	MCT.f.0426	MCT.f.0427	MCT.f.0428	MCT.f.0429	MCT.f.0430	MCT.f.0431	MCT.f.0432	MCT.f.0433	MCT.f.0434	MCT.f.0435	MCT.f.0436	MCT.f.0437	MCT.f.0438	MCT.f.0439	MCT.f.0440	MCT.f.0441	MCT.f.0442
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	-0.628139424437294	-0.29987184034245	-1.45496081713178	-1.14230671220002	-0.360784077395238	0.620857111502511	0.27529147373988	-0.38798835612942	-0.339872487308034	0.134889610995934	-1.27919368806505	0.184513860904824	-0.00755155925047582	0.588807789877725	0.213930100464119	-1.53968397127066	-1.32046867173764
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	-0.477857221387956	-0.465664095185194	-1.74264288958357	-1.23761689200434	-0.212863947318616	0.385134777981441	0.126368197347774	-0.254456963504898	-0.534028501748991	-0.306943141283106	-0.490736327700783	0.156734296797748	0.0342455694279855	0.643100872244387	0.00310703353794987	-1.13421886316249	-0.8609363423592
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	-1.84116206428315	-0.747896562869411	-1.84272634814055	-1.6683998080968	-1.12915467919277	-0.0722900690574345	-0.339265432226843	0.0639967676136368	-0.775190558565879	-0.7994196263809	-1.27919368806505	-0.234744569335676	-0.502247801086583	0.308253331350176	-0.487515882910521	-1.47069109978371	-1.55408352291915
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	-0.268765423529396	0.559260477691756	-0.510499208290933	-0.0138414603822272	0.105589783799919	0.669647275671943	0.230267792365925	0.844155325163212	-0.160824255859049	1.05118034287009	-0.0554182564429378	0.580804592736947	-0.172944053943983	0.659230254174271	0.487043757087609	-0.595222362429806	-0.455471234251036
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-4.06333162404076	-2.63062781030319	-4.31539652801555	-3.96283321387212	-3.90174340143255	-3.29116589392564	-3.0018532592523	-2.087984051706	-4.20624795989486	-2.97594884156236	-2.88863160049915	-2.0910425597013	-2.7095227142763	-2.91632051463266	-3.88871326457268	-3.80756795652195	-3.80537532152564
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	-2.44729786785346	-2.09163130957051	-3.4008709661871	-2.03612458822211	-2.29230548899845	-1.78708849714936	-2.39571745568198	-2.01474271965214	-2.66226020759826	-2.50416771861932	-1.79001931183104	-1.54099622278203	-1.92936415672673	-1.68417683334003	-2.09695379534462	-3.08012901221781	-2.70676303285753
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-1.84116206428315	-0.64471232663418	-1.69612287394867	-1.14230671220002	-1.22759475200602	-0.688476208481251	-1.35962552399521	-1.99872797938182	-1.56364791893015	-0.306943141283106	-0.586046507505108	0.382690789488573	-1.19539498164653	-0.970410365577349	-1.18066306347047	-2.2328311518306	-1.85946517247033
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	-0.601471177355132	-0.64471232663418	-0.835921608725561	-0.767613262758607	-0.723689571084606	-0.373395161841356	-0.986950238710031	-0.136673927848514	-0.24634642929721	-1.58787698674517	-2.88863160049915	-1.80336048724952	-0.532707008571291	-1.86649839013399	-0.970942532488398	-0.417541185192353	-0.547278783504159
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	5.63402255303318	5.28748084926726	5.48162484351823	5.43067488679649	5.50358793043825	5.58593700393926	5.19582313619214	5.2329299740236	5.57970635263354	5.21828843647533	5.54745998948004	4.27428175609951	5.52385968946494	4.86779596048639	5.20817841489593	5.41393201514139	5.53274242039237
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	1.80594797695449	1.36363329336193	1.62793163186461	1.73279757356536	1.64147900821121	2.04396544574512	1.38847217823628	1.76044605703737	1.80364791105632	1.83312302221317	2.01664317793928	0.722368157058734	1.83859600402455	1.12923388342001	1.53182173469961	1.62940118909453	1.67526360181635
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	7.46758286851211	6.9924464263417	7.56494949855549	7.36496469341018	7.3759532790873	7.37887031181214	7.27094243461556	6.94783186287812	7.59089076549543	7.35810713808273	7.5110297602706	6.46523030928214	7.33943771488939	6.92743978119165	7.1774171562887	7.57769488919069	7.49474669849635
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-1.46646861484174	-2.09163130957051	-1.38596794564483	-1.83545389275996	-1.65045160282606	-2.88570078581747	-1.53551619045887	-2.10684722286724	-1.70674876257082	-1.81102053805938	-1.50233723937926	-3.41279839968362	-1.81158112107035	-1.33587013907181	-1.5373380074092	-1.53968397127066	-1.66530915802937
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	4.08866882937989	3.66753331093728	4.16219981504598	3.8743708963522	4.15404904954522	4.02505000214446	3.98116408756363	3.66006292212184	4.47310861736954	3.8475902179501	3.95671621835437	3.31463332516723	3.54605282263411	3.4770313192356	4.03372906813981	3.57445296899843	3.59859942883313
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	0.356062513053072	-0.145721160515192	0.470330044720793	0.136098686908688	0.209130462740759	-0.0330693559041532	0.0185716268920663	-0.136673927848514	0.205638694445847	0.0215609256889307	-0.180581399396944	-0.867267128079187	-0.0198216518422903	-0.492782811220954	-0.175141197868369	0.125323792318254	0.428731183071619
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	0.117651489608074	-0.465664095185194	-0.068666456011894	-0.426686675788014	-0.128982463337913	-0.295433620371644	-0.530932851439036	-0.38798835612942	0.0721073018213241	-0.632365541717733	-0.249574270883895	-1.2155738223474	-0.676601188231361	-1.17335120957404	-0.753219048643527	-0.307540289978025	-0.0796818942889879
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	2.41895370878923	1.26119248780743	2.09732132473579	1.99909885099219	2.07967080982193	2.27717860983546	2.52094010384373	2.26122134494986	2.55376191622295	2.30394331136546	2.34514724491131	0.71433598536147	2.63888267515676	2.24026869208667	2.35545363609106	2.29976834132265	1.822245792165
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	-0.0646700671858811	-1.74332461530229	-2.70772378562715	-2.62391125312423	-3.90174340143255	-1.78708849714936	-3.0018532592523	-2.12705645700519	-2.4799386508043	-2.50416771861932	-3.31778926630498	-4.4331301062531	-3.16150783801936	-4.31322029007237	-2.97242253269852	-3.6695481816364	-2.88908458965149
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	-1.60000000746626	-1.05017743474234	-1.65167111137784	-1.09785494962918	-1.03954252050308	-1.03987409531914	-1.53551619045887	-2.02162175883764	-1.3813263621362	-1.58787698674517	-0.94272145144384	-1.85465378163707	-0.830751868058619	-1.10103054799441	-1.28602357912829	-0.77754391922376	-1.2404259640641
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	5.30245553842097	4.75699302317288	5.53493387100719	5.36368115919968	5.4492715398264	5.08848788346854	5.40712349037677	4.79138458632598	5.59310057788866	5.64702143356966	5.74108638175893	4.46734435052454	5.20153467356962	4.9480993903619	4.98349349145563	5.55674171545105	5.33029538211351
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	1.78196601226801	0.878783155999196	1.65058632242941	1.43997410161316	1.66660110232854	1.55695047067285	1.91569161177795	1.61734521339669	2.00117888651381	1.60670614555399	1.69633587817142	0.473906797760234	2.01866928622445	1.59767379068956	1.74249851724869	1.68204492257995	1.40411083131578
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-2.85276297596163	-2.78477849013045	-1.791433053753	-2.84705480443844	-2.02994122453096	-1.90487153280574	-2.08556252737814	-2.0380144949595	-2.88540375891247	-2.09870261051116	-3.11085754148519	-3.18965484836941	-2.62251133728667	-3.07047119445992	-2.63595029607731	-2.09929975920608	-1.93357314462405
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	1.79402888471728	1.14048974204772	1.79762606507873	1.49675061741524	1.39156142329194	1.45810463603621	1.53788912141334	1.19246201943143	1.99170014255926	1.70052490077164	1.67571659096868	0.908017503945363	1.26248299575355	0.858081112919436	1.49118408896778	2.03586679753628	1.96606580160438
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	4.2478828111637	3.67773081073168	4.02120382581529	3.92230010480767	4.25562703975422	4.16036610896218	4.0034823480687	3.80813890040262	4.3371622599097	3.68614768723382	3.91930334320077	3.11369645988717	3.86339535433677	3.63700220235127	4.09165250053857	4.38074480272057	4.28487373010531
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	-0.477857221387956	-0.747896562869411	-0.368324719510391	-0.449159531640073	-0.517353138086778	-0.652108564310377	-0.842369009898924	-0.254456963504898	-0.339872487308034	-0.894729806185224	-0.323682243037617	-1.75457032308009	-0.345244052276918	-1.03358926719888	-0.592876398568348	-1.00068747053797	-0.387648637912275
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	2.78914409497649	2.37714625151203	2.8658550864972	2.70396491566535	2.81242712847692	2.8225162859066	2.5255897302875	2.39348931352761	2.77407845684715	2.7713926608061	3.14085101379635	1.63705760756592	2.70698164672981	2.19308217965178	2.30773086322184	2.76727269021331	2.89104145159205
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-0.50138771879815	-0.965620046714281	-0.265376750257948	-0.263057252006212	-0.451755855600965	-0.688476208481251	-0.861787095756025	-1.23528621651662	-0.487508486114099	-0.894729806185224	-0.637339801892659	-1.85465378163707	-0.512298136940084	-1.14865859698367	-1.1161245423329	-0.713005398086189	-0.8609363423592
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	-0.38890973537146	-0.965620046714281	-0.405138692633107	-0.62243125291411	-0.534447571446078	-1.09394131658942	-0.804628681916077	-0.542139035956679	-0.400497109124469	-0.632365541717733	0.00174015739701082	-1.7080503074452	-0.803352893870504	-1.39649476088825	-1.02651238364321	-0.567823388241691	-0.154717080231902
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	4.90053863036891	4.51603187688317	4.95715062833388	4.29002488493298	4.53716387158514	4.47164280745947	4.699120754014	4.26733161354414	4.91752075532171	4.82098123933625	4.72395236381677	3.39209324383928	4.85372507794962	4.79330821861497	4.71079696933277	4.60511459575803	4.23941135602855
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-1.4058439930253	-2.17864268656013	-1.45496081713178	-1.74844251577033	-2.1099839322045	-1.78708849714936	-2.30870607869235	-2.04513346633935	-1.56364791893015	-1.40555542995122	-1.38455420372288	-2.60186818346729	-2.11168571352068	-2.55964557069393	-2.18396517233425	-1.9815167235497	-1.55408352291915
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-0.683709275592104	-2.01158860189697	-0.628282243947317	-1.09785494962918	-1.03954252050308	-1.34525574487032	-0.733169717933932	-0.724460592750633	-0.608136473902713	-1.25140475012396	-0.637339801892659	-2.31418611101551	-0.56412320480467	-0.819179395853426	-0.797670811214361	-0.74475409640077	-1.03278659928586
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	-0.742549775615038	-1.80394923711872	-1.1495791675806	-1.46076044331855	-1.50384812863418	-1.90487153280574	-0.861787095756025	-0.947604144064843	-1.18065566667404	-1.25140475012396	-1.0968721312711	-2.40119748800514	-1.1000848018422	-1.4949348337015	-0.731712843422563	-0.882904434881587	-1.55408352291915
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	3.95157434382202	2.30281784510193	4.12960902905844	4.04660155016419	3.7342848600849	3.0430014395542	3.32578586113194	3.05517322463177	3.76616811467726	3.64962824040611	3.38424540604701	2.28848094475446	3.04794413325346	2.74017067197784	3.25094707139224	3.76929068975137	3.59279877144482
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	3.24811635713222	1.04386290635864	0.506139497417504	0.0973841747279973	-0.152239325502181	0.851968832465897	0.196819858298385	-0.254456963504898	0.428782245760056	-0.558257569564012	-0.147791576573953	-1.06142314252014	-0.0511721817263663	-0.854897478455505	0.594289287441207	-0.26671829545777	-0.784950435381278
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-0.837859955419363	-1.02118989786909	-0.835921608725561	-1.09785494962918	-0.766249185503402	-1.78708849714936	-1.03241261278679	-1.88122001127497	-0.634111960305974	-0.632365541717733	-0.490736327700783	-1.58021693593531	-0.902725367683708	-0.991029652780085	-1.32376390711114	-1.04324708495677	-0.834960855955939
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	0.335653641421865	0.114809922870638	0.394618222985097	0.19746763328498	0.175794042473168	0.33317503905073	0.0967363997414025	-0.724460592750633	0.524092425564381	0.329045625436891	0.350046851665227	-0.0116010180214665	0.239689543642794	-0.257060477699885	0.230323910239795	0.203285333787966	0.421458423742539
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	1.57507319474355	1.27278682058835	1.59295720959278	1.66928416784303	1.59542482386065	1.73599870212183	1.3759980040111	1.10008869930041	1.75174947292867	1.48481632794495	1.84756684789534	0.276081054430314	1.48013202775012	0.972580073374629	1.24708517247759	1.5415704757215	1.7319589454929
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	1.55395627130263	1.15680331753924	1.61640887062783	1.36136221404351	1.45011473204351	1.14558564043749	0.996347442416902	0.844155325163212	1.39472856808007	1.02219280599684	1.58870521397905	0.0130915945689049	1.16922550226697	0.431074161036517	0.943592493999162	1.41968065811246	1.54173220919183
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	-1.46646861484174	-2.27395286636446	-1.45496081713178	-2.03612458822211	-1.45939636606335	-1.58641780168721	-1.84917374931391	-1.23528621651662	-1.96911302703831	-1.25140475012396	-1.50233723937926	-2.23414340334198	-1.92936415672673	-2.22317333407272	-1.63742146596618	-1.47069109978371	-1.27964667721739
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	0.405333562059854	0.202585533753024	0.189568415113586	-0.0436944235319082	0.25713968192712	0.190074195410057	-0.0574142800858558	-0.38798835612942	0.428782245760056	0.563885216514292	0.607875960967326	-0.688218896630201	0.225300806190695	-0.29788247222014	0.163071683230628	0.426428885102176	0.369011948369997
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	0.335653641421865	-1.08003039789203	0.262690679942548	0.161099989114105	0.06854851211957	-0.177650584715261	0.324381083936404	-0.38798835612942	0.135021127231893	0.29919266228721	-0.0264307195696855	-0.927891749895622	-0.172944053943983	-0.257060477699885	0.0132594050019678	0.125323792318254	-0.264415997488327
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	0.680923588746607	-0.862965892654198	0.256259789612258	-0.106214780513242	-0.467756196947406	-0.848818858556431	-0.489547635276181	-1.23528621651662	-0.443056723543265	-0.894729806185224	-0.873728579956889	-1.46688825062831	-1.32322835315641	-1.25131275104375	-0.775197955362302	-0.74475409640077	-0.420985058179866
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	0.688196348075687	0.63839779825048	0.746224161420532	0.391623647725937	0.847527128529296	0.515496595844685	0.604549973037402	-0.031313412190688	0.937788032809061	0.945819827212263	1.2465349562432	-0.15470186166214	0.759050069858622	0.0650230214692288	0.654581517697327	0.748512384271289	0.956798613272116
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	0.104748084772166	-1.17534057769635	0.154477095302316	0.0433169534577215	-0.332210704951182	-1.27626287338337	-0.881589723052205	-1.64075132462479	-0.301406206480238	-0.25287592001283	-0.147791576573953	-1.54099622278203	-0.700698739810421	-1.39649476088825	-1.24965593495742	-0.350099904396821	-0.355387775694053
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	1.16362004479076	0.746472019779903	1.44528268924353	1.42613305020129	1.41146257760924	0.957329348123724	1.26784419044767	1.10008869930041	1.59193305556574	1.85893090616904	1.986565722702	0.342570795699147	1.13868877840689	0.761786842499363	0.898778478209369	1.51835218561949	1.28530268024415
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	0.997384625748431	0.60524559093358	1.08495246216843	0.987006659519991	0.984839243993725	0.679126019626487	0.91016974617585	-0.542139035956679	1.18362299532534	1.53888354921523	1.55401965599116	0.276081054430314	0.896469080031865	0.725017994712273	0.820816936739657	1.28509050413969	0.876755905598579
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	-0.111922952036427	-0.133886702868189	0.48069283175634	-0.074466082198662	-0.0305423905246609	0.142821310559511	-0.42416487601333	-0.724460592750633	0.159118678810954	0.134889610995934	0.425554404173372	-1.18817484815929	-0.172944053943983	-0.767886101465875	0.0132594050019678	0.321068369444349	0.557723303262722
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	1.67173930695901	1.21951979140687	1.90367695011157	1.66654818802416	1.6760978498658	1.58020733283711	1.75889515855424	1.24962043327138	1.8852808655532	2.24510281134252	2.04223872512824	0.884487006535169	1.63310137253155	1.50767031914025	1.57934687656245	1.92381729372765	1.41227414195494
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	1.91792164850404	1.5102367675538	2.26208951394885	1.9257462229336	2.02117460314032	1.98694876530488	1.95748874045641	1.49474289130436	2.16765225106774	2.31207343744871	2.65654584398041	0.990867410093741	1.87544476439427	1.35237743473422	1.74249851724869	2.21317581250669	2.28932248022399
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	0.0236225399597973	-1.05017743474234	-0.114336492845082	-0.341528867447707	-0.500546019770397	-0.246643456202212	-0.489547635276181	-0.542139035956679	-0.282714073468085	-0.364101555123054	-0.809190058819318	-1.06142314252014	-0.453457636917151	-1.33587013907181	-0.377167825741656	0.0839385761553997	-0.0326143834310022
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	1.0984807426198	-0.342431454761246	1.14242381608291	1.08477082828588	0.798736964359864	0.0230201107468905	0.41587342436107	0.0639967676136368	0.858200594890714	0.586874734738991	0.722286312145071	-0.721555316897793	0.210702006769542	-0.00241825932630384	0.505735890099762	1.04161452419241	0.607422971814995
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	0.433771497380388	0.150849859353835	0.796330981474711	0.42061118459919	0.374922717583503	0.84400066281672	0.353881748333102	0.151008144603267	0.705035622388215	0.516257167525038	1.16315334730415	-0.594400141412546	0.406010759090308	-0.0915460392223112	0.571431149365157	0.591943323579749	0.876755905598579
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	-0.432394847311198	-1.3576621344903	-0.582472707916023	-1.09785494962918	-0.881318515288189	-1.41936371702404	-1.26725220386419	-1.64075132462479	-0.660780207388135	-1.11787335749943	-1.50233723937926	-2.49650766780947	-1.44385634094503	-2.46433539088961	-1.36298462026442	-1.23430232171948	-0.915003563629476
