#taxonomy	MCT.f.0511	MCT.f.0512	MCT.f.0513	MCT.f.0514	MCT.f.0515	MCT.f.0516	MCT.f.0517	MCT.f.0519	MCT.f.0520	MCT.f.0522	MCT.f.0523	MCT.f.0524	MCT.f.0525	MCT.f.0526	MCT.f.0527
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	-1.17714634934752	-1.12543769469605	0.212283264896531	0.0230931405852623	-0.67504001824553	0.61331622001075	1.04976032545355	0.0465147340362073	-0.798977153209593	0.0136689661788603	-0.784890408884997	-0.574069282776006	-0.668039072860688	-1.03312877398907	-1.13718563895196
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	-1.02299566952026	-1.53090280280421	0.408993559142585	0.0497613876674235	-1.08050512635369	0.690277261146878	0.965202937425489	-0.218593016377035	-1.03536593127382	0.0906300073149887	-1.25489403813073	-0.910541519397219	-0.877759603842757	-1.32081084644086	-1.13718563895196
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	-2.27575863801563	-1.88757774674294	-0.7259863736964	-0.643385792892522	-1.08050512635369	-0.302974511863405	0.574336628738477	-0.985848169090702	-1.79750598332072	-0.432618136449559	-1.25489403813073	-1.49036001465016	-1.33451800633847	-1.72627595454902	-2.08146117328874
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	0.0268264549784157	0.226955114748161	1.26644379099381	1.09430645506526	1.22207996664035	1.73824581699623	1.22303204672759	1.27350818935252	0.815710115110651	2.44728232157931	-0.0311186065086168	0.403182148887836	0.925049701571883	0.625099302614458	1.22993797517966
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-1.87029352990747	-1.26853853833672	-0.525315678234249	-1.18992949926059	-1.49298696643769	-0.813800135629396	-0.769398117962617	-0.352124409001557	-1.14072644693165	0.260529044110386	-1.07257248133678	-0.99392312833627	-1.02086044748343	-0.71467504287054	-1.91167984229612
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	-1.17714634934752	-1.06089917355848	-0.089997606976403	-0.784464391152427	-0.67504001824553	0.338879374308989	0.529884866167644	0.500987421251066	-0.0671154604689573	1.30565264782751	-0.91842180150952	-0.345227710347159	-0.184612423282812	-0.279356971612694	-0.444038458392013
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-2.65605111783705	-3.56169677815375	-2.65253381870421	-3.95383710624101	-1.55588174409969	-2.39300708223025	-2.25410374712443	-4.02505971115632	-3.91553525450799	-3.01978453375784	-2.7141926541373	-3.73776165219302	-3.96043988667735	-2.84078975075305	-1.99959244168888
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	-0.260855617473365	0.0983377369260676	0.0212280281338215	-0.368948947190761	-0.387357945793749	0.284812153038714	0.00379177027086441	-0.0392520877212178	-0.698893694652611	-0.114164405331025	-2.57482438495545	0.240030508201602	-0.407755974597021	-2.0139580270008	-0.289887778564754
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	5.22061629217252	5.28495646147339	4.9925022483495	5.19242475198265	4.84241287821918	5.22207994150897	4.96448238785086	5.09382095311924	5.04089921752662	5.30958344811059	5.12556742437811	5.36888006235697	5.08135391304757	5.10054038192777	4.52345734304363
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	2.77729737196458	3.39996752282318	3.13357306219601	3.20002021025062	2.7802245846869	3.1844005660398	3.21339395835374	3.15054840010685	2.55553311447991	2.59992811022715	3.31568470308774	3.34023682866671	2.40939772844185	3.5918440392952	2.44633329950415
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	7.21020387691989	6.71605522976397	6.23225075943357	6.92395988312072	5.9552035169389	6.34237650185122	5.85665716024529	6.69037581167076	6.75724445053616	6.22225899227549	6.45018824032101	6.78627094002116	6.68247709897331	6.36397309708193	6.05700093058031
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-2.27575863801563	-1.88757774674294	-2.54664119015141	-2.20153041093907	-1.54288962255006	-2.46284982073396	-2.25323471377409	-2.29803455805687	-2.49065316388067	-2.93356307444595	-2.50991727904752	-3.63920673910177	-3.58580980494497	-2.82883287903797	-2.00032310279777
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	-1.02299566952026	-0.697993679869108	-0.620625858038573	-0.5673998859146	-0.16421439447954	-0.813800135629396	-0.769398117962617	-0.273652793560062	-1.03536593127382	-0.432618136449559	-0.784890408884997	-0.217394338837274	-0.813221082705186	-0.915345738332691	-0.289887778564754
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	0.249970006292626	-0.336980334331778	-0.0328391931364543	-0.291987906054633	-0.387357945793749	0.227653739198765	-0.481716045510836	0.2219634115424	-0.0671154604689573	-0.497156657587131	0.131400322989158	0.201315996020911	-0.184612423282812	-0.339981593429129	0.162097345178303
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	-0.0785340606794105	-0.222569983154034	-0.215160749930409	-0.153837567573816	-0.16421439447954	0.338879374308989	-0.481716045510836	-0.352124409001557	0.00608794355433762	0.905667005483971	0.502963879421641	0.147248774750636	0.198379828973294	0.145526222352572	-0.444038458392013
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	-2.27575863801563	-3.52786101572759	-2.71935107590037	-3.1823596639508	-1.7471933704317	-2.34548812230791	-2.3155907228127	-3.55079752655224	-3.74341613237603	-2.97554879538621	-2.51190637369243	-3.70700636338099	-2.48719751627686	-3.10580316489417	-1.85183720499799
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	-1.87029352990747	-2.73487560713015	-1.13145148180456	-2.20153041093907	-1.56604896334504	-1.50694731618934	-2.42660519156391	-2.04672012977596	-2.35712177125614	-2.5120596781294	-1.07257248133678	-2.51997943183132	-2.08173240816869	-1.50313240323481	-0.289887778564754
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	-1.17714634934752	-0.943116137902093	-0.620625858038573	-1.5729217515167	-1.08050512635369	-1.50694731618934	-0.951719674756572	-1.41073136305597	-0.853044374479869	-2.10659457002123	-1.25489403813073	-0.951363513917474	-0.911661155518438	-2.41942313510896	-1.54265074706012
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	3.59070941891767	2.9810550014617	2.30253572268058	3.2612415105745	1.96401731136973	2.36425369471855	1.79555123949892	2.55845005621213	2.92544723832375	2.07290780054118	2.59525356357933	2.92243827869047	2.93481132261373	2.64633145820837	2.18304268017653
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	-0.0785340606794105	-0.614612070930057	-0.977300801977306	-0.0762793332279414	-0.67504001824553	-0.996121692423351	-1.86801040663073	-0.91174019693698	-0.466271399383857	-1.1257653170095	-0.561746857570787	-0.345227710347159	-0.366933980076766	-0.16813133650247	0.536790794619714
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-2.27575863801563	-3.40563692381177	-2.53347612316676	-2.89467759149902	-1.78372499374972	-2.38202106788895	-2.47396007879665	-3.14533241844407	-2.13397821994193	-3.08150379954687	-2.70487029336677	-3.43627016370547	-3.9453756566293	-2.88076414034803	-2.16244718018109
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	-1.02299566952026	-1.26853853833672	-2.23006377047267	-1.14547773668976	-1.46362120553594	-1.91241242429751	-2.29653974064168	-1.35357294921602	-1.60334996887976	-2.81336809780175	-1.47803758944494	-1.0383748909071	-1.63989965588965	-1.50313240323481	-1.54265074706012
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	3.27526108208816	3.28937876280082	3.19488624700873	3.51919111777405	3.03036873781962	3.2805444265927	3.07719708214307	3.90450095913105	3.89333598005975	2.97894203224814	3.48130441026376	3.33738213075318	3.06511586506815	3.57827196174965	3.30546561753836
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	-1.17714634934752	-1.194430566183	0.0212280281338215	-1.10291812227096	-1.48059248875432	-0.302974511863405	-0.951719674756572	-0.68859664562277	0.0852252641130614	-0.2607678795229	-0.91842180150952	-1.13368507071143	0.30601049316566	-0.547620958207373	-1.93131175470739
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	3.72812842909091	3.50604979960942	3.08805622337154	3.67445313629376	2.861076681316	2.99286235414092	2.72710944350386	3.13443900588453	3.1312992925279	2.78625768841864	3.26035144032937	3.54566451345091	3.23584277498376	3.30742461247823	2.49158989109227
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-1.87029352990747	-2.44719353467837	-2.23006377047267	-1.97838685962486	-1.48489108362382	-2.32717084626408	-2.29540612279793	-2.16450316543235	-2.49065316388067	-2.87482709986428	-2.53845731268105	-2.51997943183132	-2.3330468364496	-2.83099811308798	-1.95502534953363
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	-2.69891200737066	-3.55674504564179	-2.62529921276494	-3.97965678289004	-1.50831533203782	-2.27152190274557	-2.28785398334376	-3.9218784582904	-4.13870878083894	-2.93786575637782	-2.56171928345433	-3.83201969506313	-4.01156399375214	-2.81707054172074	-2.01234287106376
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	0.326931047428754	0.443178223217797	0.0212280281338215	0.207664417113232	-0.387357945793749	-0.302974511863405	-0.0762509374026719	-0.437282217341864	-0.231870693545013	0.0528896793321415	-0.379425300776833	0.227291482424172	0.0115024556434789	-0.0215278623105942	-0.156356385940232
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-0.66632072558153	-1.26853853833672	-1.82459866236451	-0.5673998859146	-1.08050512635369	-1.50694731618934	-2.07718006906094	-0.91174019693698	-1.10435880276077	-1.1257653170095	-1.76571966189672	-0.762121514278946	-0.911661155518438	-1.1666601666136	-1.13718563895196
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	4.51377600957908	4.24767788192718	3.81494154356334	4.22273064861483	3.61997523943872	3.58884578624722	3.42277869349652	5.0271143998987	4.4542602630684	3.44377769133544	4.6053222223673	4.33331966135476	2.6813907435964	3.66279577526748	3.56933704129642
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	-0.66632072558153	-1.63626331846204	-1.13145148180456	-1.64191462300365	-1.47270008113974	-1.21926524373756	-1.17486322607078	-1.94135961411814	-1.30106909700683	-1.41344738946129	-1.76571966189672	-0.951363513917474	-1.5709067844027	-1.32081084644086	-1.89676504136674
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	2.647865279091	2.2019935367265	1.84747367343305	2.31207258152353	1.83726560573058	1.93773517741255	1.56597679785442	2.51994020145025	2.30513738171608	1.65460554567233	2.28316252624862	2.29545167963997	1.96714977997665	2.26270809201525	1.9230851557396
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	-2.74259925479049	-3.14034071523831	-2.70907021701338	-3.1823596639508	-1.51374313954328	-2.35217590314949	-1.86801040663073	-2.63450679467808	-2.35712177125614	-2.9519305818111	-2.44378961997396	-2.74312298314553	-2.89266262438502	-2.83887364405468	-1.85209790775818
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-2.75405565936888	-3.14034071523831	-2.59542253149646	-3.1823596639508	-1.61253269344868	-2.32275239206263	-2.41208285261885	-2.85765034599229	-3.74341613237603	-3.04714240194629	-2.46356560956297	-3.70773073816983	-3.84287065463797	-2.90972548342617	-2.01113775463608
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	0.363298691599629	-0.0268254060279384	-0.843769409352783	0.428558248693427	-0.16421439447954	-0.813800135629396	-1.86801040663073	-0.116810322067092	-0.246908570909553	-0.566149529074082	-0.0311186065086168	0.188070769270891	0.103069649168969	-0.339981593429129	-0.849503566500177
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	2.01470080313276	1.92541387807902	1.39427716250369	1.91547217517561	0.528932786080406	1.50531425931586	1.26748380929842	2.22685479667042	1.7919476906552	1.30565264782751	1.78962839959269	1.94132038373707	1.25837728151362	1.42002917748435	1.02229861040141
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	0.398390011410899	-0.222569983154034	-0.358261593571082	0.149844846224406	-1.08050512635369	0.102490596244759	0.0778997424245864	0.690529226018508	0.236265521525927	-0.371993514633124	0.662028574051329	0.240030508201602	-0.104569715609275	0.716071080820185	-0.289887778564754
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	1.23578680081539	0.688300681250782	0.254842879315327	0.695761789801667	0.423572270422579	0.284812153038714	0.806138242795802	1.04936011761231	0.871704384465226	0.765085054862781	1.4664013897215	1.09093848081291	0.641023940323213	1.07708442635752	-0.0385733502838483
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	-2.27575863801563	-1.88757774674294	-2.62625866447376	-2.33506180356359	-1.53895342075335	-2.11572030147641	-1.46254529852256	-1.41073136305597	-2.49065316388067	-1.1257653170095	-0.91842180150952	-1.42136714316321	-2.08173240816869	-1.03312877398907	-2.1086922810409
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	0.166588397353574	-0.575391357776776	-0.843769409352783	-0.349146319894582	-1.08050512635369	-0.996121692423351	-0.769398117962617	-0.273652793560062	-0.447579266371704	-0.902621765695295	-0.0917432283250517	-0.159125430713298	-0.347131352780586	-0.222198557772745	-0.444038458392013
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	1.09153719197084	0.535959956668763	0.0212280281338215	0.702634669089429	0.0181071623144151	0.529934611071698	-0.163262314392302	1.09838954485263	0.900974766765339	0.260529044110386	1.14300123466764	1.06353950662479	0.500166507606617	1.07708442635752	0.0667871653739781
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	-1.58261145745568	-1.63626331846204	-2.60989525545366	-2.48921248339085	-1.49315783130112	-1.91241242429751	-1.86801040663073	-1.75903805732418	-2.23933873559976	-2.5120596781294	-2.51093539611213	-1.35682862202564	-1.88106171270654	-1.72627595454902	-1.96851566345296
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	-1.02299566952026	-1.34858124601026	-1.82459866236451	-1.50838323037913	-1.65751418798503	-1.91241242429751	-2.01819938716865	-0.985848169090702	-1.21768748806778	-1.59576894625524	-1.07257248133678	-1.18497836509898	-1.79405033571691	-2.0139580270008	-1.54265074706012
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	0.166588397353574	0.356166846228167	-0.089997606976403	0.334148564222352	-1.46711281151763	0.16702911738233	-1.86801040663073	-0.085061623752512	-0.132498219731809	0.228780345795806	0.271162265364317	0.161042096882971	-0.0162771084635969	0.0654835146790357	-0.289887778564754
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	0.249970006292626	-0.655434065450312	-1.13145148180456	-0.0614642474428008	-1.39138605143235	-0.659649455802138	-1.46254529852256	-1.15290225375387	-0.20245680833872	-1.00798228135312	-0.299382593103296	-0.368217228571857	-0.450315589015817	-0.068047877945487	-0.849503566500177
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	-0.571010545777205	-0.00484649930916317	-0.7259863736964	0.113477202053531	-0.67504001824553	-0.207664332059081	-0.258572494196627	-0.459755073193923	0.0293448057186048	0.686613439421286	0.271162265364317	0.147248774750636	0.355772002724723	-0.62766366588091	-0.849503566500177
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	1.0384273666569	0.226955114748161	-0.28415362141736	0.489712671846757	-0.387357945793749	-0.0406102473959145	-0.481716045510836	0.125503145354838	0.483417612892146	0.0906300073149887	0.719186987891277	0.265031810407019	0.724989320440547	0.498347596975314	-0.0385733502838483
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	-0.571010545777205	-1.194430566183	-1.53691658991273	-0.725623891129494	-1.4886927067339	-0.996121692423351	-1.17486322607078	-1.53589450600997	-1.00257610845083	-0.72030020890134	-1.25489403813073	-1.13368507071143	-1.14346276957576	-0.915345738332691	-1.13718563895196
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	1.00138609497655	0.937196728667407	0.660307987423491	0.900811597673178	-0.16421439447954	0.0334977247578076	0.00379177027086441	0.903549769701269	0.924728852773446	0.37831207976677	1.42612749058356	1.1486973149651	0.711475601273824	1.06181695422673	0.162097345178303
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	-1.58261145745568	-2.22404998336416	-1.82459866236451	-1.79606530283091	-1.4976639905519	-2.30992351360522	-2.29756874954248	-1.41073136305597	-1.1784667749145	-2.10659457002123	-1.07257248133678	-1.49036001465016	-2.19951544382508	-1.50313240323481	-1.92754143801431
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	-1.17714634934752	-1.75404635411842	-2.23006377047267	-1.71602259515737	-1.46178822861794	-2.31267618522075	-2.21764965235139	-1.60488737749693	-1.72851311183377	-2.5120596781294	-1.47803758944494	-1.9321927669292	-2.08173240816869	-2.41942313510896	-1.94109908003497
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	0.496830084224151	0.226955114748161	-0.438304301244619	0.293739025884475	-0.16421439447954	0.0334977247578076	-0.163262314392302	0.676036218715941	0.325610621861777	-0.432618136449559	0.719186987891277	0.324929951988088	-0.387136687394286	0.525015844057476	0.0667871653739781
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	-1.35946790614147	-1.00027455174204	-1.31377303859852	-1.14547773668976	-1.08050512635369	-0.813800135629396	-1.46254529852256	-0.809957502627038	-1.25850948258803	-0.902621765695295	-1.07257248133678	-0.871320806243938	-1.23443454778149	-0.809985222674864	-1.13718563895196
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	-2.27575863801563	-2.73487560713015	-2.98285803053505	-3.58782477205896	-1.2904719973976	-2.34927923398656	-2.90732165716575	-2.63450679467808	-2.35712177125614	-2.5120596781294	-2.60296009057069	-2.33765787503736	-2.89266262438502	-2.0139580270008	-1.54265074706012
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	-0.889464276895739	-1.53090280280421	-1.53691658991273	-1.79606530283091	-1.41830104788139	-1.91241242429751	-1.46254529852256	-0.717584182496022	-1.39204087521256	-1.1257653170095	-0.784890408884997	-0.951363513917474	-1.23443454778149	-0.915345738332691	-1.87287833075063
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	3.97325088712389	3.76641406341024	3.29936531703875	3.74715710681285	3.2167802798651	3.07461300415962	3.05924327852648	4.56547023679787	3.98565964088903	2.93897877543631	4.07395253345213	3.82460374301262	2.17309196893231	3.20819797858167	2.95158787822069
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	-1.58261145745568	-1.88757774674294	-1.82459866236451	-1.79606530283091	-1.48224186212251	-1.91241242429751	-2.2158811140137	-1.35357294921602	-1.87161395547444	-2.71864277157587	-1.76571966189672	-1.82683225127137	-3.58580980494497	-2.41942313510896	-1.13718563895196
