#taxonomy	MCT.f.0344	MCT.f.0345	MCT.f.0346	MCT.f.0347	MCT.f.0348	MCT.f.0349	MCT.f.0350	MCT.f.0351	MCT.f.0352	MCT.f.0353	MCT.f.0354	MCT.f.0355	MCT.f.0356	MCT.f.0357
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	1.7431879785052	2.15306424090109	2.60943504388332	2.19399829754665	1.74748239767658	2.00928523472035	2.04673703704187	2.32282981728371	2.38897746895825	2.56928796882706	2.79151990080854	2.01819368735308	2.01535588295608	2.5637511043923
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-2.04100165541306	-1.07576191482028	-1.70657048969277	-2.27573391754634	-1.05587798322995	-1.96100667883177	-1.64214241707206	-2.48323831107127	-2.528567402072	-1.81095135527272	-2.68911902253345	-2.88052954753678	-2.31098184585721	-1.42718036245637
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	-3.51954584114106	-3.15445058628401	-2.80518277836088	-2.45805547434029	-2.15449027189806	-3.59858763519771	-2.42871274937273	-2.48323831107127	-3.17283691603037	-3.50121195633289	-2.98983224690964	-3.31305656342447	-2.71644695396538	-2.98532498050292
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	0.971259920092137	1.21001605985738	0.650081824571556	0.874149035834913	0.678723072158154	0.793563537905336	0.555082160264157	0.596375446463426	0.380153494492364	0.988070624035213	0.660785064741155	0.453207537489816	0.795098484865645	0.618813245155922
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	-0.169199478511473	-0.00532050311886887	0.515045540767613	0.0756413396171418	-0.901727303402694	-0.0357158169791892	-0.101697376124914	0.54930793560544	0.649486428275948	0.505818372713278	0.851840301503864	0.313445595114657	0.086913426941159	0.373312786740436
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	3.29573482103892	3.71242403139124	3.81688843083215	3.58647579370438	3.04951641517873	3.34158724448353	3.26805847970242	3.67479943586253	3.68670714089335	3.77469087707925	4.00296471997318	3.42250655397565	3.53930308778799	3.81428813985951
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-0.277413063151706	0.351354440819864	0.465652785438037	0.209172732241664	-0.650412875121788	-0.078275431397985	-0.948995236512117	0.561284126652156	0.222967910969951	0.402021579031634	0.837241502082711	0.262152300727106	0.482226163585305	-0.0541312280865039
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	-2.04100165541306	-3.18879362468659	-3.21064788646904	-2.6811990256545	-2.62710908546324	-2.80830453921897	-2.44905386112772	-3.17638549163121	-2.528567402072	-3.06371432376809	-2.68911902253345	-2.27682157033117	-1.80015622209122	-2.17439476428659
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	0.356893617385306	0.729790876540109	0.379791494831644	0.567235601455245	0.0968015267084333	0.297775791503886	0.254977567813819	0.173518595643392	0.179482799030212	0.213430409224084	0.144094321522766	-0.330911421275856	-0.00839675286316589	0.432401703110442
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	0.099064508083206	0.446664620624188	0.556349346908849	0.496854804693445	-0.0144241084017912	0.251966255472592	0.149617052155992	0.349975032984949	0.450357753165612	0.432793237698388	0.837241502082711	-0.197380028651334	0.560697779026801	0.577140548755354
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-1.19370379502586	-0.670296806712118	-1.55241980986551	-1.17712162887823	-1.7490251637899	-1.70969225055086	-2.46031126557589	-1.2304753425759	-2.01774177830601	-0.923648160271821	-1.9959718419735	-1.29599231731944	-1.33015259284549	-1.42718036245637
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	-2.73414883597301	-1.76890909538023	-1.55241980986551	-1.76490829378035	-2.15449027189806	-1.96100667883177	-1.64214241707206	-1.79009113051132	-2.01774177830601	-0.866489746431873	-1.43635605403808	-1.76599594656518	-2.31098184585721	-1.59903061938303
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	5.10393156384708	5.50672479804797	4.95769679725793	5.0041594654279	4.70983544915674	5.27172645734585	4.9531826197691	5.16764408077584	4.64385717505285	5.32961488042576	4.91353190754275	4.51776501054533	4.66006117236084	4.85035311458308
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	1.14397261777945	1.72253516412971	2.05721027259429	1.82138457155849	1.15969573277446	1.59434138265765	1.33678273816555	1.9884004822923	1.98594841564796	1.74439670621669	2.43186432873167	1.91283317169526	1.79441255255147	2.05810013641632
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	0.667048545689145	0.961120012440758	1.38950975769551	1.04449440158215	0.484567057717197	0.784431054342064	0.785605818875989	1.35082315288717	1.27809508769832	1.24035076943608	1.77678909612113	0.968371562854405	1.10126537199153	1.3998217815072
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	-3.13961394408117	-2.86752138404834	-3.21064788646904	-0.931999170845241	-2.55254809905189	-2.29747891545298	-2.04760752518023	-2.77092038352305	-2.528567402072	-2.14742359189394	-3.10844014866441	-3.09006999698833	-2.71644695396538	-2.98532498050292
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	-0.741718671282804	0.331151733502344	0.420337589225994	0.122161355252035	0.0968015267084333	-0.218037373773144	-1.13131679330607	-0.205971026061511	0.134020424953455	0.337483057894063	0.281295443036251	-0.430994879832839	-0.63700541228554	0.480410922296803
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	1.23614307757911	1.64881758823314	1.04496482334918	1.1365133003024	1.06438555297014	1.13650828903217	0.996914912543196	1.19306236083581	0.716625731113577	1.72377741901395	1.06038505339692	0.751700526045812	1.00924647327128	1.07941911194289
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	0.752206354029452	1.08372233453309	1.11016801715995	0.929718886989724	0.371238372410194	0.784431054342064	0.785605818875989	1.02830712775975	0.937168500727729	1.17039218082917	1.20270127557718	0.594858054552842	0.853085742515994	1.19290106569988
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	-3.3925051234132	-3.12699732824973	-4.0210591648074	-3.37434620621445	-2.78062174987684	-3.21376964732713	-2.4297814947146	-3.63246623367281	-3.2361040054996	-3.56385672731099	-3.0971470146527	-3.46310625625267	-3.39285613683905	-3.95223570451806
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	2.43822730721718	2.79021715210646	2.29874045015894	2.29553471676607	1.88856099593649	2.29359234615561	2.05503583985657	2.39576854054655	1.84088045039502	2.85113912096805	2.39538612012926	1.81195194684148	2.14723392717422	2.18088854541178
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	1.36573590662471	1.5926230298895	1.2581296746135	1.12546346411582	0.981003944031088	1.50918357431734	1.08788669074892	1.48232546128491	1.00754929748953	1.79609808059358	1.17161068850715	0.92863123420489	1.04475316172819	1.41834082927444
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	-1.34785447485312	-1.48122702292845	-2.03199289012739	-1.76490829378035	-2.56412357408772	-2.11515735865903	-2.04760752518023	-3.53921781550751	-2.528567402072	-2.65824921565993	-2.68911902253345	-3.09468545658061	-2.71644695396538	-2.4257091925675
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	1.70457314237742	2.01906126137794	1.59746314351574	1.71633179555535	0.936552181460254	1.57788010560357	1.02044540995339	1.35621400152204	1.11775243762314	2.03615210405611	1.16102857917661	1.23968665784198	1.46560318867583	1.44549181834039
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	-0.0260986348708	0.881982691882034	0.900225977704272	0.595945707337676	0.0968015267084333	0.369749291128975	0.149617052155992	0.0424903332369882	0.716625731113577	0.731774865404102	0.961539218760288	0.0257635226628759	0.145753926964092	1.05772628733163
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	-0.398773920155974	0.550205299565029	0.660553124438851	0.409843427703815	-0.139587251355797	0.282737914139345	-0.438169612746127	-0.131863053907789	0.32406402784132	0.90657758978403	0.678176807453024	-0.379701585445288	0.173924803930789	0.848736483455511
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	3.39490137408754	3.59081689929645	3.1341108964182	3.40044894551146	2.78715215071124	3.05627315798316	2.55756266080786	2.8163282748772	2.51485771484725	3.04775301573459	2.17841542792213	2.50509912740142	2.93954485685448	2.93222388365489
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	2.37179663792757	2.97166572761407	2.79816529897356	2.69523612015749	2.35085957880782	2.73947368696065	2.21507235186109	2.38621736956221	2.80736682804735	2.95122257952503	3.18017789060032	2.19672017317849	3.07656665441877	3.17693663754706
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	2.10213307097847	2.18553462593187	1.52992693652526	1.71940399459232	0.959025037312313	1.84565581093855	1.49335179885709	1.86703962528803	1.44799412449372	2.19638182995975	1.96484132762407	1.30669736812494	2.22161764729604	1.65665917860788
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	-3.66867558770714	-3.20213063890176	-3.49832995892082	-2.96888109810628	-3.33617365664331	-3.45062129350694	-2.3940567491668	-3.63695737091752	-3.14522173767787	-3.51964741834441	-3.34956729084168	-3.02078956286663	-3.3874282896718	-4.05195686744347
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	0.443904994374935	0.729790876540109	0.308332530849499	0.249994726761919	-0.075048730218226	0.511923779909518	0.0318340164996088	0.573118584299159	0.134020424953455	0.797015387272503	0.173081858396018	-0.00813802901280535	0.201323778118903	0.319728540606329
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	3.70039768281444	3.96551034873786	3.53752532268863	3.74164201134615	3.14632397484856	3.3861008518857	3.1285422073936	3.15511635826248	2.92103941202227	3.34068734628676	2.65798850818402	2.89555457285902	3.37032777294693	3.37251728600518
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	1.52853104106831	1.72759846608625	1.36920449153476	1.27961414394308	0.890032165825361	1.28046897795367	1.31968830480625	1.37221434286848	1.03625940337196	1.90609897580791	1.45401570385808	0.968371562854405	1.25384495958675	1.33880767575206
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	0.840067709820786	1.03445128552631	0.285859674997441	0.26323995351194	0.196884985265416	0.558991290767504	0.51734183228131	0.335159947199808	0.0616997633738289	0.817849474175345	0.728607661079916	0.0257635226628759	0.279285319588615	0.407504151488715
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	-3.33939748294374	-3.27713085825302	-3.90379506702898	-2.6811990256545	-2.67285322023038	-3.74536596189103	-2.73505121036817	-3.43666956801419	-3.52017160478387	-3.31582195896963	-3.43305111698271	-3.02611012894199	-3.42457183071628	-3.97501882606301
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	1.574410646819	1.75745142923593	1.60356692645376	1.53462543410531	1.22989999144771	1.38638799683741	1.35358985648193	1.68342691273046	1.46657051006665	2.09534097544644	1.86475786906709	1.10190295547893	1.33533799383793	1.62483274699621
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	-0.536924258636791	0.0502493480359419	-0.519404803683211	-0.483974448318281	-0.901727303402694	-0.441180925087353	-0.661313164060336	-1.03631932813494	-1.32459459774606	-0.621367288398888	-0.984370930295025	-1.07284876600523	-0.844644777063785	-0.788100403166704
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	-0.837028851087129	-0.921611234993024	-1.55241980986551	-1.12305440760795	-1.46134309133812	-1.70969225055086	-2.3726357605793	-1.38462602240316	-2.24088532962022	-1.55963692699182	-1.7728282906593	-2.27682157033117	-1.61783466529727	-1.59903061938303
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	0.987520440963917	1.35198632112777	1.26668892800917	1.25551659236402	0.371238372410194	1.11036300892784	0.896831453986213	1.45347730694725	1.34263360883589	1.26041833248689	1.34512161561895	1.13542564751757	1.45794031593026	1.28786287413681
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	0.937923499824545	0.982626217661721	1.68532449930708	1.39633841825122	0.913562663235555	1.05592780237283	1.08788669074892	1.7399391229938	1.7151545612247	1.72377741901395	2.0983727202486	1.64184597781564	1.4025902208471	1.60979486963167
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	2.3697743925468	2.69699902327436	2.35578639703594	2.65151976761087	2.14957482130611	2.19115745427916	1.97774416555492	1.97110898518224	1.98229210444485	1.96998624325916	1.75353223395687	1.648446661847	2.17390217425638	2.34255118828666
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	0.356893617385306	0.927967805123857	0.37287105198707	0.874149035834913	-0.362730802670007	0.383542613261311	0.51734183228131	0.190910338355262	-0.130672129273627	0.286189763506513	0.0189311785687599	-0.0795969929949503	-0.113757268520992	0.233550844365277
