#taxonomy	MCT.f.0121	MCT.f.0122	MCT.f.0123	MCT.f.0124	MCT.f.0125	MCT.f.0126	MCT.f.0127	MCT.f.0128	MCT.f.0129	MCT.f.0130	MCT.f.0131	MCT.f.0132	MCT.f.0133	MCT.f.0134	MCT.f.0135	MCT.f.0136
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	0.109317531237312	0.0415426715853114	0.280661059523992	0.145965741433216	-0.0141708146345324	-0.782262976782809	-0.293765594045909	-0.0142628070563722	-0.446198509821096	-1.28108416842058	-0.37110863052833	-0.407998635370973	-0.5282411236532	-0.160399627276314	-0.0340182298034133	-0.575793048117111
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-2.78105422665885	-3.78709872490378	-3.36054247715204	-3.4093823200562	-2.68831946406106	-2.22837438736064	-3.16836336467942	-2.21148738439259	-1.29905665030268	-3.92014149803584	-2.80190421694867	-2.06622671197451	-2.99944973665814	-3.49260413745152	-2.47274404808611	-2.56654862888407
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	0.189360238910848	0.063048876806275	-0.242587084240556	0.389845191226604	-1.77202873218691	-1.47541015734275	-1.76010266283934	-0.265577235337278	0.401099350566107	-0.170637422105466	-0.812941382807369	-0.679932350854615	-0.00499297988865253	0.158054103842221	0.348974022452692	-1.16357971301923
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	6.23479078759167	5.94155913659668	5.70544790494009	6.29117272178185	5.89334974653954	5.59446397111582	5.80663959088931	6.13574750921309	5.55604111045484	5.7926999445601	6.08431452573806	5.60827466160177	5.82797503810068	5.91953356781928	6.21968236842487	5.7916315071192
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	1.22627895857362	0.625699568436852	0.511184718135824	1.51059860577193	0.425195845149313	0.470499991712559	0.276779264421703	0.902027924817783	0.53463074319063	1.00348241907079	0.653395685986058	0.308679042599166	0.650413872688446	1.02918443959752	1.04212120301264	0.445858199414871
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	8.31719635007465	8.02127234813605	7.78496083767466	8.47875979079764	8.07530108213696	7.73005166718232	7.9273410754978	8.12069340237091	7.55101618669822	7.8665293736473	8.22323077006456	7.71209436426873	7.84875565601973	8.03804336050633	8.27672463324027	7.91965429583969
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-0.909252049757261	-0.842659745737343	-1.76241283798497	-0.79442254202	-1.43555649556569	-0.782262976782809	-1.35463755473117	-0.506739292154166	-1.29207076443512	-1.31745181259145	-2.55253978194583	-2.93696343489486	-1.22138830421315	-1.00769748766352	-1.35577406978573	-1.38672326433344
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	0.829863685985372	0.543634615382547	0.299010198192189	0.790322757823729	0.745667740424085	0.421709827543127	0.652830487323575	0.758927081177109	0.0646271139448943	0.26190864460537	0.678713493970347	0.261050993609912	0.195677715573499	0.559180810351787	0.841450507550487	0.559186884721874
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	-1.52829125816348	-1.70765718322395	-1.76241283798497	-1.04225870592458	-1.99517228350112	-2.32836538506977	-1.94242421963329	-1.29519665251844	-1.26604938376504	-1.840699956356	-1.21840649091553	-2.96790912059937	-2.60768266533304	-1.47770111690925	-2.04892125034568	-1.67440533678522
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	-2.08790704609891	-1.43572346774031	-1.76241283798497	-0.844432962594661	-2.91226846103702	-2.26939267902576	-1.76010266283934	-2.21148738439259	-1.23312419379126	-1.47779446266663	-1.6238715990237	-2.75937389253445	-1.10360526855676	-0.659390793395302	-1.13263051847152	-2.52378981621285
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	-2.78105422665885	-3.38163361679562	-3.421290216687	-2.56208445966899	-3.28740980461388	-2.48455428893218	-3.1404895917375	-2.68155440365742	-1.36870104526661	-3.51467638992767	-2.66001618606028	-3.24883102591224	-3.08614265575201	-3.49260413745152	-2.68487956492415	-2.48844652717817
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	-1.52829125816348	-3.09395154434384	-3.01517580648034	-2.11009933592594	-1.43555649556569	-1.88087526545092	-1.47242059038756	-1.80602227628443	-1.46928637565006	-3.92014149803584	-2.31701877958364	-2.35390878442629	-2.20221755722487	-2.39399184878341	-2.23715190333802	-2.45643008868569
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	0.715453334807627	0.661417651038931	0.525783517556977	0.938742762942002	0.761668081770526	0.604031384337082	0.591272594324141	0.462661265033937	-0.158516437369315	0.430136438323465	1.01518573059156	0.47930455962993	0.310088066751243	0.741502367145741	0.476807393962577	0.628179756208825
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	7.05243995405674	7.07343755197867	6.95252990338236	7.55718820860656	7.29787647084796	6.90840401079254	7.16953125042149	6.87255253146742	6.36431138472221	7.03662968108203	7.22610847500272	6.7824261742394	6.6068987009004	7.28876590366245	7.05960785548382	7.12535687769597
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	3.37380386735756	3.28064729038729	3.19542427054432	3.64679296404421	3.69434221935738	3.28104947619156	3.536546646608	3.2691515389494	2.61407228487047	3.29325855377225	3.79887334589939	3.26286231324028	2.95299896568249	3.48280979000443	3.36049016370795	3.52224837598632
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	0.759905097378461	0.496487836956845	-0.0707368273138966	1.06415942345346	0.202052293835104	-0.628112296955551	0.0316568063887185	0.462661265033937	-0.851663617929261	0.356524620980219	0.391031421518567	-0.274467242746451	0.0313746642822222	0.429369198829796	0.659128950756532	0.318024827904986
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	-1.17161631422475	-1.91529654800219	-1.31042771424191	-1.04225870592458	-0.742409315005748	-0.782262976782809	-0.556129858513401	-1.29519665251844	-1.02552287675603	-2.04833932113425	-0.525259310355588	-1.37307953141456	-1.69139193345888	-1.47770111690925	-1.64345614223751	-0.981258156225275
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	1.91942613913356	1.87932796320865	1.91929812665035	2.21943711612655	1.99843070891945	1.75671089427547	1.92460141986412	1.85753936984522	1.28840254556701	1.8196514141434	2.24210746790304	1.86068490594739	1.58951928232877	2.03483885208828	2.06195261382763	2.07116946100526
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	1.77282266494169	1.3748260167387	1.01906483167206	1.84463478759526	1.74249733478225	1.2101671879074	1.36811879376073	1.46481328751448	1.22777792375058	1.16126286694863	1.88767383980732	1.23882680913475	1.06861800657404	1.18022469701039	1.66465081635863	1.23431555977914
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	4.71059124694628	4.28910580233524	3.98013236950966	4.95504811680763	4.49593054173228	4.20476245167431	4.3094796635326	4.62959376132155	3.79272728121211	4.60402730711683	4.71692852463625	4.07795892215114	4.11374303545761	4.81362107858064	4.65855214646551	4.38782828121097
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	2.54682194213073	2.13313831291583	1.86383104513748	2.35476330432709	2.16371079985856	1.89188567264372	2.08649253726635	2.41348542889168	2.0387081399669	1.83401718394543	2.55051567087194	1.90406520157762	2.14158786462881	1.84733490378734	2.40542604590783	1.97191450290992
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	0.603336036686921	0.417593894487182	0.418811398004809	0.785310216000185	0.229451268023218	0.198566276228917	0.319338878840499	0.621725959663624	-0.446198509821096	0.455615523624449	0.322038550031615	-0.317026857165247	0.412742220811326	0.618269726721793	0.659128950756532	0.271504812270093
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	2.14256969044777	1.90999476160162	1.57994404365425	2.1927365008235	1.90173708411698	1.50351499789486	1.77601403672219	1.96289988550305	1.09424653112605	1.58315544919874	1.90981496568454	1.55811422100186	1.61915107993514	1.76489123457626	1.97643044038947	1.77027715681667
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-0.0730040255566427	-0.23175066341437	-0.181962462424121	0.645296985773471	0.229451268023218	-1.47541015734275	0.0857240276589943	-1.11287509572448	-1.28288148051056	-0.218839523923343	0.0343564775798341	-0.744470871992186	-0.902934573094611	0.118313775192706	-0.544843853569404	-0.0649674243511202
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-2.78105422665885	-3.38163361679562	-3.28380536166727	-2.71623513949625	-3.16658792055766	-2.29893709964048	-3.19191616524122	-1.80602227628443	-1.27980876421515	-3.22699431747589	-2.70598534564021	-3.19353190197333	-3.02937600154457	-3.93637264474124	-2.35865238081123	-2.49036177830755
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	-2.08790704609891	-2.53433575640842	-2.60971069837217	-1.73540588648453	-1.77202873218691	-2.16360231630565	-1.94242421963329	-1.80602227628443	-1.4457079995995	-2.82152920936773	-2.31701877958364	-2.35390878442629	-2.90836866808511	-2.39399184878341	-2.04892125034568	-1.67440533678522
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	5.96255714860525	5.51782428955835	5.303322514024	6.26946055503945	5.83981366739351	5.45018503976771	5.48305284980268	5.68543727187627	5.25980372157342	5.63343390551238	6.3775671753898	5.7568187985482	5.71943901582919	6.05256426303339	5.96541448695375	5.74377548594157
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	-1.39475986553896	-2.53433575640842	-3.2421320696813	-2.42855306704447	-2.92587056338254	-2.32283297644604	-2.45324984339928	-0.958724415897224	-1.32439309304278	-2.21539340579741	-0.930724418463753	-2.75937389253445	-2.84385901261567	-1.14122888028804	-2.49364204101876	-1.38672326433344
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-2.37558911855069	-1.43572346774031	-1.62888144536045	-1.21215774271998	-1.18424206728479	-0.964584533576764	-1.94242421963329	-0.602049471958491	-1.2435823157938	-1.66884969942934	-1.40072804770949	-1.8430831606603	-2.8966860821739	-1.2953795601153	-1.64345614223751	-2.07987044489338
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	0.568849860615752	0.323775139269528	0.120318409448813	0.912540390547978	0.53055636080714	-0.376797868674645	0.542482430154709	0.621725959663624	-0.851663617929261	0.669915050142206	0.941077758437838	0.498722645487031	0.975836273123074	0.681783132444119	0.895517728820762	0.594278204533144
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	2.05522768029263	1.88622454226771	1.94416619322837	2.2242160977429	1.77758865459352	1.64548525916524	1.54188806873937	1.9156470006525	1.28840254556701	1.80507625734043	1.96656778227699	1.43782805512736	1.78057451909148	1.97334407048047	1.99413001748887	1.81194985321724
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	3.33262795317338	2.75320951315771	2.47994113604231	3.1234370558526	2.88002503970004	2.61336335982989	2.71723415163887	3.22223461916165	2.53272664541651	2.60708515812817	3.45442234354637	2.75001444409353	3.09276090805765	2.86956152532829	3.2543836577134	2.86533704388042
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	1.59470279500143	1.58817968278038	1.24750407056098	2.17034750593002	2.10333028886965	1.86862881047945	2.1214611351041	1.60622494156431	0.401099350566107	1.44583451698601	2.16031803489456	1.52421266932618	1.21002966062387	1.64905941905114	1.56199666229855	1.81194985321724
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	1.22627895857362	1.35163657181979	1.01017588425481	1.68844951907021	1.26292425452037	0.98132561547855	1.35341264637104	1.34386067709682	0.0646271139448943	1.25600823453799	1.56454501835979	1.00182622315911	1.05587898079661	1.3864027141663	1.2282234826465	1.28742538509309
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	-0.909252049757261	-1.14804139528852	-1.51109840970406	-0.259499366674949	-0.491094886724842	-0.964584533576764	-0.256025266063062	-0.707409987616317	-1.23165355089615	-0.875619060312414	0.0343564775798341	-0.562149315198232	-0.467616501836766	-0.689243756544983	-0.544843853569404	-0.827107476398017
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	-1.27697682988258	-2.08235063266536	-2.09888507460618	-0.723804974806046	-1.18424206728479	-1.88087526545092	-1.35463755473117	-1.51834020383265	-1.25363002087875	-1.72291692069962	-0.812941382807369	-1.14993598010035	-2.60768266533304	-1.00769748766352	-2.04892125034568	-0.827107476398017
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	0.332461082551522	-0.110798052996707	-0.412486121035953	-0.0306577942461011	-0.203412814273061	-0.176127173212493	0.00348592942202219	0.273419265395409	-0.446198509821096	-0.829099044677521	0.391031421518567	0.0132148297053302	-0.00499297988865253	-0.63040325652205	0.148303326990541	0.17142135371311
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	0.956615391624516	0.6788093937508	0.317028703694867	0.876500454064781	0.729407219552305	0.421709827543127	0.591272594324141	0.784244889161399	-0.446198509821096	0.55719531644237	1.1169684249015	0.690613653297136	0.590990452217645	0.844686603380972	0.995601187377745	0.81050131300278
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	3.11058998516692	3.06461516319473	2.89290713168859	3.50037096158861	3.53722857439947	3.08196936480899	3.35589314691475	2.90650642802416	2.0387081399669	2.99160580221584	3.52507531087007	3.05624806387729	2.60996679814755	3.22640901693374	3.03867508488671	3.41934486402154
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	-1.27697682988258	-2.28302132812751	-1.91656351781223	-1.04225870592458	-2.68831946406106	-1.47541015734275	-1.94242421963329	-1.80602227628443	-1.19092075322124	-1.28108416842058	-1.06425581108828	-1.66076160386634	-2.60768266533304	-1.78785604521309	-0.439483337911578	-2.22752869497308
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	5.03395103954529	4.68384108199499	4.38330442456079	4.92844494239172	4.9762617721442	4.53258369171644	4.82767689405005	4.88647494565749	4.10767838177944	4.30589693144965	5.18461567829977	4.6512756398874	4.52321616496331	4.42784236769109	4.86332393390931	4.75638883238368
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	2.70788349949783	2.61149620963142	2.52804660316342	2.85845053960329	2.60498536066343	2.42318982775325	2.7285337068928	2.72657721686883	2.40643292009222	2.52716436450538	2.87871199818929	2.32203047245001	2.31957101982417	2.76218575060351	2.75099301243492	2.57408990526414
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	2.82658438744445	2.81209127071015	2.83558885852451	3.26011576980168	3.34596508022985	2.99049796131183	3.22121824358814	2.70116750134346	1.95169676297727	2.77442056048526	3.38175115324901	2.8736284000607	2.46436125689186	3.07967840524249	2.88555268278501	3.1512381719612
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	0.457624225505528	0.247141913248612	-0.0707368273138966	0.972644314617684	0.745667740424085	0.644853378857337	0.902485164186116	0.139887872770886	-0.446198509821096	0.284551121355129	0.818475436345506	0.397626528615662	-0.165335629963832	0.346848175141793	0.691918773579523	0.405036204894615
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	0.568849860615752	0.371784358455888	0.00524907966402551	1.21885313886289	0.8380410605551	0.259190898045352	0.591272594324141	0.621725959663624	-0.158516437369315	0.590718008481013	1.32056738014274	0.75217154629657	0.505832643877338	0.955912238491197	0.868849481738601	0.940554441250978
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	4.89889044022318	4.56037319169424	4.23439455353351	4.83398787230359	4.84162390654053	4.47610007425819	4.71378803351294	4.7601812203332	4.00426528640601	4.15466323116764	5.01600423480284	4.50079727346604	4.43678643696492	4.26594289117208	4.73497004141407	4.66301019089852
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	1.18923768689327	1.10325040331797	1.10386136833214	1.71656382055105	1.8114902062692	1.58486063734881	1.73640489862714	1.10269862027993	1.163239402613	1.345136014434	1.76895753296794	1.45275370534403	0.842304880498551	1.57315045586582	1.49203807369164	1.557715714833
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	1.34608015838624	1.14737520822691	0.780313382691857	1.46071295126106	0.895199474395049	0.75818206416434	1.13026909505683	1.17290287895318	0.853084474309165	0.939670906325835	1.20934174503252	0.690613653297136	0.933276658704278	0.96174315880199	1.57541968263069	1.01117200846493
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	1.05839808593446	0.772027522582901	0.280661059523992	0.921351020230133	0.761668081770526	0.470499991712559	0.455471053165079	0.833035053330831	0.401099350566107	0.165834814515747	0.941077758437838	0.376120323394699	0.688154200671293	0.256899938478853	0.516028107115859	0.405036204894615
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	1.10050957128458	1.021012305081	0.802536519476568	1.6166887821699	1.26292425452037	1.00949649244525	0.842587022605047	0.98718573315809	0.652413778847013	1.03568555956542	1.82611594680789	1.19186982604698	1.02990349439335	1.48757194916003	1.41681465245405	1.1782260931281
