#taxonomy	sample1	sample2	sample5	sample6	sample8	sample10	sample11	sample13	sample14
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	4.1727320418161	-0.504496414923728	-0.0559469562113513	-0.554234313023351	-0.830776907086425	0.503663071523276	-0.127193987720985	1.22404114394372	0.85233745320201
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	-2.96056391307996	-0.662303405954097	-0.593339607362064	-0.74228654452629	-0.7354667272821	-0.591154146176282	-0.350337539035194	-0.993184100099164	-1.02481710043817
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	2.90164579817076	4.78151931847923	4.57287391855264	4.84625276970619	4.93504095848923	4.6715360427286	5.2022343738521	4.52499872340525	4.22526227504619
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	-0.35787422763558	-0.151477782188106	-0.401448599551959	0.234223047340919	0.332373902719256	-0.453370443813229	0.103917733242402	-0.618490650657753	-0.742965948297186
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	4.10590305705699	6.48565926184019	6.15807670179589	6.52773834385473	6.39594106438053	6.12654061645572	6.8634675872569	5.78653117445573	5.57274096604806
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-1.86195162441185	-1.43549329418758	-1.90552599632823	-1.40153217341055	-1.34160253085242	-1.26182847088417	-1.40015966353387	-1.44516922384222	-2.07796701502953
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	-0.157203532173429	0.643948247492257	0.368071559792561	0.927370227900865	0.555517454033466	0.696700142130356	1.2490500375454	0.192439565558575	-0.495557774983345
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	-3.19096917031543	-0.131172516027361	-0.401448599551959	-0.0491393639663451	0.0446918302674752	0.0129134043299749	0.964729312796328	-0.0237835429110605	-0.708479772226016
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	0.622955025376146	3.927796527113	2.6588221951396	2.55737441791644	2.10307996274948	2.10776357136266	4.06729752310606	2.33902041007604	2.07464645531655
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	-0.763339335743744	-1.36403433020543	-1.5488510523895	-0.890706549644564	-1.74706763896058	-1.97744850729617	-1.47426763568759	-2.00478501177764	-2.07796701502953
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	1.84345713165329	0.245403582228667	0.0901456622861446	0.390227295817501	0.300625204404676	0.533627860225213	0.652130889080013	-1.08849427990349	0.231262620683189
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	3.58262824911443	-0.761038246639786	-0.855703871829555	-1.71168710171439	-0.7354667272821	-0.819995718605129	-1.26662827090935	-2.69793219233759	-1.89564545823557
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	1.38971402327934	3.32952559274241	2.81488431231213	3.09531013569191	3.19278747307463	3.47163720204425	3.51929974989651	3.79127273898773	2.6611511434683
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	-0.475657263291963	1.70321635859555	1.34429463238939	2.10101770251189	1.78661892574765	1.40848140223519	1.41182146041657	1.25331152624384	0.966555422693897
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-3.31455072060704	-1.17598209870249	-2.34735874860727	-1.62467572472476	-2.03474971141236	-1.57198339918801	-1.95977545146929	-2.98786505334841	-2.7065756744519
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	-0.763339335743744	-3.12189224775781	-4.02598270162289	-4.02051726614171	-2.44021481952052	-4.37534378009454	-3.34606981258919	-3.11188993536742	-3.68740492746363
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	-1.45648651630369	0.112856926266684	-0.187874499253899	0.0175520105323271	-0.42531179897826	0.0129134043299749	0.471642513367719	-0.826130015435998	-0.815725302579614
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	-2.26741673252002	-1.61781485098153	-1.90552599632823	-1.40153217341055	-1.52392408764637	-0.941356575609397	-0.781120455127649	-1.78164146046343	-2.7065756744519
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	0.42382635026581	3.49363731872268	2.62553621750614	2.67713457609232	3.25014463480354	4.55627426080133	3.24765941860157	4.12153817177698	2.20607921128415
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-2.5550988049718	-0.381052223832606	-0.187874499253899	0.124524130084495	0.198842510094734	-0.414530610496965	1.06672848075145	-0.906172723109534	-1.0971377620178
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	-1.7078009445846	1.70321635859555	-0.00128854367348728	0.167083744503291	-0.137629726526479	-0.193293637453337	1.53293703902863	-0.618490650657753	-0.367176608335138
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	2.26786732600391	3.19599420011789	2.27979034409959	3.55006058005192	3.60122965989248	3.60296718977318	3.69883530454019	1.54339456023316	3.04995736558983
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-2.26741673252002	-3.22725276341563	-4.13053438397997	-2.16367222545745	-2.79781521771565	-2.76590586766044	-2.65292263202924	-2.69793219233759	-2.7065756744519
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-2.96056391307996	0.259102426586829	-0.0447736556132261	1.14791299751502	0.96098256214163	1.13404455653343	0.2915163471372	-0.446640393731094	-0.611629946236099
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	-1.01465376402465	2.18290408488794	-0.385700242583819	-0.583221849896603	-0.300148656024254	-0.349992089359394	-0.0879732745677033	0.0429078315876116	-0.50935109711568
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	0.489423632751624	2.44301122794728	1.7833534577857	2.76150892009778	2.7274242233854	2.21082787476013	2.64789161471738	1.388044120214	1.13556120351208
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	2.46438610440144	0.698015468762533	0.226101298522174	0.773219548073606	0.36314556138601	0.0129134043299749	0.0879173918959609	-0.826130015435998	-0.0586293974193951
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-2.04427318120581	-1.64028770683359	-2.34735874860727	-1.33699365227298	-2.03474971141236	-1.89043713030654	-2.42977908071503	-2.00478501177764	-2.7065756744519
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	-1.25581582084154	-0.761038246639786	-1.01822280132733	-0.777377864337561	-0.830776907086425	-1.11724724207306	-0.605229788663984	-1.78164146046343	-1.32028131333201
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	-0.475657263291963	0.740940513479567	0.345765802278263	1.72522836254984	1.38842657696857	0.974141873027893	0.873437892586921	0.520943632530612	-0.132056865974212
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	-2.26741673252002	0.206734441069513	-0.296088083894132	-0.0152378122906638	-0.137629726526479	0.559130153036149	0.605173905992242	0.703265189324566	-0.170896699290476
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	-2.96056391307996	0.147676691425912	-0.715941929454396	0.080072367513661	-0.300148656024254	-0.805811083613173	0.223462883892185	-1.08849427990349	-1.49018035012741
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	-1.01465376402465	-1.95874143795213	-1.83653312484128	-3.01097008584465	-2.03474971141236	-1.40492931452484	-0.948174539790815	-1.78164146046343	-2.07796701502953
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	-2.96056391307996	0.241949347360579	-0.6733823150356	0.710699191092272	0.530199646049176	-0.00589592762752129	0.223462883892185	-0.683029171795324	-0.675143351958424
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	-2.26741673252002	-1.95874143795213	-2.59867317688818	-1.62467572472476	-2.44021481952052	-2.02396852293107	-1.47426763568759	-3.10104247254827	-2.58879263879552
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	-0.518216877710759	-0.447743598331279	-0.6733823150356	-0.0665311066782143	-1.18745185102516	-0.240177223352187	0.00383427468541952	-0.557866028841319	-0.742965948297186
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	-2.96056391307996	-1.89811681613569	-2.59867317688818	-1.54463301705123	-2.59967819485778	-2.58358431086649	-1.64132172035076	-2.95819742706738	-3.17657930369764
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	-2.26741673252002	-0.121172432692777	-0.555599279379217	-0.0152378122906638	-0.137629726526479	-0.0446104398082117	-0.455698054693021	-0.346556935174112	-0.778684030899265
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	-1.16880444385191	1.72071879424532	1.45930374116305	2.08073303134038	1.50136698814917	1.21564320041631	1.18113883192919	1.01563987436672	0.917765258524465
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	-0.820497749583693	1.43198464384273	1.7886963021962	2.21298286541452	1.95423433515191	1.47685869967993	3.2442312356075	1.27235972121453	-0.00689372302020635
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	-1.86195162441185	1.21931239239582	0.648373524946719	1.56717142775552	0.90968926775408	0.733627414722575	0.75657355244761	0.393110261020727	0.2444207052607
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	-2.26741673252002	-0.789748352522217	-0.989235264454078	-0.420702920398828	-0.64845535029247	-0.737757620368157	-0.350337539035194	-0.172203548029334	-1.04834759784837
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	-3.28369065115951	-0.282813784249193	-1.04807576447701	-0.259434772802706	-1.05392045840063	-0.863798341263522	0.330230859317891	-1.59931990366948	-1.60796338578379
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	-3.32799690987692	-1.92796977928537	-2.59867317688818	-1.91235779717655	-1.52392408764637	-2.42943363103923	-1.95977545146929	-3.05437592781964	-3.68740492746363
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	-0.820497749583693	1.67224403774291	1.95970484759315	2.37962255681255	2.25113306270862	1.68960354377324	3.4252928414874	1.37960525156813	0.250935386281893
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	-3.39631982434518	-1.57432973904179	-3.1582889648236	-1.06505993678934	-1.52392408764637	-1.93299674472534	-1.64132172035076	-2.29246708422943	-2.99425774690368
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	-2.26741673252002	-2.59126399669564	-2.46514178426366	-2.03014083283293	-1.52392408764637	-2.17811920275832	-2.24745752392108	-2.29246708422943	-3.68740492746363
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	-1.35112600064586	-3.34503579907202	-4.1119475031939	-3.79252726615692	-3.16661039685818	-3.6821965995346	-2.65292263202924	-3.501728375841	-4.09287003557179
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	-3.295188462847	-1.3814260729173	-2.24199823294945	-1.16514339534632	-1.74706763896058	-1.57198339918801	-1.26662827090935	-2.00478501177764	-2.01342849389195
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	-2.04427318120581	0.128482244169764	-0.0786752072889074	1.00841143790399	0.716785601629588	0.828662906982252	0.391599805694183	-0.446640393731094	-0.691672653909635
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	-3.28175100517542	-0.733129458522709	-0.6733823150356	-0.74228654452629	-0.936137422744251	-0.974146398432387	-0.903722777219981	-1.59931990366948	-1.14843105640535
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	-1.25581582084154	-0.482834918142549	-0.831011259239183	-0.931528544164819	-1.18745185102516	-0.778031519506097	-0.512856468532969	-1.59931990366948	-0.778684030899265
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	-2.04427318120581	-1.19037083615459	-1.36652949559555	-0.813745508508436	-1.34160253085242	-1.35491889395018	-1.20600364909291	-1.08849427990349	-1.56714139126354
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	1.63959373108458	3.420579712749	3.9242596045317	4.30933624763513	4.36329043808781	3.48271710934903	4.05241041845194	3.37856260395497	3.62980748089621
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	1.00972800047216	4.0232250197761	3.03202644102955	3.49680501525989	3.41342341068005	3.07153299180843	4.29309135906999	2.64200684890127	2.33523523711281
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	1.44003910716685	3.87926229548288	4.13947931770778	4.37094683253188	4.32885293968772	3.86872749020124	5.59383884034174	3.53353302315103	2.4008838042799
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1.22148622956124	3.75478507565347	3.29572965737667	3.9644438416113	3.49203036792749	3.28311978997207	3.20429598151635	2.9278887408489	2.95116286170289
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	-2.04427318120581	-0.789748352522217	-0.855703871829555	-0.0842306837776153	-0.360773277840689	-0.925356234262955	-0.82034116828093	-1.44516922384222	-1.56714139126354
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__Mediterranea massiliensis	-2.96056391307996	-3.34503579907202	-2.75282385671544	-3.41643519395282	-2.85395071193268	-2.87126638331827	-2.42977908071503	-3.03412166742341	-4.38897427140357
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	0.0598609730643987	-2.24642351040391	-2.24199823294945	-1.91235779717655	-1.34160253085242	-1.26182847088417	-1.04348471959514	-1.78164146046343	-2.7065756744519
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	-2.96056391307996	-0.324610912927655	-0.310476821346232	-0.777377864337561	-1.34160253085242	-0.349992089359394	-0.0138653024139815	-1.78164146046343	-0.675143351958424
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas virosa	-1.7078009445846	1.28847885992522	0.82139268907836	0.901052919583491	0.332373902719256	0.952532388695038	1.01702881219918	0.346590245385834	1.2374303768293
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter laneus	-3.54495243757674	-3.47856719169654	-2.46514178426366	-2.72328801339287	-3.03630320969305	-4.37534378009454	-2.94060470448102	-3.30660784615818	-3.39972285501185
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter splanchnicus	-0.127350569023748	3.27520406023766	3.21971268050703	3.06743639139714	2.9691965945331	3.35614824915114	3.51668810046222	2.48945361350317	3.25152596898696
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA;NA	-3.36730310521703	-2.37995490302843	-2.24199823294945	-2.31782290528471	-2.44021481952052	-2.87126638331827	-2.42977908071503	-2.69793219233759	-3.68740492746363
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;NA	-3.35680040693087	-4.97271502218724	-4.58675403375628	-3.64495172719058	-3.11890039851531	-2.87126638331827	-3.50126374537008	-3.10587525528093	-4.41224579860452
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella clara	-0.395614555618427	-1.89811681613569	-3.44597103727538	-1.47052504489751	-2.44021481952052	-0.368010594862072	-1.20600364909291	-2.29246708422943	-2.58879263879552
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella xylaniphila	-3.33072250026029	-1.53265704264123	-1.77199460370371	-1.2192106166166	-1.52392408764637	-1.23984956416539	-0.743380127144802	-2.00478501177764	-2.48343212313769
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;NA	-1.35112600064586	-1.43549329418758	-2.59867317688818	-3.01097008584465	-2.44021481952052	-0.602582841999904	-2.09330684409382	-2.00478501177764	-2.48343212313769
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	-2.26741673252002	-4.03818297963196	-4.26536928248953	-3.7199014538574	-2.795648409346	-3.12258081159917	-3.67909670213602	-3.26881476305304	-4.63061117664939
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	3.74934999745018	-3.12189224775781	-2.93514541350939	-3.75495710446845	-0.830776907086425	-2.50354160319295	-0.903722777219981	-3.09636306298048	-3.68740492746363
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella ihumii	-2.96056391307996	-3.47856719169654	-3.85143614538355	-3.01097008584465	-2.67822051937507	-1.84961513578629	-2.42977908071503	-3.004354548706	-4.26424271435299
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. KHD1	0.130478540278352	2.30833018967017	2.48627415017263	2.85549797108864	2.49425911361017	0.842305683386039	1.41610412220857	2.02945562637475	1.65652295033646
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	-2.26741673252002	-1.28134261436032	-1.90552599632823	-1.40153217341055	-1.34160253085242	-1.54213043603833	-1.95977545146929	-1.59931990366948	-1.69497476277342
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	-0.820497749583693	-0.0773698100343843	-0.4174489408984	0.180877066635627	-0.7354667272821	-0.424100061513115	-0.82034116828093	-0.557866028841319	-0.442211794278052
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;NA;NA	-3.41554144358897	-0.427265066987738	-0.227095212407181	-0.931528544164819	-0.830776907086425	0.587500850165364	-0.210575596660036	-0.906172723109534	-0.58132459674077
