#taxonomy	MCT.f.0086	MCT.f.0412	MCT.f.0414	MCT.f.0415	MCT.f.0416	MCT.f.0418	MCT.f.0419	MCT.f.0420	MCT.f.0421	MCT.f.0422	MCT.f.0423	MCT.f.0424	MCT.f.0425
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-2.56545203921227	-1.42677539435075	-2.26526935375532	-2.57462199902494	-3.14398629745948	-2.10829301485169	-1.6666729999212	-2.62033495035978	-2.31531647065898	-1.64550141391411	-1.51517937628211	-2.72120115204207	-1.5905897782823
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	-1.08384749828805	-1.05905061422544	-1.20921667950601	-1.370649194699	-1.23459048608008	-1.12746376183997	-0.7728551238991	-1.17341596742346	-1.3037155589805	-0.857044053549837	-1.10971426817394	-1.48905747074944	-1.99605488639047
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-3.48174277108642	-2.15766290289355	-2.73527298300106	-2.9800871071331	-3.14559049878739	-3.2069053035198	-2.25445966482332	-2.39719139904557	-3.00846365121892	-1.86864496522832	-2.34185794946658	-3.05767338866328	-2.37912100828037
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	-0.303688940738479	-0.733628213790808	-0.319359204700009	-0.495180457345103	-0.135978197411975	-2.29061457164565	-0.919458598090976	-3.31348213091973	-0.190065392947847	-0.770032676560207	-0.336524379940463	-0.589573857191666	-0.124252709488876
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	5.99927338264928	5.26489469768462	5.83950964046454	5.76487890398101	6.11611834542121	5.36174116948535	5.45125315907111	5.92622284968636	5.9165917729052	5.42250021421013	5.85248973824311	5.51309848365418	5.68895891577027
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	1.74668846799745	0.758026662986909	1.60070971317142	1.57378978446744	1.76114178747391	1.39826488246829	1.34010910981938	1.98483523562831	1.56624732728446	1.02172679266785	1.30694328107995	1.27042490398504	1.64153127333592
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	7.46388371568872	7.03496772709641	7.60181999858754	7.20756383454318	7.63673241290716	7.10034591048473	7.17646097606391	7.52331058364968	7.54316717826814	7.08709343756428	7.34703865943088	7.46700336707529	7.29096871035667
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-3.07627766297826	-2.93085279112703	-3.65156371487521	-2.9800871071331	-2.84402839851418	-3.75197620668958	-3.49721540875665	-3.59523074499891	-1.99686273954044	-2.56179214578826	-2.901473737402	-3.97396412053744	-2.49893991516017
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	4.50747863772885	4.85901576792768	5.14824875465034	4.4500270314287	4.8319815335147	4.23558741927464	4.25102539694718	4.50091750288476	4.71807977827613	5.18753031887209	4.64866160508643	4.52475955459514	4.44887096709393
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	0.219559203026069	0.294667576459842	0.665924398661098	0.57526095435631	0.451808467490144	-0.289134571435523	0.0073034336504748	0.104244552693637	0.375926612126852	0.657083679079939	0.366192251635633	-0.113234409496845	0.446292148978737
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	-1.34167660759015	-1.58711804442593	-0.761191956979048	-1.10828493023151	-0.703962235017914	-1.41514583429175	-0.531693067082212	-1.06219033231323	-1.25926379640966	-1.64550141391411	-1.72281874106035	-1.05619338845316	-0.743291917895099
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	0.450082861637901	-0.022131894562666	0.198583886834846	-0.00967264156340233	0.780312534462181	-0.764558268150598	0.0873461413240112	-0.055385592898247	0.648667104580434	-0.163896872989891	0.255526683748114	-0.0924003225940027	0.201169690945752
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	0.168915470207314	0.534883111672699	-0.155056153408733	-0.677502014139058	0.176396487630178	0.160390526466672	-0.20033593112777	0.547247580120867	1.43418760527139	0.657083679079939	0.131072509274708	0.5146722491947	0.201169690945752
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	0.0147647903800554	-0.645074816449363	-0.319359204700009	-0.207498384893322	-0.135978197411975	-0.721998653731802	-0.42991037277227	-0.540893408679948	-0.000308857666374292	0.112356503638267	0.0942585361519916	-0.39044518208133	1.18199894395748
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	3.0650426396741	2.55946139773838	3.26465564251905	2.71868282569955	3.28502181154636	3.00970079756506	2.96805598830844	3.47492639042984	3.20963833645752	2.67464981704169	2.82211136455038	3.21180161119975	2.98755173531787
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	2.83722534266001	2.36579651832031	2.74869373043361	2.49428220319529	3.08688964872576	2.54248768238845	2.56904251548176	3.07927215288594	3.04538866832388	2.45217093840067	2.55917504106349	2.47650630160674	2.27364256330949
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-1.08384749828805	-1.0850261006287	-1.30018845771174	-1.59379274601321	-0.898118249458871	-1.12746376183997	-1.78445603557758	-0.871135095550525	-0.334315001792394	-1.17549778466837	-1.51517937628211	-0.775291002986759	-1.07976415451631
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	-4.0718514126305	-2.08355493073982	-2.26526935375532	-2.28693992657316	-2.43856329040602	-3.43311283612158	-3.34384125576934	-2.90801702281156	-2.60299854311076	-2.56179214578826	-3.18915580985378	-2.87535183186933	-2.48694389598582
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	1.1722175790711	0.894158837311489	1.19262337158338	0.708792346980833	1.48670494177215	0.809477717232587	0.741272608730675	1.39604807039261	1.36414376153847	0.91944794354743	0.859726378291563	1.12894644966799	0.678093763036061
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	1.14323004219785	0.57069256436941	1.10632755813054	0.0403377790112591	0.725504297967185	0.577284330398459	0.143435607975055	0.684718570749469	1.34824517547067	1.16390128144839	0.85389545798077	0.893570329918142	0.35532037077301
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	4.36033960225597	3.77233532211384	4.33816621162201	4.04767096424373	4.51925118844885	4.20071575899198	4.07419114963954	4.68249834384403	4.38140908739246	3.92436864315583	4.10996565285702	4.10936448824893	4.16620673165952
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	0.42022989848822	-0.147901281851699	0.483602841867143	0.297057625859073	0.605959147317403	-0.641955946058265	-0.39816167445769	-0.156481709769616	0.425523553266224	0.0408975396561218	0.556418987936701	-0.16730163076712	0.201169690945752
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	-1.60994059418483	-1.35531643036861	-1.7056535658199	-2.28693992657316	-1.92773766664003	-1.82061094239991	-1.78445603557758	-1.29857911037746	-0.523557001430922	-0.952354233354162	-1.51517937628211	-1.62258886337396	-1.30290770583052
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	3.57701538143224	3.09420770540947	3.64654303440504	3.02995382554781	3.79453939065234	3.2966340867546	3.40362785057076	3.84113322599393	3.84799833337566	3.32985206603751	3.28215955672076	3.42879223186372	3.43329074256397
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-1.97766537431015	-1.35531643036861	-1.7056535658199	-1.88147481846499	-0.972226221612593	-2.51375812295986	-1.9179874282021	-3.31348213091973	-1.02746218235234	-1.86864496522832	-1.80286144873389	-1.33490679092218	-1.99605488639047
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	0.155843388639961	-1.35531643036861	-0.217576510390067	0.0879658280005137	-0.40168136314498	-0.955613504913307	-1.22484024764216	-1.17341596742346	-0.369406321603664	-0.952354233354162	0.579766351933693	-0.572766738875285	-0.291306794152042
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	-0.0805453894242694	-0.548224990459445	-0.110604390837899	-1.27533901489468	-0.103188374588984	-0.0288514731718565	-0.605801039235934	0.387819843192764	0.287373214785407	-0.310500347181767	-0.280434913289419	-0.363046207893216	-0.386616973956367
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	3.80410641920774	3.66856409047767	4.35696817560441	3.81057239997279	4.18284236135811	3.63524421836434	3.78674697417948	4.38658670011685	4.62502699791631	3.79951033178473	4.36238132014297	4.40718022641552	3.78623064975368
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	0.912706383586014	-0.315893013090829	0.451079650161583	0.531458331697917	1.33802174412702	-0.641955946058265	0.34079504213355	0.212878393696432	0.609188293606646	0.241568235118273	0.572044305839782	-0.0131509509398621	1.26204165163101
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-1.87230485865232	-2.42002716736104	-1.85980424564716	-2.28693992657316	-2.15088121795424	-2.80144019541164	-2.76528528858931	-2.39719139904557	-1.6867078112366	-2.78808809043298	-1.80286144873389	-1.62258886337396	-2.28140696185164
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	-1.97766537431015	-2.42002716736104	-1.51149755137894	-1.27533901489468	-1.33995100173791	-1.82061094239991	-3.17075039669747	-2.21486984225162	-1.99686273954044	-2.1563270376801	-1.45455475446567	-2.46988672376117	-1.5905897782823
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	-0.0640160874730588	-0.233975890622942	0.355769470357258	-0.495180457345103	0.26948691069619	-0.115862850161486	0.0873461413240112	0.270036807536381	0.24963288680256	-0.421725982291991	-0.48110560875157	0.336835004848074	-0.491977489614193
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	0.42022989848822	-0.117442074366991	0.698714221484089	0.657499052593282	0.573698285099181	0.0119705213483986	0.0481254281707298	0.956215318780233	0.758533582158966	0.179047878136939	0.877017875401624	0.563997315757201	0.711995314711743
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	2.20183699625226	1.44490423053326	2.41917401312728	2.10441803552961	2.33494221040129	2.11854073041649	1.55663742201487	2.10039357626258	2.02848895119471	1.65033545209022	2.0906580851297	2.48828500079935	2.11481897778284
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	-1.53583262203111	-2.01456205925287	-2.14748631809894	-1.59379274601321	-1.45773403739429	-1.33510312661821	-1.9179874282021	-1.44167995401814	-1.5615446682826	-2.73319814467177	-2.67833018608779	-1.72267232193094	-2.27789016687987
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	-0.262866946218224	-0.190012767201826	0.10963640081835	-0.176726726226569	0.291465817414965	-0.00823218596912084	-0.17501812314348	0.738302816883576	0.488043910247558	-0.259207052794216	0.286942879981493	0.252869624730739	-0.609760525270577
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	-0.000502681750732952	-0.595477875309991	-0.125203190259051	0.197966723214842	-0.0714396762744034	-0.434316581280021	-0.605801039235934	-0.135428300571783	0.24963288680256	-0.310500347181767	0.375670995590177	-0.310402474407794	0.144011277105803
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	-0.437220333363002	-1.16726419886567	-0.848203333968678	-0.495180457345103	-0.541443305520139	-0.403544922613267	-0.7728551238991	-0.540893408679948	-0.369406321603664	-0.952354233354162	-0.624206452392243	-1.26591391943523	-0.491977489614193
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	0.231829295617883	-0.0976394470708111	0.665924398661098	-0.00967264156340233	0.470157606158341	0.0119705213483986	0.196545433289003	0.780862431302372	0.947576239625998	0.328579612107903	0.579766351933693	0.874152244061041	0.201169690945752
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	1.36244431537217	1.04570873543869	1.25371106356322	1.0716978406702	1.56876989482645	1.35222094396688	0.948286778115001	1.74276367442858	2.07138671189881	1.35023085963988	1.61759374953268	1.49198408739455	1.31813111828206
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	2.68682138883436	1.98180209460902	2.53977575660762	2.31823025941493	2.89092969361047	2.20474074833524	2.31404653679318	2.89006502014304	2.85161006776365	2.07293684244137	2.35862241632584	2.1616007705443	2.27364256330949
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	2.32790009426925	2.3073606513513	2.35355715868025	2.22939904570832	2.61129271684352	2.31655361700512	1.82983456154528	2.67171280317466	2.44471842589003	2.03836549837629	2.32963487945259	2.44358482188144	2.04699638144408
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	1.23675610020867	0.585655437046123	1.32171579267727	1.13895006767937	1.29910632787735	1.09715978968437	0.881034551105834	1.64234492668153	1.14257625467972	0.752393858884264	0.990346560708627	1.16183431651282	0.776533835849314
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	1.22327274987138	0.226147630023086	1.34226446090466	1.14704727791199	1.4997770233395	1.00522229435868	0.956383988347621	1.63172535785407	1.10650019820591	0.506260789345355	0.793636266462573	0.927600078504454	1.18199894395748
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	-4.17245280087168	-4.5000785096234	-3.93790483524845	-3.36995819848735	-3.36680031026932	-3.57126220020994	-3.80992466970019	-3.31348213091973	-3.96190092287	-3.51195071838285	-3.18915580985378	-4.095567369207	-2.34211568665942
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	-0.390700317728109	-0.595477875309991	0.290018092794478	-0.117886226203635	-0.135978197411975	-0.434316581280021	-0.0572350874870964	0.482007058252466	0.655097994910724	0.00315721167327482	0.23402047852715	0.525845549792825	-0.609760525270577
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	2.58087897033789	2.50650161743822	2.61468761669882	2.37413789135323	2.77455923007878	2.52966699395939	2.01663540914328	2.9120659075408	2.61735728196757	2.32855698243349	2.6048735426502	2.69108245163565	2.122982288422
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	-1.28451819375021	-1.42677539435075	-1.20921667950601	-1.47600971035683	-1.33995100173791	-1.41514583429175	-1.15584737615521	-0.828575481131729	-1.02746218235234	-1.64550141391411	-1.02967156050041	-0.882921667179124	-1.07976415451631
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	-0.185905905082096	-0.488505755757823	-0.0406458022309883	-0.176726726226569	-0.0406680176076498	-0.0288514731718565	-0.42991037277227	0.375397323194207	-0.25162328594728	-0.770032676560207	-0.355942465797564	-0.285084666423504	-0.609760525270577
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	0.073605290402989	-0.190012767201826	-0.185827812075486	-0.782862529796884	-0.318299754205929	-0.373691959463586	-0.7728551238991	-0.0176452649153999	0.517896873397239	0.00315721167327482	-0.355942465797564	-0.795910290189495	-0.491977489614193
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	-0.000502681750732952	-0.0976394470708111	0.467473459937259	-0.207498384893322	0.374847426354016	-0.0499048823696889	0.0073034336504748	0.837557774978917	0.741040424711449	0.0772651838269967	0.23402047852715	0.626193523627107	-0.291306794152042
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	-2.38313048241832	-2.42002716736104	-2.5529514262071	-2.57462199902494	-2.15088121795424	-2.10829301485169	-3.55268210307056	-3.31348213091973	-1.90985136255081	-2.99413221731243	-3.76318339133292	-2.72120115204207	-2.5551894243405
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	-1.46683975054416	-1.83224050245892	-1.20921667950601	-1.18832763790505	-1.92773766664003	-1.50215721128138	-2.07213810802936	-1.92718776979984	-1.39902573878482	-1.86864496522832	-1.80286144873389	-2.36452620810334	-1.5905897782823
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	-2.56545203921227	-2.64317071867525	-3.65156371487521	-2.57462199902494	-3.24685779706825	-3.61468773512676	-3.60230669906739	-3.31348213091973	-3.00846365121892	-2.95945120083794	-2.34185794946658	-2.87535183186933	-2.37370459607977
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	0.578700239459995	0.732708855002619	1.03056751224901	0.238788717735097	1.02717261239371	0.734676504149888	0.70045061421042	1.14086516533378	0.867932176566072	0.788111941486343	0.439619720190451	0.99584917903856	0.201169690945752
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	7.36166414545357	6.61247757100548	7.05663475406333	6.80219280246733	7.58350697795706	6.78658290366026	6.96208144279447	7.53206136137658	7.44357151956465	6.78137311930043	6.94219746033189	6.64379589417358	6.83718915152799
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	3.06862302301911	2.53015015769811	3.46766731055345	3.05539432539165	3.43823834838182	2.77703097716739	2.50771426997444	2.65138173439107	3.05764443888483	2.72141158294973	3.06787300445236	3.53125308887023	3.14560867011219
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	5.89470508382068	5.85603669397551	5.87748490128285	5.64497345515214	6.0443144705951	5.71881497004042	5.30102693118828	5.9864246844155	5.98465311195404	5.49953697993596	5.88818636065954	5.91858886694591	5.45489639638811
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	5.65209445490364	5.1234050650265	5.9431883560113	5.34775991255222	5.85365133375028	5.80461820913323	5.61425373752814	6.19969982526606	5.70819496415695	5.26604666330673	5.39213830696898	5.81627074380383	5.61331165156374
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	1.26318935727683	0.849541771822682	1.27568997028199	0.990204806419018	1.41158431130404	1.13038543731269	0.988132686662201	1.63527775945844	1.7769425850721	0.934715415678218	1.33263276719526	1.28872606836745	1.07199804874315
