#taxonomy	MCT.f.0225	MCT.f.0226	MCT.f.0227	MCT.f.0228	MCT.f.0229	MCT.f.0230	MCT.f.0231	MCT.f.0232	MCT.f.0233	MCT.f.0234	MCT.f.0235	MCT.f.0236	MCT.f.0238
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	0.931088840461824	0.568235965235824	0.114307310853529	0.679486722600525	0.33183143269003	0.764566670882313	-0.21808062038433	-0.635609256983948	0.392060146807951	0.720361509937704	-0.0332224075981737	0.161834884927581	0.502576852727792
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	0.543323309453061	0.768906660697975	0.450779547474742	0.233199619972106	0.29674011287876	0.877362165027657	-0.16968407952248	-0.785891460033286	0.485586204818774	0.720361509937704	0.181888972018772	0.0283034923030582	0.470828154413212
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	0.328913438107606	0.0574103414698331	-0.514301348568845	-0.188013845104198	-0.0910254181300037	-0.00613874402350731	-0.870736439589539	-1.42639490710781	-0.361711655568429	0.223924623623813	-0.433699974195299	-1.69446310543805	0.332677815932395
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	-0.0985305767193338	0.16277085712766	-0.396518312912462	1.09819705745871	-0.470515039834907	0.779381756667453	0.085995261843127	-0.120143253661455	1.13772536165134	1.2902760500737	0.123781341211491	-0.168406801942996	-0.190570327832153
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-3.14225004713718	-3.00686644236075	-2.44794901360682	-2.53938910226768	-4.36273669330414	-3.11579354451932	-3.91525887731296	-4.87917166875746	-3.13430037780821	-3.18236239519027	-4.37683937547688	-3.08179812562272	-2.64420766868269
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	-3.24799114138896	-2.86923889134647	-2.38674209202591	-2.79981301865378	-4.47188802824285	-2.34151365984054	-3.22211169675302	-4.39680937267751	-2.62347475404222	-3.28714834679153	-4.33086583447174	-3.09065657796866	-2.8131883821655
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-3.26901384669688	-2.54527934397455	-2.29414855636289	-2.13392399415951	-3.54629002106243	-2.74697876794871	-3.62757680486118	-4.67869825857806	-2.44115319724827	-2.82059781409961	-3.94524541302632	-2.96235221516347	-2.59884901778796
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	-0.280852133513288	-0.193904086811073	-0.291157797254636	-0.45994756058784	-0.534028445557233	-0.395603510785231	-1.22968153206281	-0.8132904342214	-0.937075800471991	-0.42270254130124	-0.172484474931681	-1.22445947619231	0.592189011417479
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	4.35115470642836	4.26541422216446	4.43445854180932	4.56885503746387	4.50175251055951	4.60578279376213	4.47007770871553	4.62430566618792	4.64711645099212	4.35336050565718	4.65444899990166	4.46716606819326	4.47345821516229
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	0.817760155154821	0.839110919371224	0.871993012551045	1.26727338750264	1.17814358575247	0.388515447980442	0.337986967494995	0.627071148168766	0.722914391124941	0.292917495110764	1.2642407398151	1.07812561680174	1.1799756763196
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	4.77309804526891	4.82652436721465	5.06164775457747	5.46564424236943	5.42955089806121	4.82732300979619	5.39781857211433	6.17866556258294	4.906361257066	4.62948175570789	5.46000363124929	5.16031324875321	4.7857322871836
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-0.666514614325273	-0.753519874746496	0.239470453807535	0.481035783876687	-0.0599348310599726	-0.549754190612489	-0.779764661383812	-0.946821826845923	-1.28847368730988	-1.11584972186119	-0.105793100433009	-0.168406801942996	-1.01724890101662
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	0.163833687748157	0.872447339638815	0.738461619926523	1.47699391848471	2.06805389094653	1.84307778022933	2.21958425264037	2.20101822490553	2.44919593097349	2.18669857873113	2.90382086960714	2.74583243735981	1.34090604313224
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	-1.42028641670165	-1.85213216341461	-1.20744852912879	-0.524486081725411	-1.00731615000416	-2.05383158738876	-1.22968153206281	-0.88526393384649	-2.0356880891401	-2.82059781409961	-0.668100680034143	-1.51214154864409	-1.57686468895204
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	0.328913438107606	0.0574103414698331	0.738461619926523	1.01595895922174	1.88012734811292	1.4725289372274	2.60339664764728	4.44731064251641	3.28515151475676	2.86976164022445	3.23976274291706	2.53674063950125	1.63196080006266
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	2.17359530879	2.30283702062393	2.47516131197155	2.59640933478259	2.96940983672146	2.99120513342483	3.61843483253567	3.95633430673222	2.25477135200829	2.00771592320269	2.51152424254584	2.09877636400013	3.05299810962642
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	-0.860670628766231	-1.04120194719828	-0.801983421020626	-0.188013845104198	-0.440209690339578	-0.549754190612489	-0.90299730180776	-1.08262336800498	-0.448723032558059	-0.378250778730406	0.887060345545519	0.222459506744016	0.0325732234820568
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	-1.55381780932618	-1.15898498285466	-0.801983421020626	-0.929951189833575	-0.288193483040953	-1.24290137117243	-1.6465753359946	-2.04543411551403	-1.05485883612837	-0.741156272419774	0.0620877722061511	-0.308168744318155	-0.883717508392098
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	3.57014617007708	3.65218259561267	3.81313709582063	4.30914681705449	4.27374796839632	3.04603484043544	4.16487533440393	3.95232013369147	3.09749254536808	2.0772419858513	3.46025025017315	3.84129511712503	3.22304957382856
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	-2.80658077782154	-1.6289886121004	-1.20744852912879	-1.62309837039352	-1.11854178511438	-1.6483664792806	-1.25267105028751	-0.931073469877784	-1.52486246537411	-2.12745063353967	-1.23719521192411	-0.664843688256887	-2.27001186951199
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-1.01482130859349	-1.04120194719828	-2.20613896543972	-1.84624192170773	-0.981340663600898	-1.49421579945334	-0.970819898146521	-0.82727667619614	-1.74800601668832	-2.41513270599145	-1.69395361441982	-1.35799086881683	-1.86454676140382
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	-1.10183268558312	-1.6289886121004	-0.514301348568845	-1.62309837039352	-1.50940809380139	-1.6483664792806	-1.25267105028751	-0.277772197865038	-2.15347112479648	-2.12745063353967	-1.1120320689701	-1.35799086881683	-0.765934472735715
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	1.14466294075988	0.920456558825176	0.807454491413474	1.5796480725448	1.6503636917091	0.585225742226496	0.104122646435684	1.3946786823978	0.123796160213272	0.776714446488835	1.74848672577638	1.4835907249099	1.41886758460195
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	-2.80658077782154	-2.90444839918365	-2.31077974294507	-1.84624192170773	-2.56546076805071	-3.13426554132444	-2.37481383636581	-1.47903864059323	-3.13430037780821	-3.22231275453827	-2.15348594379826	-2.6107538373122	-1.86454676140382
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1.42752572677572	1.57375783083792	1.53339149479641	2.00921073223202	1.75535513557828	1.3220479862891	1.47076406965418	1.56419596694576	1.72551202655346	1.64531030455497	2.50126774237865	2.26061938945055	1.45568155772466
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-2.80658077782154	-2.54527934397455	-1.49513060158057	-1.62309837039352	-2.44767773239432	-1.6483664792806	-1.57988396149593	-0.695507398565017	-1.59385533686106	-2.82059781409961	-1.93034239248406	-2.6107538373122	-1.35372113763783
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	-2.80658077782154	-1.44666705530644	-2.27298567465874	-1.15309474114778	-0.440209690339578	-0.549754190612489	0.45418897515406	2.31432256479981	1.09009731266209	0.660642275236081	1.08191918302115	0.480288616046115	-0.765934472735715
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	2.39191625344428	2.22963361660064	2.57104308367483	2.96797289121507	2.9674345274372	2.12821855525244	2.8654203191012	2.48562809832034	2.26837700406407	2.38615235892294	3.33441819053514	2.9913649835675	2.33014577465256
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	0.966180160273094	0.95122821749193	1.7882837444252	2.20554302609557	1.60120445575102	1.31346424259771	1.05223692412268	0.759368226709404	0.73690063309968	0.149816651470091	1.8261957101037	1.51638054773289	1.31350706894412
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-1.01482130859349	-1.04120194719828	-1.90059570968874	-0.0970420668984713	0.638301419007444	-0.221250123640453	-0.304340964668737	1.14052489434103	-2.44115319724827	-1.90430708222546	-0.37571271654495	0.546246583837913	0.332677815932395
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	-2.80658077782154	-2.54527934397455	-1.49513060158057	-2.53938910226768	-2.24700703693217	-2.34151365984054	-2.18065782192486	-1.37638448653315	-2.0356880891401	-2.12745063353967	-1.99933526397101	-1.69446310543805	-2.67792529543816
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	2.24966502752676	1.93772320803933	1.83707390859463	1.49485153588472	2.64675389944392	1.60329916841059	2.96478256310166	3.94805219597412	3.20547086356799	2.78520425219639	3.09485305294353	2.70245214172959	2.40281696494992
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	3.3418875180961	2.97417957121702	3.58004321365326	4.09063443511585	3.57253622799964	2.69760110557758	2.95271553165733	2.28278981316687	3.84391336482249	4.00268830825608	4.9151118603007	4.28492886043567	3.68582549995284
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-0.555288979215049	-0.0603726941865502	-0.108836240460681	0.134759547158853	-0.0599348310599726	-0.732075747406443	-0.492082588932031	-0.484786367249364	-0.544033212362384	-0.874687665044297	-0.0740444021184289	0.130086186613001	-0.255108848969724
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	-1.19714286538744	-1.6289886121004	-1.49513060158057	-0.929951189833575	-0.981340663600898	-1.24290137117243	-0.63184453130719	-0.484786367249364	-0.0134049613002135	-1.7219855254315	-0.831730103815945	-0.738951660410609	-0.883717508392098
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	-1.89029004594739	-1.29251637547918	-0.647832741193368	-0.288097303661181	-0.214085510887231	-1.49421579945334	-0.503011659464221	-0.474836036396196	-1.52486246537411	-3.19702841751024	-0.877192477892703	-1.22445947619231	-0.660573957077888
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	-1.42028641670165	-1.6289886121004	-0.801983421020626	-0.288097303661181	-0.190555013477037	-0.349083495150338	-0.737205046965016	-0.371457681942361	-1.28847368730988	-0.518012721105565	0.777707808618155	0.33368514185424	-0.478252400283934
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	-2.40111566971338	-2.13981423586639	-0.984304977814581	-2.13392399415951	-1.75453055183438	-1.83068803607455	-1.48751064136491	-1.26131515674836	-3.13430037780821	-3.2359984033165	-2.33580750059222	-2.20528872920404	-2.66755350121474
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	-3.10837608386591	-2.99165527023424	-2.37636063523402	-2.89000155680472	-2.3423172167365	-2.97334032615837	-2.37481383636581	-1.79411968723313	-3.53976548591637	-3.46319463669262	-2.44116801625005	-2.6107538373122	-2.67794333634025
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	-3.16324733218234	-1.85213216341461	-1.49513060158057	-1.84624192170773	-1.55385985637223	-1.83068803607455	-2.6159758931827	-1.2398089515274	-1.66796330901478	-1.43430345297972	-0.0636816150828822	-1.51214154864409	-2.64081814876168
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13	-2.80658077782154	-2.54527934397455	-2.30540915863224	-1.84624192170773	-1.87231358749076	-3.14965152724702	-2.12349940808491	-0.979082689064144	-1.83501739367795	-1.11584972186119	0.619102778441516	-0.21285856451383	-1.57686468895204
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	-2.1134335972616	-1.6289886121004	-2.31929700315837	-1.44077681359957	-1.34906544372622	-2.74697876794871	-1.45852310449166	-1.04690528540291	-2.44115319724827	-2.41513270599145	-1.20440538910112	-1.51214154864409	-1.86454676140382
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	-3.11610745205409	-2.88644535736083	-1.90059570968874	-1.62309837039352	-2.44767773239432	-2.34151365984054	-2.71128607298703	-1.19813625512683	-2.28700251742101	-1.7219855254315	-0.854202959668004	-1.51214154864409	-2.27001186951199
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	-0.20389109237716	-0.93584143154045	-0.801983421020626	-0.45994756058784	-0.0599348310599726	-1.6483664792806	-0.251697231183315	-0.464983739953185	-1.34254090858016	-1.56783484560424	-0.746572295475638	0.251447043617268	-0.565263777273564
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	-0.934778600919953	-1.15898498285466	-0.647832741193368	-0.0970420668984713	-0.550557747508444	-0.606912604452438	-0.525234796248932	0.308206148280297	-1.01403684160812	-0.741156272419774	-0.195741337095949	-0.531312295632364	-1.57686468895204
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36	-0.36423374245234	-0.293987545368055	-0.291157797254636	0.574126206942699	0.207127954189073	0.11522211298076	0.139420428516708	1.89660990616897	-0.426250176706	-1.43430345297972	0.0529552886428787	-0.00806415186781663	-1.35372113763783
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA	-1.10183268558312	-1.29251637547918	-0.984304977814581	-0.141493829469305	-0.327414196194234	-1.6483664792806	-0.304340964668737	-0.579097046720606	-0.595326506749934	-1.21115990166551	-1.00080643385988	-0.664843688256887	-1.57686468895204
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	-1.55381780932618	-0.753519874746496	-1.49513060158057	-0.929951189833575	-0.301096887876861	-2.74697876794871	-0.571219909490755	-0.88526393384649	-2.84661830535643	-2.82059781409961	-1.38029605556478	-0.664843688256887	-1.17139958084388
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	-3.40889798742616	-2.8562195469322	-2.52556397618033	-3.18651977750183	-3.03546439729644	-3.04236727327327	-4.47932724082437	-2.4508992236222	-4.16258004562425	-3.58218258603071	-4.21736131348787	-2.79483928047742	-2.97213278202042
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	-3.21992526842746	-2.94578978439109	-2.31517610920502	-2.9578933041002	-4.23767513431891	-3.17893363180883	-4.32072398542113	-2.78737146024341	-3.90352369559307	-3.22332518987766	-3.02895468115216	-3.03298897193838	-2.6821804109257
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20	0.817760155154821	0.731865389017626	0.93261763436748	1.22181101342589	1.20153646532718	1.04851042122349	1.61152120202688	2.97499433851169	0.73690063309968	-0.255648456638074	0.795329409967975	0.806972846301166	-0.129945706015718
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	-2.80658077782154	-2.87835247844245	-2.29973870231489	-1.84624192170773	-1.31269779955534	-1.83068803607455	-2.24128244374129	-0.946821826845923	-2.15347112479648	-0.874687665044297	-0.0740444021184289	-0.359462038705705	-1.57686468895204
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	-0.609356200485324	-0.242694250980505	0.0453144393665774	0.29382424178854	0.982718803960093	0.585225742226496	0.923665039101355	1.11257896395047	0.341798312027063	-0.623373236763391	-0.127533087069415	-0.0458044798506636	-0.883717508392098
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	-2.1134335972616	-2.54527934397455	-1.90059570968874	-1.84624192170773	-0.713076677006219	-1.49421579945334	-1.20720867621075	-1.32875643754389	-1.46032394423654	-1.90430708222546	-1.00080643385988	-0.21285856451383	-0.883717508392098
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	-1.10183268558312	-0.93584143154045	-1.20744852912879	-2.13392399415951	-1.42602648486234	-2.05383158738876	-1.54813526318134	0.289940800303004	-1.141870213118	-1.56783484560424	-0.900722975302897	-0.531312295632364	-1.86454676140382
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	-1.30250338104527	-1.15898498285466	-0.291157797254636	-0.0136604579594202	0.653415056817492	-0.221250123640453	-0.313390800188655	1.07546130099396	-2.15347112479648	-2.82059781409961	-0.560855149680546	0.192606543594334	0.127883403286382
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	-0.20389109237716	-0.293987545368055	-1.20744852912879	-1.84624192170773	-0.327414196194234	-0.182029410487172	-0.16968407952248	-0.345024424874206	-0.519340599772013	-0.33569116431161	-0.116604016537225	0.0633948121143283	0.255716774796267
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	2.38080502801921	1.96007050673133	1.21291959952164	0.378381629816603	1.61849595286108	-0.0389285668464981	0.0295539509381752	2.04573079379069	-0.382765064766262	0.529306273174994	1.0417800154308	1.97421364135837	2.65724181564522
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	-0.860670628766231	-0.530376323432286	-0.647832741193368	0.350982655628489	0.0279265247313618	-1.6483664792806	-1.18522976949198	-0.88526393384649	-1.01403684160812	-0.805694793557346	0.221419810775407	-0.00806415186781663	-0.565263777273564
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	2.05323162654013	1.6960474085962	2.11578731106365	2.47124619182858	2.5229068745859	1.72466002541486	0.985065395965612	1.6669758360101	0.439916167985586	0.842963832030036	1.90982650917611	2.59050181639271	3.00810278971853
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	0.931088840461824	0.653393773576131	0.773552939737793	0.718707435753806	0.946084670780312	0.143392989947457	0.0359848412684656	1.13855445035373	-0.73640510500984	0.336402607050503	0.703941658378546	1.00016407533202	1.41886758460195
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	2.78998761252751	3.05868279539944	3.00837593063102	3.5451103108075	3.41310849107154	3.09801387525902	3.40659083647539	5.14315843505565	2.76559697577428	2.38340887297718	3.1617704768067	3.10627386409402	2.33014577465256
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	2.34091369899191	2.30283702062393	2.5595487042491	3.10251796867044	3.10915032930521	1.95350159784371	3.04698458695325	2.54292895215768	1.74089694539294	0.892974252604697	2.41432845564606	3.17460862433642	2.54622928655604
