	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
M00014  Glucuronate pathway (uronate pathway)	2.68557707260554	2.8936366995528	3.24225459900757	3.37232132378719	1.32742193800634	2.3970679726678	2.99571703181661	2.88243573917175	3.026588854146	2.8632499434276	2.93982789543386	3.07301948032175	2.68610243262595	3.93828196838397	2.7920664625067	3.2605269687682	2.90855590268451	3.57982959440257	2.9285709795191	3.3575062246077	3.12618152279645	2.60616593458729	2.97108883730637	3.49085591914728	3.02766784161698	2.94314656734773	2.60579518484094	2.69559572134718	2.5095805455014	2.74261014828495	2.990972365098	3.55620536874547
M00015  Proline biosynthesis, glutamate => proline	2.67454192022851	3.40603180398194	3.31342156179803	2.5230245017203	2.81877119984674	3.18893875010634	3.28581599341743	3.4723128335477	3.75050123674965	3.46220063252548	3.20154784144415	2.98634153391672	2.85800271342865	3.28801063933217	2.53778781384918	3.55880651753518	4.37817241243869	3.69583615383896	2.97941254483864	3.54884176278451	3.47722876493129	2.67007600243472	2.68087235344844	2.80730119715011	3.0849100751066	3.37245650041385	3.37566746087319	3.18228544217393	3.42182559085292	2.87834228996052	2.78715027483934	4.07167983221175
M00016  Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	4.79252395659088	4.78719812931827	4.44032589570041	3.36401952525338	4.47667624618268	4.52810621447898	4.39494828423915	4.3628468106663	4.48735888112991	5.02383293540031	4.87237271076877	4.04766154347817	4.20586497640882	4.18093586557149	3.55229379311358	4.25409198694156	4.79619459118876	4.80967746177585	4.45109102517641	4.94981607774233	4.93635774615399	4.18037992872133	3.75057607575416	4.0584827878642	4.03754766492087	5.0755430137884	4.64877744223708	4.48996686508186	4.10929145265651	5.06084039243276	4.48173868526222	4.87497742819161
M00017  Methionine biosynthesis, apartate => homoserine => methionine	4.39649755416834	3.71448406723172	4.1621406336897	4.81121716168916	4.82080365579983	4.50547606512781	4.10816256346355	4.26186278508162	4.48363707134569	4.28244091065865	5.04332544910179	4.3305830814347	3.93574310613181	4.69213420192913	3.92452505741405	4.81555951687351	4.16221420707947	4.1706200077311	4.92007514458941	5.11617444252783	4.19916647737166	4.50773506381057	4.2996398637836	4.31770141286228	3.29240449416218	5.58752805288033	4.8775971329524	4.43946703254628	3.90089066819237	5.32722283609637	4.4190717903483	5.11836621272834
M00018  Threonine biosynthesis, apartate => homoserine => threonine	3.72416901378703	3.65338528256131	3.32186522693621	3.95570636773736	3.64128435830087	4.04139814962566	4.02911315092058	3.81159533444131	4.38865421443498	3.86440188718311	4.06283784060995	4.61356127167743	3.6486854276803	3.56903640564171	3.90094671773224	4.4623612358763	4.36597562525017	4.30335180754509	4.21206348002897	5.10393460952474	4.18289288344894	3.50077342018529	3.99818169257291	3.83890066567322	4.30535717916892	4.77519911015864	3.64392735169678	4.16972433625893	4.90577767497943	5.42624670518792	4.29839394828377	4.09878383306021
M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	3.77554240382349	4.27512457740962	3.75966215954052	2.7618785318812	4.01603509983999	3.35065372127603	4.17359620967752	3.75975614949077	3.58255660681105	3.87766636557799	4.23051974670484	4.10046295309091	3.98497256018744	4.12401546582413	3.12942758834793	4.6747327610628	3.98727819236582	4.25729104839075	3.5338662643204	4.58668193184146	4.37802131690918	4.59004796414638	3.92972742872924	3.47859410788641	3.71316864719148	4.91268020789093	3.66397713361261	3.03729686466586	4.39320297127546	4.7943602686019	3.76424719510016	4.22830281283348
M00020  Serine biosynthesis, glycerate-3P => serine	3.20838226311056	2.73273950714241	3.17214746203926	2.91835073593889	2.96636604801335	2.98531379786796	3.32741702617188	3.40319043408558	3.37305401402907	2.96487678348765	3.17037715846232	2.74699135784539	2.52296225231155	3.47421358471555	3.35878964944653	4.07434700183791	2.87761112252363	3.03404035144872	2.63529869022524	3.00051072814918	2.78956555943993	3.02954587552453	3.19326145769733	2.63266060011885	3.04789346204573	3.42450536655055	3.17791201470113	2.83151904749381	2.5692099084289	2.86861348845732	3.13410538244546	3.56262442510127
M00021  Cysteine biosynthesis, serine => cysteine	2.90544189603299	2.41500453692208	2.99001537318091	2.80987985000011	2.39822794665719	2.82738214283082	2.89307147842864	2.67960719687225	3.36849539153919	2.31233904333416	2.76806078248557	2.26798106416161	2.05325903829517	2.57443602600648	2.87511808619813	3.24169270964819	3.10137893842282	2.85711010560425	3.16057715234487	3.58463697362875	3.16925297893832	2.15898094815328	2.29576097969586	2.97337867660565	1.85833840891159	3.62843180623275	2.60865274190914	2.73041089378961	2.94687567789222	3.38557745133604	2.84672900028326	4.04367946228483
M00022  Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	3.8120471295922	4.46755785449666	4.41401112223861	3.70206543562927	3.32776593596835	3.53519015347406	3.52619971551218	3.47755860611575	3.97663948141592	3.56324398442579	4.17760789465699	4.57080357721546	3.60742187880061	3.78593871609709	2.96805228150431	4.03373237877743	4.27524527634599	4.27832311786472	3.91988229693207	4.39758169967836	4.24770562132547	3.97310922752775	3.78384781704737	4.28189099095376	4.01326875091068	4.85633355018324	3.50037772963028	4.13822722094498	4.45065542284738	4.4124844220123	3.92149237164122	3.99529550572006
M00023  Tryptophan biosynthesis, chorismate => tryptophan	3.25297428860396	3.71860526637319	3.90692204722859	4.13457933703465	3.48408934549652	3.33040593617185	4.58731441373472	3.70096670384863	4.0184204681912	4.25101033763717	3.72408495279634	3.48429319503243	3.10337263042944	4.20843089181173	3.34779397783269	4.16421015453642	4.69990826359086	4.13008722941946	4.03778163763462	3.96918596350231	4.34064609840693	3.63102527733764	3.73305232027807	2.88503875042207	3.51426177841201	4.5560724440635	3.78651791787376	4.44545170172243	3.63097272146447	4.0730993751992	3.64672896129882	4.34367338318562
M00024  Phenylalanine biosynthesis, chorismate => phenylalanine	1.90499228847966	1.52779764325053	1.5834827150498	1.94417865928185	2.4533986502994	1.93621348476667	2.11220920797757	2.07328338285104	2.48789914575775	2.81782039040274	2.73595199687111	1.97052834964079	1.0444660144961	2.7702370538026	1.60409354318519	2.51872984484402	2.59819812292968	1.53055084044906	2.4437465329316	3.60019721986399	3.31850206922075	1.92021698090155	1.6703766007554	1.995528701749	2.28200375097649	2.43604524403713	1.77008059657861	2.23753713782733	2.44777108854868	2.7730246426637	2.34012938053669	3.10856966291641
M00025  Tyrosine biosynthesis, chorismate => tyrosine	2.64643267637747	2.62247212884864	1.93321155078308	2.42362517680767	2.72491067548627	2.65685640251381	2.21508191679893	1.95264020199499	2.9708032778134	1.90426695101299	2.47799257509161	2.77622961944655	2.48341949960536	3.05495056584539	1.59851311651993	2.60716268184508	2.25636202444682	2.11846797834184	2.06898945666287	3.04572413550922	3.07700592155234	2.3021420403743	2.04682724449625	2.95802131388747	2.86974829929013	2.8318325564956	2.13878933880994	1.98042964682858	2.32832198196171	3.36041993358062	2.56461679211262	2.36166872728779
M00026  Histidine biosynthesis, PRPP => histidine	3.35595276872548	4.23942727159008	4.03357136035995	3.5368197168953	3.81784137611882	2.95335840335139	4.25935581544999	4.43186172431514	4.35048440355297	3.40670917357599	3.50446737918887	3.26452012203122	3.76319462000847	4.04221976762635	3.20180001895283	4.11752369994413	4.19581392928333	4.29253658221462	3.86355110936433	3.55115713777642	3.97905953484208	3.98483571748412	3.43477660641863	4.02670557670578	2.5141800709376	4.66970068547852	3.92937796054298	3.71316000980332	3.85977828853545	4.57132477955821	4.16662107563896	4.29862141842391
M00027  GABA (gamma-Aminobutyrate) shunt	2.59015666430393	2.59278026363284	1.29392298070359	1.80823380754185	0.570022545966082	1.80191575460701	1.77871976293889	2.51611139070122	2.48090073262977	2.85199942407624	2.20892393153022	2.78106632661087	0.936311760713368	1.99222157123092	1.56251617190577	3.03131181363051	2.41355928467106	1.9853105853122	2.66719406068192	1.45999603926866	2.57136682960627	2.68726797317933	2.07731805329688	2.57605142882204	0.89055911566543	0.569909332328122	2.21756876570153	2.55367113863173	2.84744505538406	-0.756203812558901	2.0808226949035	3.3490582730919
M00028  Ornithine biosynthesis, glutamate => ornithine	3.31513468602751	3.76824438725402	3.25054834478281	2.73128753316676	3.49349635122285	3.56470501441534	3.475879975989	2.22796857289021	3.24641903782567	3.4440245670274	3.25075107049941	3.72641045633575	3.01387744217807	3.41085909159698	3.2451481434704	4.10322361649605	3.74942157582293	2.84728810008244	3.52556570340095	3.59684219972116	3.93789796313907	2.91339135014734	2.75212896821177	3.62105652580562	3.55611299298415	4.32542795556845	3.99059868343017	3.0487062479442	3.60517633809146	3.24503307433247	3.12456322359145	3.42039056724271
M00029  Urea cycle	2.75976749269558	3.14723833146651	3.40359880330684	3.08493200568626	3.12651795560403	2.85712381383334	3.33759471115039	3.24681532395604	3.27686749555026	3.1043315519886	2.9168567428881	3.63581094184458	2.94673744992384	3.63221721525136	2.92126286621249	2.78061780884138	3.34514246937796	3.781732581369	3.88410720851129	3.39686427695171	3.63509169559133	2.70408103953825	2.77109625249505	2.27263207000229	3.49869302356682	4.05426568150072	3.71775827983268	3.02104214245533	2.9252426827477	4.04553311796432	3.27443021072589	3.711392492143
M00030  Lysine biosynthesis, 2-oxoglutarate => 2-aminoadipate => lysine	0.0545306601411548	-0.0883108075162239	-0.362884233266164	0.400943658472666	-0.0963954907431219	-1.02568189356335	-0.978547721503649	-0.167050817518699	-1.25832401306517	-1.04343826151942	0.67014069559306	0.305775170750582	-0.456435244721012	0.10104999666855	-0.0334895466668361	-0.458907815650372	-1.30177416299857	-0.142579276498143	-1.96293115556897	-1.29811724214898	-0.307283886450797	-0.175161462497146	0.423634485415115	-0.47670468018456	0.532338930242604	0.123981296441917	-0.426414239842891	-0.124440518601108	-1.10717432720057	-0.122830424438019	0.261012536862635	-1.1422435418223
M00031  Lysine biosynthesis, 2-aminoadipate => lysine	1.76513456286933	2.28207251398629	1.91658186652582	1.19691265592709	0.893722970011457	2.75800498434679	3.07192373083389	1.66894244830727	2.4124081213682	1.44683457190514	2.16744841009221	2.99292735904988	1.38176998703891	2.05723158677466	1.34545148394938	3.29033626415541	2.48377324298776	2.08831981000575	2.36653680888449	2.06909055169658	2.61714467991532	2.18258435839372	1.40060187244737	1.97233503983007	0.497505664675701	0.932408585688626	2.08535361420417	2.67654380625961	3.2021528973415	-0.911705261356196	1.55712919839622	3.13355407942828
M00032  Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	-1.28316247849139	0.524498491481933	-2.14589339103211	0.1726611322565	-0.453175770748168	-0.315281264720729	-0.908613901109762	-0.525939763524871	-0.539537651382165	-0.825776843500165	-1.33971712749328	-0.265498773158079	-0.73105473897917	-0.657352067743635	0.198122357337769	-2.70546451540307	-3.67890437652122	-1.89781744947549	-0.212633934819034	-1.1192080328245	0.0864627915468047	-0.507888200379971	-0.710514058254292	-0.151191404819442	1.4863069781707	-1.36271460797797	-0.597195926940154	-1.04095661365194	-0.493955974269743	-0.916911412685458	0.844808707563319	-0.0791078437564253
M00033  Ectoine biosynthesis	3.1348358749494	3.04579218997551	3.54544858067484	2.80581388315905	2.60751146414931	2.43233769307255	3.23036511086463	2.91829393550356	3.63731536071249	3.16121457979385	3.46249433884571	3.27425166611853	3.16548026978245	3.75991229533015	3.08419095606908	3.53539958713514	3.19415053089158	3.47516833420158	3.40604201170317	3.59421144497736	3.04203500884271	3.17706954607237	3.56674328845493	3.746856244827	3.50709871758935	3.45487681789753	3.17154880612104	3.18703807206915	3.2015536737724	3.25598543975735	3.28439519870474	3.80568277384417
M00034  Methionine salvage pathway	3.61529199433029	3.29104104345597	3.01214518591951	2.92836287903156	2.97163550233212	3.17279623806023	3.06378020517378	3.43815515772924	3.82013320492276	3.4726781604133	3.32161367003708	3.83982608877961	2.49479525924963	3.3639926792337	2.34168380375102	4.04870877080647	4.3285455250619	3.40538310714598	2.98490115370768	3.5290694759108	3.230971791063	2.36507586296905	3.05105624912815	3.01917152476133	3.30772033897932	3.37218910275009	2.69399749235864	3.47355532664713	3.21418187392162	3.46542849346435	2.47965360538698	3.39669857079622
M00035  Methionine degradation	3.10384585386225	3.2181861574756	3.07636330314187	1.7878845775716	3.14052632172613	2.80201862260805	3.17953280127648	2.6595077143928	2.64232061316518	3.37075805543658	2.96450770755981	2.80435844395526	2.48123992821354	2.75107082005306	1.79085607620475	3.29786745143761	3.31795768919063	3.45939472912007	3.04804652107368	2.84478826704026	3.17729018147029	2.68657154080029	1.9178213077046	2.29104441483631	2.55184662040561	3.3251587286184	2.69677580624925	3.06347642978047	2.79701394283067	3.32656953206793	3.00223932867582	3.29981304609601
M00036  Leucine degradation, leucine => acetoacetate + acetyl-CoA	1.96036830039929	2.3191679501854	2.77810872494507	2.65930672375814	2.23405040840195	2.89162157744945	1.92645720757071	2.50582755899623	2.69325748993295	2.75159033057528	3.01273075816697	3.46095887481405	2.01301298748007	2.81843553675501	2.375043010654	2.64174457174922	2.30825380157653	2.72073718559914	2.80482923871158	3.21599135802155	2.46287515037061	2.52499442734327	2.64609409387963	3.038588134343	2.20517247286716	3.57606908079002	2.88398783484865	3.07647242021304	2.45960390725885	3.55004363981162	2.45955011270471	2.56806146720776
M00038  Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	-1.94281374620666	-1.01698214924554	-2.02939099141066	0.090037870274148	-1.16411858770244	0.259429336879112	-2.02708951528618	-1.73011631171195	-1.5248232451251	-1.01509826562922	-1.49293846601981	-2.56384349232867	-0.805129321196169	-2.64860296349606	-0.341747391516722	-2.29501699690036	-1.8329859621274	-2.17318697855538	-0.277609400792175	0.176993484570318	-1.81845153562908	-2.32950628576564	-1.25423599938551	-1.03632622378849	0.305425867432963	-2.80573239095166	-1.34272315358127	-1.52096554078926	-2.02034164120852	-0.362257644453735	-0.744625409928592	-3.69853699834904
M00039  Lignin biosynthesis, cinnamate => lignin	-9.20762182033044	-8.3219818376922	-7.7569696692934	-8.31879185368139	-8.10045272018426	-5.98264370306944	-8.99237689354338	-8.13713801946342	-7.22403356685091	-7.38784107356361	-9.43660291619086	-8.1993431488104	-6.77172862138259	-9.2703274909085	-3.97154256983109	-8.82270328202504	-8.57423182583276	-7.29002903400445	-5.60494716667851	-7.52239395984462	-10.2819606270781	-8.29007042576806	-6.13833129241023	-7.40926255333718	-6.41264602422371	-8.77912904947917	-10.4545385668545	-10.7904631339144	-7.71601206440415	-8.960767545994	-9.85161726130693	-4.03622440076687
M00040  Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine	-3.26108955397116	-2.90544930158998	-7.02172690265359	-0.979067061871435	-1.20145763928093	-2.51314346640257	-5.08368903913789	-2.24868400110928	-2.59987948507912	-5.32902921359829	-2.51441507626091	-2.88702902024668	-1.30931020279379	-3.86373208597918	-4.30055050482189	-6.9015213131171	-9.00142901916784	-5.91355645593806	-3.78102003192008	-3.42774067208198	-3.41819965908275	-2.88578718922126	-4.10639734248021	-3.00552753900339	-1.5215454951041	-7.79255759611628	-1.29986212436587	-1.64096415444998	-7.69177063412609	-7.18488540641675	-8.93262121365882	-2.26603559029437
M00044  Tyrosine degradation, tyrosine => homogentisate	-9.34307389641388	-8.84570287933625	-7.42354283329395	-6.08553677763258	-8.53245755498781	-9.66868252475143	-5.81017618032901	-9.90806835192082	-8.8223896798424	-8.60930716088875	-9.10123101648842	-9.57430624706423	-7.78253831039072	-3.72394809912436	-5.80245440272285	-8.85954153576195	-9.97306770974675	-9.26430478380567	-8.66211158300809	-10.2574828307518	-9.75495178196558	-9.22469749977853	-6.7812868499348	-7.6152884258432	-9.04243394279486	-8.41583266808773	-9.35592328652929	-9.62203517643803	-7.91318962821113	-9.78265896948423	-8.44149984412792	-6.80350012674426
M00045  Histidine degradation, histidine => N-formiminoglutamate => glutamate	3.74382739105698	4.43661874163359	4.35564801218302	2.65291301815414	3.36458463885322	3.39800078888748	3.79545179265787	3.11766794904062	3.31177602912094	3.97373488747422	3.31691424565075	4.28207825899151	2.67619555347723	3.65039048157103	3.59911564998918	3.69084259191521	4.23500267824297	3.82332765956498	3.14813915207378	3.10616380057114	4.09873972189326	3.85383215990709	3.33705695978742	3.592916552074	3.33055975771339	2.67802304468602	2.69405338592795	4.34160543382884	3.99628025193763	1.6573240279866	3.57525103216204	4.09629021430842
M00046  Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	-3.58031739289125	-1.91702512050074	-1.93534512312297	-1.76315017934422	-2.33166299024455	-2.67765506209041	-0.965508252464288	-1.96244305940171	-4.16356808249702	-2.66427445818029	-3.12688451383398	-5.28915841139149	-2.14691352941384	0.19797663707166	-1.41001242690405	-3.10273140550076	-2.84727966978492	-2.83328430551497	-3.87786532253505	-4.50452286570731	-2.50220897565501	-3.34315001366981	-0.726294589264842	-2.92634428892318	-1.86700508243474	-3.72577874413698	-1.49183072126966	-3.40850550615126	-2.61808078045546	-5.07806550696552	-2.20225932873814	-2.43963659680379
M00048  Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	4.66562847609404	4.39981979439302	4.88121084727898	4.48444885852492	5.18637550287439	4.68949464272307	4.65198826537322	5.1085502041766	5.32921241207442	5.17748387576059	5.78473234360458	5.21736099463843	4.02335976006458	5.31874433271466	4.29745087603425	5.4074837221926	4.84112581706163	5.02092666251362	5.25637126262354	6.38485200398833	5.61474815730169	4.57581161903258	4.7092175547954	4.25312107912404	4.31399914612851	5.57349204656459	4.83274521147805	5.20170619184357	4.93419284404065	6.18140224092035	4.69801963015223	5.79307858333246
M00049  Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	3.48813579291555	3.28667721493753	3.124480871751	3.27654078917757	3.75254773689939	3.55734787398975	3.35025254149175	2.65356126395646	3.90486510133591	3.00367264105123	3.61577271023179	3.96344807144839	3.73397913301966	3.78308381124082	2.5790491103008	3.71552512118893	3.2186185567911	3.11862581513717	2.99367857352954	4.26037906495315	3.83501454726908	3.23046781882895	2.93196239330432	3.46255264132661	3.53858770604154	4.23542440841818	2.70964999501611	3.49847552682419	3.51814510354407	4.47493302706745	3.43275825690908	3.2549716040891
M00050  Guanine ribonucleotide biosynthesis IMP => GDP,GTP	3.64782963167243	3.79821069779717	3.70641048489831	3.1109199744798	3.13992807379157	3.35054447595208	4.15454453020364	4.20391752285772	4.2763246873016	3.31175218210771	3.65770395271449	3.4003270088831	3.37870537767868	4.00099649672564	3.26127593977731	3.6331260404231	4.25223357530614	3.98932391160688	3.75837222905205	3.82517944908185	3.25553518572833	3.96424846370167	3.38488160217002	3.56374502633082	2.52039621042783	4.90960557485946	3.75977751815908	3.6377459820541	4.36034707259074	4.90580955271472	3.84951755699566	3.75567801988882
M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	5.3155657464479	4.86456393439692	4.05902317406362	4.29313510438752	3.78555313705924	4.14675029333429	4.40976697469861	4.67147923628061	5.19223053390181	4.69907431362841	5.00226795992403	5.11467803641831	3.55748436868646	4.24868760446633	4.5022821339024	5.14968360576261	5.09181733204944	4.46000650184559	4.95173600915002	5.30597701801574	4.94177496912313	4.76318247200593	4.74103402938045	4.66763086197859	3.8589909916309	5.24422403961023	4.96989806940515	4.98850161777838	4.73227478721411	4.81683137457994	4.41714158507489	5.51185478508932
